wage,rent,food,transport,AFFORD
13232,2787,1251,573,0
18029,3222,1755,500,0
15281,3767,1844,481,0
19102,2061,1284,447,0
10452,3759,1224,699,1
18642,3981,1866,540,0
16717,3614,1662,652,0
18987,3601,1948,428,0
9360,3032,1774,577,0
19347,3617,1460,560,1
9989,3800,1616,489,1
17220,3528,1319,423,0
13377,1857,1802,616,1
12350,3252,1549,669,0
9420,2141,1536,500,1
18696,2553,1901,689,1
9876,3969,1339,501,0
10637,3543,1259,505,1
10985,2172,1302,679,0
9681,2297,1795,564,1
17854,3880,1700,697,1
17548,2342,1980,519,0
12183,2367,1493,440,1
18553,2965,1743,522,1
16650,3593,1658,411,0
9364,1804,1346,526,1
16077,3848,1659,477,0
18735,1922,1896,510,1
9133,2260,1899,442,1
12561,1899,1680,533,0
9103,3252,1313,678,1
10199,2994,1862,599,1
14744,3474,1690,687,1
18084,3372,1687,692,1
12490,3975,1686,505,0
8879,2402,1463,555,0
14492,2657,1261,420,1
12843,2193,1219,606,1
9141,3892,1211,666,1
13445,3826,1844,425,1
19749,2500,1415,443,0
11751,3069,1202,699,1
19149,2672,1950,595,1
17307,3046,1812,620,1
15423,2028,1628,637,0
11483,2798,1749,470,0
19079,3177,1208,420,0
17793,2535,1952,610,0
9024,2036,1782,550,0
17292,2825,1832,667,1
13437,1915,1270,541,1
12777,3160,1923,635,0
17664,3691,1897,586,1
12369,2136,1474,414,1
17750,3250,1385,427,0
18568,3475,1773,666,0
8789,2467,1418,589,1
19265,2764,1492,509,1
8370,2241,1366,418,0
8587,3059,1802,420,0
13392,3085,1489,557,1
14506,3425,1495,632,1
14468,2983,1597,459,0
17491,2855,1462,644,1
13204,2574,1978,426,1
19364,3196,1901,588,1
18695,3600,1812,647,0
10557,2236,1459,424,1
11730,3308,1233,445,0
10125,2186,1933,577,0
9247,3371,1851,657,1
19095,2211,1370,422,0
19603,2747,1620,532,1
12238,1996,1218,669,0
16248,3133,1349,625,0
11212,3150,1615,446,0
10310,3401,1240,470,0
13941,3621,1390,549,1
16380,3333,1875,589,0
10479,2122,1615,596,1
10141,2453,1399,643,0
16556,2759,1600,608,0
9417,2076,1603,599,0
18920,3264,1465,481,1
19507,2738,1712,456,0
14230,1989,1592,692,1
10835,3277,1358,624,1
8522,3153,1395,595,1
8955,2891,1946,562,1
10667,2507,1690,438,1
9987,2269,1265,530,0
11876,2304,1345,503,0
16499,1995,1981,506,0
14307,2963,1214,508,0
16195,3541,1342,617,0
10342,2535,1915,412,1
14568,3809,1522,613,1
18013,2786,1630,443,1
12809,2748,1950,641,0
16421,3372,1218,450,1
11409,3179,1252,508,0
14940,3064,1621,586,0
16569,3819,1769,506,1
8128,3687,1225,600,0
19432,3309,1943,642,1
15473,3987,1692,576,1
8164,2745,1453,571,0
15177,3662,1848,593,0
14684,3708,1622,668,1
8872,2115,1703,425,1
9536,3131,1200,422,1
19161,3595,1537,455,1
19178,2863,1721,473,1
16112,2405,1733,430,0
19266,2187,1782,592,1
14508,3516,1316,521,0
18805,1955,1668,544,0
10159,2432,1618,595,0
18531,3160,1527,598,0
12759,3579,1671,559,0
8300,2751,1648,628,0
15607,2140,1868,490,0
12205,2846,1808,473,1
15162,1864,1663,635,0
12016,2830,1517,574,1
14348,1807,1683,672,0
16352,2796,1374,632,1
16828,3343,1521,449,0
15424,1860,1375,440,1
16554,2923,1245,506,1
14576,3559,1968,415,0
13334,2528,1668,560,1
11708,1838,1238,472,1
13865,2500,1824,623,1
16612,2933,1503,472,1
14292,3442,1599,578,1
10522,3636,1351,474,1
18738,1834,1250,695,1
17700,3838,1387,622,0
18801,2785,1773,525,1
17663,3838,1634,562,0
9509,2522,1762,460,0
10214,3883,1415,521,1
8983,3472,1592,404,1
8131,3413,1541,472,1
14174,2019,1797,662,1
8378,2113,1764,494,1
13777,2185,1312,700,1
9438,1915,1828,603,1
16262,2202,1766,551,1
16234,3206,1561,569,1
17332,3405,1443,615,0
9794,3528,1429,535,1
19613,2337,1378,414,1
16345,3318,1566,665,0
13964,2829,1984,681,1
19503,2630,1328,597,0
18640,2586,1705,514,0
14006,3812,1375,610,0
17145,2457,1381,444,1
19709,2508,1425,674,0
14325,2181,1988,664,0
18736,3835,1536,417,1
13913,2310,1991,676,0
11324,3566,1932,642,0
15479,1953,1398,419,1
10806,3400,1390,615,1
13212,2947,1925,508,0
16162,3677,1247,430,0
14963,2323,1804,552,1
19205,3969,1606,549,1
11910,2376,1981,614,1
15158,3436,1501,537,1
17579,2422,1433,415,1
19228,2327,1479,425,0
12149,3855,1624,619,1
15354,3812,1747,635,0
12820,3667,1932,499,0
13890,3365,1874,417,0
17534,3047,1818,510,0
12531,3580,1452,431,1
17222,1975,1677,403,1
12519,3296,1216,576,0
16752,3004,1959,514,1
16714,2516,1990,467,0
14315,2847,1591,436,1
15770,1974,1462,620,0
17136,2712,1795,591,0
13071,1985,1630,690,0
13879,2494,1577,481,1
11656,2476,1834,412,0
17366,2338,1717,480,0
10884,3359,1716,613,0
18213,2587,1328,684,0
11482,3704,1346,553,1
16877,3156,1349,430,1
14848,2924,1904,677,1
17569,3445,1260,679,0
12755,3310,1595,507,0
12147,2884,1455,599,1
11705,2204,1405,618,1
17909,3188,1340,639,1
16012,2233,1666,600,1
12525,3104,1486,437,1
12248,3341,1308,587,1
8326,2968,1492,417,0
11183,2412,1542,424,1
9724,3136,1838,680,1
8679,3355,1728,656,0
19008,3934,1794,559,1
9597,3407,1207,405,1
19433,2647,1803,682,1
19637,2473,1972,613,0
14858,3018,1961,606,1
19890,2817,1623,511,0
11038,3618,1328,440,1
8294,3066,1417,483,1
10251,3749,1383,555,1
12252,3157,1949,637,0
8530,3639,1861,639,0
9469,3851,1882,581,1
10696,2733,1618,472,0
10558,2613,1699,624,0
13905,3934,1462,526,1
15741,3678,1589,574,0
19850,2503,1406,692,0
12311,3109,1859,542,0
15152,3003,1463,516,1
11671,1804,1637,427,0
19043,2393,1221,410,1
14309,1930,1686,647,0
9492,2043,1530,690,0
12504,2019,1521,525,1
10274,2818,1535,459,0
19161,2831,1413,572,1
8197,2965,1671,427,1
19712,2126,1225,649,0
12570,2638,1632,565,1
10271,3906,1700,515,1
18396,2827,1918,668,0
16890,3852,1329,597,1
16412,2373,1260,518,1
9975,3569,1963,502,0
11730,3996,1231,463,0
10856,3397,1959,611,1
12442,3650,1643,510,0
14585,2077,1560,623,1
15952,2938,1582,626,1
12441,2173,1725,518,0
11974,3272,1385,686,1
18937,3715,1380,698,1
10231,2468,1518,613,1
11385,2378,1913,415,1
8714,1809,1603,677,1
14232,3722,1954,482,1
13055,2466,1640,569,0
17345,2881,1337,675,1
8990,3567,1837,517,1
13143,2519,1748,536,1
19185,1847,1407,404,0
13223,3135,1787,497,1
18968,3858,1379,590,0
8083,2214,1565,653,0
13900,3160,1208,428,1
16845,3614,1538,648,1
16259,1820,1294,549,0
9133,3596,1280,654,0
18637,3883,1874,403,0
13687,2350,1837,537,0
11753,3391,1808,475,0
9763,3077,1466,579,1
14260,2129,1478,572,1
12787,2826,1784,628,0
8617,1851,1986,678,0
11471,2196,1736,690,0
16986,3482,1217,541,0
10430,2198,1576,573,1
19397,2135,1362,594,1
12698,3285,1578,572,0
19997,2320,1546,678,0
15252,3253,1816,463,0
8271,3056,1471,698,0
17933,1904,1589,677,0
8709,2698,1560,470,0
16914,1804,1854,424,1
19981,3305,1316,415,0
18876,3182,1443,555,1
15225,2523,1609,590,1
9533,1965,1713,662,0
13394,1888,1941,535,0
12147,3630,1386,427,1
8291,2811,1612,675,0
16143,2584,1336,654,1
12262,2994,1779,555,0
14278,2067,1696,632,0
10809,2461,1902,441,0
10438,2946,1264,459,1
9910,2239,1323,457,0
10020,3361,1981,425,1
10795,3462,1685,608,0
16874,3436,1326,658,1
11048,2672,1319,691,0
11236,2016,1669,459,0
8104,2114,1699,622,1
12706,3490,1677,700,0
8747,2935,1952,480,0
19493,3607,1499,437,0
16398,3848,1235,585,1
9997,2985,1292,646,1
9565,3030,1638,671,0
12374,2640,1783,639,0
13302,3243,1546,501,0
9507,2436,1397,498,1
8796,1963,1998,537,1
9121,3439,1484,628,0
13651,2235,1289,652,0
10368,3633,1345,527,1
18282,2524,1503,461,1
11308,3920,1503,660,1
10832,2998,1763,583,1
17632,3554,1642,700,0
13177,2927,1225,627,1
11325,3390,1434,528,0
17597,3515,1595,512,1
8426,2442,1223,592,0
13450,3690,1536,554,1
12714,3839,1729,462,0
17537,3377,1847,671,1
9133,3114,1357,410,1
13613,2431,1587,556,0
8589,3607,1739,527,0
9300,3092,1611,550,0
16465,2394,1791,665,0
16169,1800,1511,700,0
13143,2373,1921,420,0
11246,3607,1566,476,0
18429,3166,1392,423,0
8626,2142,1822,671,0
12588,3396,1971,440,0
19105,3859,1283,511,0
16845,3444,1543,602,1
8982,3524,1547,698,1
11760,1894,1726,419,1
14785,3083,1919,565,0
14532,2662,1897,562,0
15370,3872,1649,648,0
19657,2957,1307,673,1
12309,2204,1574,468,0
11379,2602,1372,664,0
17834,2099,1481,621,1
11427,3997,1532,696,1
19906,2257,1719,452,1
10446,2348,1570,461,1
15489,3475,1809,535,0
17277,1842,1766,456,0
9137,1843,1367,531,1
18212,1992,1648,553,1
19495,3111,1996,507,0
12463,3867,1466,693,0
19964,2432,1335,509,0
16023,3088,1627,646,1
8359,2475,1295,420,1
17702,2997,1667,432,0
17946,3069,1808,699,1
9929,3189,1257,659,0
11456,3980,1912,411,1
8441,3565,1233,407,0
13256,3728,1909,643,0
8076,2592,1663,471,0
10366,3282,1387,694,0
9053,2865,1588,464,1
12334,2257,1996,588,1
16687,3116,1305,535,0
17730,3931,1674,499,0
15872,2716,1997,623,1
9844,2229,1223,475,0
11067,2130,1665,492,0
9604,3992,1555,530,1
13193,3067,1744,549,0
15943,2450,1448,489,1
14307,1851,2000,690,0
19794,1840,1667,547,0
10978,2976,1930,499,0
12023,2021,1683,624,1
17890,3312,1420,616,1
16921,3843,1804,555,0
19105,3600,1390,400,0
16026,3988,1980,641,1
14881,3357,1708,454,0
19632,2853,1730,496,1
15474,1856,1352,576,1
19266,2285,1796,526,0
19710,2959,1633,585,1
11719,3515,1903,444,1
8661,3569,1284,655,0
14023,2886,1306,596,0
18340,2863,1804,508,0
18608,3585,1404,580,1
16113,3809,1415,414,0
13349,2660,1729,500,0
15558,3038,1303,448,1
15833,2313,1812,622,0
9045,3801,1282,654,1
11963,3608,1571,413,0
15981,3856,1702,400,0
11157,3903,1531,662,1
12785,2218,1224,448,1
10395,3180,1287,528,0
16834,3755,1355,437,0
19836,3806,1596,468,1
14071,3874,1447,449,1
17785,3949,1331,451,0
18504,2632,1552,691,0
18697,2155,1273,454,1
16955,3681,1740,565,0
13390,2018,1868,698,0
9951,2014,1266,568,0
19733,2683,1784,643,1
14801,2016,1782,618,0
8781,2394,1473,677,1
18992,3061,1462,526,1
19723,2089,1821,567,1
18982,1953,1615,412,0
12471,2461,1238,638,1
18558,2714,1994,500,0
14745,2491,1867,565,0
8343,2819,1645,646,0
10326,3211,1961,477,0
14758,2393,1712,410,1
8395,2368,1391,691,1
15455,3538,1726,562,0
10323,3118,1824,476,0
9485,1813,1318,449,0
17567,2850,1740,456,0
13832,2060,1551,545,0
19862,3150,1566,562,1
19069,3457,1327,591,1
12959,2249,1688,602,0
10536,3067,1829,407,1
8973,2859,1399,494,1
11765,2117,1208,686,1
18321,3939,1381,621,0
19119,2042,1491,452,0
17581,2997,1904,406,0
18727,2034,1286,458,0
16434,1995,1796,563,0
9186,2014,1990,568,1
8908,3645,1468,609,1
16441,2183,1701,471,0
15172,1964,1863,685,1
19904,3035,1570,578,0
14365,3996,1879,566,1
14084,2493,1288,679,1
8570,3543,1821,542,0
11749,1974,1426,575,0
11804,2770,1530,507,0
16324,2524,1223,460,0
11439,2561,1425,699,0
9967,2988,1883,598,0
15374,3960,1206,469,0
19365,3670,1894,412,1
15250,2461,1532,444,0
15455,3528,1501,606,1
13958,2058,1359,517,0
14501,3088,1646,504,1
19449,2875,1376,624,1
12858,2382,1511,544,1
19688,3563,1341,411,0
19984,1846,1334,593,1
15822,2440,1728,453,1
14564,3474,1352,479,0
10781,3513,1415,403,0
19056,2536,1698,467,0
9749,2143,1415,526,0
19855,3846,1220,638,0
9744,2338,1890,695,1
15594,2701,1258,546,1
9607,3348,1701,612,1
16484,3003,1765,501,1
12702,2206,1317,422,1
9524,2015,1252,599,1
19336,2310,1782,689,0
19283,3817,1608,511,1
8300,2431,1843,552,0
8463,3417,1565,677,0
14699,2466,1743,628,1
14365,2704,1858,404,1
16725,3558,1571,658,0
8432,1947,1942,412,1
9650,2161,1384,619,1
11065,2002,1860,531,0
16422,2550,1216,481,1
8064,2080,1926,414,0
11505,3222,1379,471,0
14545,3256,1432,589,0
10224,1978,1729,673,1
16996,3945,1859,574,1
16493,3482,1766,684,1
12884,3576,1207,492,1
15684,1861,1412,485,0
18979,2442,1539,676,1
18345,2964,1244,487,1
14349,1917,1371,696,1
8444,3410,1430,622,1
19396,3802,1266,445,1
18385,2196,1565,500,0
19997,2147,1306,672,1
10712,1902,1247,453,0
12721,3147,1364,507,1
16181,2940,1394,471,1
8501,3660,1321,430,1
17118,3937,1997,492,1
10010,3417,1330,535,1
19210,2321,1574,467,1
12668,2977,1576,498,1
16172,2571,1849,579,1
15478,3320,1269,621,0
18329,2288,1806,637,1
19548,3205,1871,509,0
8681,2112,1309,514,1
17700,2631,1370,482,0
19138,1801,1451,432,0
8499,2945,1499,588,0
11845,3453,1326,570,1
9359,2627,1343,477,1
10642,2439,1867,637,0
19184,2252,1277,401,0
19521,2330,1593,657,0
14571,2961,1619,629,0
12375,3499,1987,571,0
15366,2073,1237,609,0
18204,2896,1460,405,1
12862,2782,1782,670,0
8679,3641,1240,433,1
13986,2571,1334,566,0
17573,1879,1646,453,1
14671,3790,1376,542,0
12010,2045,1830,462,1
9014,3079,1857,452,1
18217,2037,1720,550,0
9254,2609,1201,546,1
9665,2995,1369,608,0
15270,3607,1774,605,0
14503,3349,1944,530,1
12597,2134,1562,631,0
13298,1906,1818,555,1
9463,2539,1764,511,1
14669,3718,1758,657,1
11516,3762,1417,625,0
13323,2177,1963,605,0
14255,1803,1830,630,0
11792,3301,1361,474,0
19246,3123,1868,618,0
13768,2309,1314,566,0
11518,3147,1386,628,1
13132,2738,1562,688,0
9292,3302,1901,535,0
19094,2392,1889,506,0
15757,2871,1221,428,1
18293,3442,1368,518,1
16883,2823,1978,483,0
9347,3104,1799,673,0
14570,2799,1235,650,0
14777,2510,1545,535,0
15548,2463,1434,454,0
16517,2999,1700,539,1
15219,2948,1872,556,0
17667,2459,1797,428,1
8722,3378,1580,574,0
15490,3900,1817,546,0
9321,1865,1819,572,0
19777,3676,1528,682,1
9655,2710,1745,570,0
11138,2543,1595,684,0
18936,2007,1395,635,1
18291,1842,1395,487,1
10961,3033,1580,463,0
17881,2971,1375,442,1
17434,2045,1307,486,1
17641,3872,1210,410,1
14568,2270,1254,591,1
18598,2243,1935,425,0
11330,3559,1396,495,0
14792,3487,1529,497,0
12136,2299,1598,502,0
8801,2204,1774,463,0
11631,3207,1929,408,1
16634,3869,1841,581,1
18382,1858,1447,674,0
18749,2995,1257,488,0
9763,3687,1272,678,0
11435,3129,1337,551,0
8416,3798,1601,573,0
15077,2014,1693,634,1
9245,3694,1236,685,0
8627,2809,1692,605,1
10438,3492,1394,510,1
13426,3647,1935,555,1
16017,2676,1594,588,1
9356,2264,1989,402,1
16214,3103,1386,424,0
11066,3145,1350,450,1
16164,3709,1270,593,1
13214,3453,1259,418,0
15827,1989,1882,493,0
9662,2007,1810,628,1
15032,3536,1960,700,1
18685,3957,1522,675,0
9614,2191,1209,599,0
13356,1988,1238,694,1
15606,3845,1496,613,1
19988,3075,1577,604,1
13941,3058,1417,496,1
9001,1821,1748,624,0
13682,2912,1609,591,1
14903,3265,1976,683,1
12862,2093,1284,696,1
12768,2755,1322,672,0
16977,2213,1615,411,1
9561,2499,1420,451,1
16218,3726,1212,688,1
15809,2445,1381,489,0
8188,3834,1284,455,0
10627,2789,1587,431,0
14314,3496,1461,658,1
13944,1972,1964,616,0
18437,3518,1489,591,1
8554,1933,1239,601,1
12384,2604,1634,648,1
13744,2223,1678,625,1
18390,3775,1945,596,1
16111,3618,1458,476,1
18737,3951,1508,409,1
16874,3994,1602,593,1
14068,3965,1212,494,1
12569,2741,1880,541,1
17872,3935,1927,539,1
19431,2112,1839,506,1
17098,3366,1489,411,1
9642,1896,1620,494,0
16717,3841,1422,426,0
19209,2693,1807,656,1
11191,3877,1724,525,0
11170,3933,1639,569,1
17650,3324,1618,598,0
15042,3415,1692,402,1
14822,3681,1294,652,0
11694,3885,1514,569,0
11287,1860,1267,599,1
12771,2609,1528,562,1
16751,3042,1325,490,0
14801,3148,1939,487,0
11852,3522,1779,476,0
15462,3672,1553,505,1
18377,3564,1849,617,1
17676,2263,1614,597,0
10248,2233,1913,598,1
16319,2584,1613,517,0
18550,3823,1228,638,1
14312,3095,1663,653,1
17475,3018,1572,462,1
12128,2873,1557,577,1
15879,2081,1559,415,1
12391,3826,1239,400,1
9804,3032,1317,483,1
8238,3370,1859,454,0
10744,3613,1903,465,1
18948,3224,1242,456,0
16331,2217,1249,438,0
17267,3697,1898,658,1
12119,3673,1958,509,1
9471,1818,1564,452,1
13267,2004,1653,460,1
12192,2557,1555,489,0
10506,2223,1581,697,1
13549,2878,1481,486,0
17163,1914,1517,657,1
14178,2693,1428,529,0
15461,3266,1665,681,0
15143,3464,1315,463,0
15997,2448,1330,672,0
17237,3167,1383,509,0
13291,3340,1732,555,0
10962,2482,1725,497,1
10425,2949,1842,562,1
12618,2937,1246,423,1
16331,2808,1384,626,1
18787,1836,1263,492,1
13378,2390,1916,515,1
16242,2811,1752,535,0
17473,3272,1336,632,0
14611,2341,1637,628,1
8345,2151,1241,700,1
19062,2637,1618,430,1
9518,3362,1632,665,1
18204,3710,1719,591,0
16270,3665,1987,628,1
17058,2744,1995,456,1
16707,2123,1489,615,1
18787,3222,1278,622,0
19228,3656,1214,592,1
9711,3007,1971,693,1
19002,3580,1576,597,0
12293,2997,1935,456,0
14984,2560,1758,574,0
18864,3930,1626,467,0
19875,2718,1655,627,1
10909,3317,1761,649,0
15752,3489,1449,584,1
10914,2267,1388,502,0
8113,2218,1848,685,0
17878,2490,1502,450,1
11689,2765,1303,631,0
12980,2266,1765,459,1
15956,3316,1337,611,1
19425,3681,1392,605,0
18243,3277,1826,547,0
13552,2696,1913,545,1
19738,2773,1800,438,1
19868,2075,1549,623,0
8788,2399,1719,653,0
13393,3742,1525,693,0
17312,3665,1389,586,1
18754,2222,1633,677,1
14158,3689,1314,524,0
8382,3337,1790,625,0
17970,3899,1687,506,1
12543,2518,1222,697,0
12788,2292,1244,514,1
8094,2206,1769,519,1
17925,2434,1714,699,0
19613,3444,1509,521,0
18297,3994,1307,417,1
8716,2714,1367,446,0
15388,2527,1336,568,1
9073,3965,1289,619,1
16058,3580,1271,619,1
11508,3437,1508,600,1
14445,3149,1346,501,0
13843,2242,1648,587,0
12603,2943,1473,645,1
9719,2404,1358,451,0
15659,2405,1445,420,0
16632,3628,1698,416,0
16141,3478,1267,471,1
13511,2044,1762,460,1
11979,3049,1823,522,0
11501,3425,1815,407,1
19668,3795,1235,658,1
16943,1915,1815,476,1
12071,2979,1522,440,0
14591,2128,1744,679,1
19203,1876,1413,618,1
14490,3501,1703,484,1
15337,3296,1441,533,1
12495,2458,1648,683,0
12790,3867,1786,418,1
11868,3386,1416,612,0
18457,3410,1872,486,0
13707,1872,1645,454,1
8368,1864,1662,557,0
19111,2437,1244,486,0
19661,3215,1351,567,0
9740,3052,1655,689,0
17615,3521,1415,559,0
9210,2921,1972,671,0
15966,3171,1401,458,1
19932,2980,1605,698,1
19830,3070,1572,693,1
9408,3056,1223,619,1
9630,3019,1710,602,0
17833,2014,1447,653,1
12647,1917,1871,605,1
8966,2589,1558,626,0
19584,3056,1344,528,0
11035,2583,1518,670,1
19542,2333,1901,459,0
17406,2824,1879,570,1
16192,2115,1625,547,1
10080,3030,1355,424,0
11865,3799,1405,575,0
16119,2036,1653,466,0
11666,2337,1239,553,1
12144,3165,1912,553,1
17451,3893,1634,581,1
19028,3381,1758,571,1
15400,2634,1487,447,0
18710,3488,1445,609,0
10852,2035,1595,627,0
19184,2110,1852,454,0
8596,3110,1999,590,1
8854,2713,1390,415,1
11752,3202,1343,560,1
11415,3745,1450,454,1
10323,2263,1785,531,0
9308,3861,1942,585,1
19087,3381,1479,414,0
12944,2532,1465,627,0
17783,2481,1681,475,1
14414,3788,1797,551,0
13924,1872,1402,467,0
17102,2241,1481,520,1
16540,2392,1450,587,0
8923,2872,1751,522,1
8242,3264,1570,429,1
10437,2742,1880,402,0
8397,3617,1943,608,1
13079,2288,1859,610,0
15684,3925,1365,590,1
17803,2338,1860,578,1
15848,2972,1639,433,0
13326,3717,1571,487,1
9399,1919,1204,663,1
9667,2671,1397,415,1
18429,2384,1995,400,0
11150,2052,1537,497,0
16089,3127,1827,554,1
15553,2750,1834,455,1
17292,2927,1908,474,0
14779,1972,1740,658,0
9910,2351,1990,610,1
8857,3863,1472,432,1
16956,3970,1799,491,0
13265,2803,1849,416,1
9539,2303,1808,627,1
9361,3984,1511,639,1
11058,2904,1257,534,0
16423,1827,1218,513,1
18603,3770,1563,400,1
8688,1954,1344,406,0
8589,2750,1295,416,0
13941,2454,1443,676,1
18064,1865,1608,657,1
10113,3074,1934,623,1
13979,2026,1917,443,1
8681,3681,1549,506,0
8347,2362,1748,409,1
19728,2475,1928,642,1
19172,3587,1920,571,0
8043,2872,1529,696,0
8373,3450,1431,677,1
8888,2965,1516,617,1
18154,1984,1315,445,1
17428,2177,1854,684,1
8488,1944,1572,479,0
8154,2062,1876,602,0
10592,2540,1927,477,0
15234,2939,1478,428,1
17467,3741,1558,517,0
17212,3494,1873,660,0
12719,3163,1712,491,1
16042,2987,1987,678,1
17553,3863,1459,473,0
14684,2381,1306,559,1
14220,2605,1985,662,0
11999,2487,1890,657,0
19899,2695,1675,482,1
12333,1908,1235,596,1
10432,2299,1607,641,1
16277,2501,1741,517,0
17294,2760,1937,427,1
18311,2669,1936,672,0
14240,1943,1879,439,0
17883,1927,1498,559,1
8923,2011,1739,511,0
10934,3758,1943,665,1
18577,2879,1493,513,1
10830,3946,1794,445,0
9213,3160,1990,669,0
8010,3940,1429,627,1
9670,2036,1383,403,0
18854,1890,1256,602,0
10746,3393,1864,488,1
8601,1831,1945,404,1
12420,2211,1325,555,0
9140,3165,1815,515,0
16825,2715,1554,494,1
12135,2104,1734,564,0
12157,2463,1335,696,1
9995,1877,1601,604,1
13263,2405,1991,436,0
9448,2837,1804,662,0
19063,3482,1475,662,0
12063,2079,1473,428,1
11923,2709,1308,648,1
18298,3411,1509,474,1
10426,3734,1636,588,0
16946,3725,1532,646,1
9493,3143,1492,668,0
15117,2957,1898,647,1
17200,2309,1704,494,1
15216,2874,1961,464,1
13447,2536,1471,473,1
10260,2484,1955,551,1
10949,2804,1768,693,1
9625,3552,1549,663,1
19288,2421,1546,611,0
10937,3146,1798,551,0
10541,3155,1233,574,1
10710,2128,1861,432,1
11350,2023,1680,617,0
15215,1844,1484,459,1
14693,3166,1919,692,1
10446,2572,1857,517,1
15178,2451,1993,554,0
9599,2795,1223,630,0
18006,2484,1713,449,0
14510,2071,1600,616,0
17496,3610,1948,627,1
10089,2223,1764,439,0
8230,3719,1956,443,1
16285,3671,1581,587,0
9546,3641,1485,614,0
11307,2815,1780,542,1
8932,3804,1863,569,1
17951,1879,1846,496,0
14291,2176,1966,635,1
15180,3329,1854,525,0
11883,2101,1715,506,1
13543,2711,1392,679,1
15015,2917,1634,417,0
8592,2818,1393,502,1
11587,2931,1492,422,1
17078,2224,1931,487,0
8236,3371,1717,542,1
14180,3794,1600,595,1
14113,2670,1913,520,0
15828,2578,1935,525,0
16343,2241,1533,576,1
19076,2203,1679,614,1
13203,3865,1756,686,1
18812,3965,1231,542,0
11644,3277,1964,569,0
8981,2642,1482,501,1
10891,2897,1409,429,0
14410,2797,1263,625,1
17853,2742,1702,591,1
14400,2352,1506,410,0
8294,2063,1506,460,0
10318,2628,1327,639,1
9387,3340,1999,696,1
14416,2812,1367,470,1
17139,3033,1918,600,0
17961,3122,1202,410,0
12624,1878,1675,522,1
17520,1855,1479,662,1
9889,2116,1740,486,0
13312,2758,1809,491,1
8235,3757,1392,593,0
16700,1982,1991,433,1
13937,2549,1299,529,1
18907,3271,1486,608,0
9416,2452,1923,609,0
18690,3693,1510,451,1
8063,2740,1754,573,0
11301,2546,1626,431,0
8032,2172,1303,543,0
13611,2237,1527,451,1
8141,3635,1353,503,0
8665,2341,1719,636,1
8394,3675,1920,432,1
8126,3908,1930,699,0
9663,3751,1639,458,1
13100,3174,1813,621,0
19785,3920,1572,582,1
15160,3098,1790,555,0
9565,3511,1728,516,0
