wage,rent,food,transport,AFFORD
10213,1291,1179,313,1
4776,1547,1311,582,1
8572,1165,641,477,1
10650,1662,1246,369,0
6578,1446,1085,501,0
5857,1508,965,499,1
3501,1344,813,361,1
10308,992,1390,305,1
9712,1939,876,345,0
8730,1899,995,451,0
11125,1622,600,446,1
6289,805,1049,374,1
8336,1788,1460,554,1
11838,1783,844,457,1
10221,971,1344,550,1
14788,868,1167,388,0
10678,1308,1128,356,1
8231,1265,991,384,1
3888,1377,937,323,1
12022,1136,968,428,1
9897,1985,731,318,0
5321,1289,669,499,1
11653,1298,1171,314,0
10016,1566,820,591,1
9281,1189,1001,362,0
10548,1456,821,415,0
3510,1384,1393,413,1
8351,1851,794,523,1
6631,1140,813,459,0
5092,1326,1196,537,1
11541,1564,856,379,0
8412,1014,1042,307,0
8523,1134,625,555,1
12438,1234,1101,485,0
10184,1003,1182,318,1
3893,1548,853,386,0
7277,1937,1256,483,1
5601,1491,787,345,1
4637,1956,785,515,1
11243,1750,1198,566,1
5151,1963,930,410,1
9244,1013,899,492,0
5233,1046,742,338,0
4153,1575,1266,513,0
7511,1277,915,326,1
13650,1456,1139,429,1
8311,1892,1293,489,1
3411,1909,1440,509,0
4925,1258,1247,544,1
13504,1109,1409,402,1
5867,1674,1097,450,0
12749,1883,1445,570,1
3270,805,933,557,0
10081,1647,1443,557,1
4792,1552,1156,559,0
13212,1191,955,489,1
7528,901,1160,537,0
8509,1378,879,462,0
11596,905,684,330,1
12202,1298,765,466,1
4275,1237,653,556,1
13390,1296,1124,390,1
7745,1211,953,506,1
4057,1329,1281,377,0
11773,1221,864,415,1
14760,911,1089,488,0
4868,1853,697,316,0
13451,1305,1074,342,0
5867,1461,1450,386,0
11159,1305,1375,542,0
9415,1807,1378,340,1
12924,954,811,311,0
10368,1909,604,351,1
13644,866,1100,382,0
8616,1522,900,569,1
8746,1961,1238,441,1
9865,1952,1146,570,0
3559,1438,1285,462,0
11069,1596,1015,306,1
6960,895,1257,302,0
4123,826,612,443,0
7325,1826,1151,533,0
7993,1415,1295,519,1
13752,887,1105,574,1
12728,1838,850,578,1
3653,1751,648,566,0
11110,1606,850,583,1
4369,1839,1217,518,0
4525,1583,861,531,0
5940,1167,1266,444,1
14729,974,1097,448,1
4968,1700,1072,491,1
13431,1013,1051,546,1
12000,886,1183,323,0
12284,1284,1360,595,1
8922,1991,604,544,0
3383,1489,1300,579,0
8853,1619,698,434,1
10401,1747,741,308,0
12469,1224,710,551,0
14442,1744,962,418,0
5452,832,1404,554,1
6826,1107,1216,350,0
11811,925,946,502,1
13122,1065,1032,349,0
9541,1752,1089,542,0
13552,961,1359,341,0
7973,1597,1426,502,1
4873,1549,1159,586,0
9336,1177,724,516,1
10747,1665,1433,516,0
6712,1333,751,327,1
8004,897,1423,337,1
11605,1182,1145,541,0
10985,1049,618,322,1
8828,1881,1288,336,1
5738,1814,839,487,1
11003,1759,1468,464,1
7507,1975,1211,449,0
5636,940,1481,437,1
10717,1164,1172,567,0
7200,1108,1187,360,1
11638,1067,1235,409,0
11159,1489,1322,579,1
6261,1961,977,381,0
12723,1711,887,567,1
3061,1165,1447,419,0
8950,1856,1450,373,1
3556,1557,1219,487,1
13053,1085,1402,466,1
14181,1539,1141,383,1
5237,1022,617,544,1
8858,1681,687,498,1
9935,1173,760,577,0
4477,867,1109,560,1
7739,1419,1239,560,1
5083,1540,692,484,0
13955,1773,880,358,0
9355,818,1386,559,0
10765,1110,1465,550,1
7207,1360,680,302,0
9150,876,790,517,1
3105,1249,771,553,1
5015,1387,841,503,0
13564,1393,1465,484,1
5042,1954,775,594,1
4920,1879,1141,434,0
9670,1171,1359,356,0
12045,1703,1278,301,0
3862,1786,1368,530,1
9054,1256,700,328,1
6827,944,658,379,0
9138,1674,612,451,1
14287,1128,698,383,0
11352,1718,661,308,0
8402,1301,1224,491,1
11720,1932,1479,434,0
10583,1390,1174,502,1
6380,1790,962,426,1
14401,1423,802,427,1
9417,1761,1308,528,1
3641,1638,633,491,0
8047,1485,1294,422,0
7008,1211,1107,464,0
9510,821,778,462,1
4004,1338,1495,334,0
7591,1420,782,592,1
12408,1735,1351,345,0
6054,969,1399,531,0
5662,1297,1248,418,1
10694,1367,673,313,0
11184,1489,1179,322,1
7691,1954,1188,500,0
9408,1462,1106,347,0
7943,1849,1426,501,0
14021,1092,970,361,1
14430,999,841,362,0
6008,1519,1318,438,1
12122,890,1491,409,1
5122,1954,1464,476,1
11916,1496,1376,539,1
4020,1074,1077,405,1
13229,1465,1313,422,1
13758,1334,1170,459,0
4609,1603,1397,590,1
12995,1779,931,401,1
10307,939,692,374,1
10950,1762,610,326,1
5780,1316,1257,544,1
12961,1202,989,337,0
8908,1072,759,467,1
12783,1126,989,444,0
3217,1744,1249,553,0
10953,1172,700,346,0
12221,1414,1474,347,0
7426,1410,1140,520,0
3877,911,1321,473,1
3824,1378,774,445,1
13271,1799,955,508,1
9366,1112,909,313,1
14380,1746,1174,348,1
10779,1908,1198,434,1
4381,1668,1333,505,1
4363,1759,834,448,0
10624,1750,745,554,0
7630,1931,1440,517,0
8569,1066,1409,392,0
14149,1127,900,428,0
7739,1026,612,399,1
4011,1649,901,492,0
10991,804,608,583,0
9638,873,719,582,1
3953,1254,1270,375,0
8740,1554,958,360,0
9737,1336,1400,383,1
11787,1353,1397,501,1
12345,1690,1362,359,0
7648,1667,891,452,1
4786,1476,1034,537,1
14714,1267,808,306,0
3818,1319,758,375,0
5712,1757,1474,350,1
12830,1977,1133,480,0
8040,1534,675,571,1
3484,952,1212,461,0
5006,871,1164,506,0
14849,1306,725,427,0
6784,841,1286,422,0
8082,1708,1016,439,0
4200,1277,608,479,0
4346,1774,799,557,0
12064,1687,1341,443,0
12950,1174,605,587,0
7706,1434,828,311,1
12333,1745,994,314,0
7586,1796,841,482,0
13827,1555,960,475,0
14871,1621,1053,305,0
10068,1198,1405,487,1
14591,1548,1069,496,1
14873,1982,1351,414,1
14686,1285,752,349,0
7021,1714,1025,379,0
6910,1331,1059,483,0
14839,1149,1397,335,0
9117,1764,1173,504,1
3231,1664,1418,561,0
12077,1258,1140,337,1
13249,1205,986,512,0
13605,822,1346,393,1
3693,966,800,573,0
13464,1867,1241,378,1
4877,1367,1421,394,0
4271,917,747,515,0
10775,1555,1122,327,1
9324,1467,1360,472,0
12189,1080,897,386,1
7076,1745,1396,467,1
14556,1518,817,426,1
11611,1623,808,406,1
11334,1887,1171,593,0
7494,828,1309,461,0
8689,1629,1287,409,0
9703,1051,660,427,0
6724,1303,1482,413,0
7326,1986,1222,359,0
13312,1261,1148,406,0
6820,1649,758,351,0
14775,1829,1216,331,0
4897,1744,888,546,0
8721,1599,1162,524,0
3752,1651,931,370,1
4534,1590,1262,434,0
12120,1884,933,320,1
5326,1604,1069,330,0
12844,1488,1267,464,1
13149,1884,1105,423,0
9124,1698,879,399,0
4189,1387,986,470,1
11659,817,991,521,0
14538,1936,1430,402,1
9381,1697,1427,535,1
14738,1177,1267,424,1
10467,1070,903,319,0
9318,1108,634,519,1
5326,1749,695,600,1
4718,1247,974,580,1
5029,1754,1322,380,1
13223,1133,1146,370,1
4245,1141,606,576,1
10112,1105,844,592,1
5526,1219,1013,400,0
9390,978,1302,308,1
14959,1348,835,384,0
11789,1341,756,452,0
5651,1811,657,541,1
11235,1964,617,322,0
6417,1023,1208,562,0
9703,1772,1451,335,0
3435,1172,1484,521,1
10920,1548,614,384,0
8130,946,679,498,0
3123,1757,1229,556,1
9027,906,732,439,0
14566,1283,980,313,1
10789,1087,1310,310,1
10831,1164,965,333,1
4041,1236,1034,417,1
7793,980,810,568,1
5833,1406,1317,497,1
12462,1449,624,496,0
12731,1986,855,455,0
14374,1362,786,332,1
4556,1234,911,472,1
8234,1823,1093,417,0
4482,813,1154,489,0
13022,1242,1243,348,1
3698,1385,894,418,1
5731,1124,1054,363,1
11892,1960,712,335,1
6299,1305,1267,544,0
8734,1412,1125,390,0
5736,1755,1330,348,1
4316,1521,661,424,1
4712,885,704,594,0
11039,1926,891,307,1
6308,1903,1451,585,0
5388,1658,709,335,1
12049,1611,749,385,0
13705,1362,1483,486,1
3204,947,1112,459,0
14056,1768,855,486,1
13718,963,603,558,0
11607,1063,1135,577,0
3831,1274,640,518,1
12426,1235,1130,554,0
8314,1938,1170,444,1
9016,1946,1334,569,0
7168,1802,1035,330,0
14446,1862,603,349,0
11677,1434,601,337,1
10459,1521,1112,312,0
7377,1376,639,458,0
3667,1795,739,397,1
7454,1859,1090,394,1
13451,1151,1109,362,0
3980,1969,1286,506,1
7381,917,1417,393,1
8269,1390,976,483,1
3876,1301,793,457,0
8817,942,1247,531,1
3556,1485,756,343,1
8770,1265,1137,466,0
6061,900,621,410,0
13556,1662,878,428,0
7466,1485,808,504,1
10484,1695,851,434,1
3540,1149,1353,366,0
12603,1915,1195,563,0
13268,1359,1213,328,1
13186,959,1077,480,1
7621,1386,650,301,1
9909,1887,1413,411,1
13268,1506,898,551,1
8925,1295,1188,459,1
7469,802,880,541,0
13758,1035,1496,540,1
10525,1675,793,381,1
8879,883,1166,434,1
11589,1763,1129,421,0
4985,1435,1275,483,0
11492,1114,1495,324,0
5806,1894,843,525,1
6535,1159,960,432,0
6085,1612,626,478,0
4412,1307,972,372,0
7204,1562,670,417,1
12537,1690,918,572,0
9704,931,1371,557,1
8588,1603,713,381,1
13371,1689,725,475,1
7416,1348,1396,570,0
9894,834,762,465,1
3533,1744,1305,332,1
10961,1317,1100,494,0
10981,917,1349,536,0
4974,1953,1435,303,1
3829,1914,894,575,0
5079,1642,1176,485,0
14615,1678,1472,302,0
10519,1659,1100,417,1
10423,1568,1485,373,1
9557,1012,681,359,0
9220,862,1350,347,1
14686,1279,775,306,1
5368,1698,1239,499,1
13105,1509,853,359,1
11900,1873,1155,350,0
10390,1520,880,520,1
13426,1273,1174,489,0
6954,964,663,393,0
7484,1938,633,598,1
7419,943,1130,586,1
3295,914,1203,485,1
14368,1574,1293,524,0
13242,871,1270,529,0
12447,875,1212,384,1
11525,1099,1263,433,0
9151,1891,697,446,0
13607,1010,854,560,1
12440,1929,764,358,1
9161,1139,664,365,1
10503,1282,694,510,0
4480,1127,808,368,0
12911,1601,1466,468,1
5563,1132,1428,446,1
10636,1932,1260,539,0
13084,1637,653,513,0
12689,1069,1483,533,0
11594,1808,1401,549,0
10084,1358,800,321,0
14265,1566,886,441,0
8735,1761,918,531,1
7658,1680,1414,536,1
14028,1141,1314,577,0
9106,1514,1499,376,1
9470,1494,1129,510,0
4191,1999,750,377,1
9790,880,1438,578,0
8683,1203,1412,506,1
8064,1929,1116,519,1
3076,1219,631,569,0
12240,1473,734,456,1
7892,1700,623,504,0
12438,1835,1280,303,0
11959,1262,932,597,1
8903,1532,1370,323,0
9219,1920,1204,451,0
13436,1379,1236,358,1
11775,981,1091,595,0
10379,1703,718,338,0
12382,1300,748,345,0
12765,1573,1398,425,1
11323,1642,825,539,1
3004,1305,1186,302,1
12196,1793,1429,574,1
11201,822,927,491,1
7149,993,1325,316,0
9702,1632,642,494,1
3992,1936,632,518,1
10875,2000,925,397,1
11847,1874,1100,538,1
5992,1554,675,469,0
4128,1643,1051,529,0
10107,1292,726,342,0
9108,1473,1313,339,1
14267,1177,1153,345,1
11937,1147,952,564,1
14194,1775,727,462,1
13028,1700,825,335,1
8558,1870,1266,589,1
11839,962,1050,546,0
7413,935,1484,395,0
14709,1182,1174,338,1
7156,1710,608,509,0
6526,1732,756,415,0
11283,1128,1447,409,0
14450,1952,862,391,1
12272,1128,1237,411,1
11746,1890,835,384,0
6925,1818,1205,447,0
11479,1576,727,543,0
10518,1259,1450,565,1
5720,1296,1332,349,0
5949,1670,1289,444,1
8372,1846,1001,340,0
13057,1418,1203,347,0
6378,1805,1051,354,0
8105,1043,1500,387,1
12244,937,1055,394,1
5964,1988,1140,521,1
12149,1382,1338,322,1
3066,1255,971,487,0
6779,1674,1164,365,1
4859,1912,1339,335,0
5157,1444,896,360,1
10413,1519,1284,422,0
13245,1796,1152,432,1
14022,1584,844,421,0
9009,1814,816,524,1
3178,1743,1135,532,0
5072,1929,726,480,0
3028,920,1165,465,0
11319,1387,660,581,1
6314,967,864,389,1
12654,1082,1375,463,1
10790,1046,826,474,1
14976,1311,815,392,1
12561,897,632,536,1
7401,1401,911,430,0
9484,1713,1155,408,1
10335,1373,1096,538,1
6758,931,855,530,1
10873,1177,714,489,0
4114,1567,1393,361,1
4536,1571,1453,430,1
6024,1349,674,346,0
9672,957,670,420,1
13451,1615,809,540,1
6979,1026,1089,311,0
7019,898,988,361,1
8990,980,771,437,1
3997,1924,840,529,0
10479,1035,1180,311,1
7329,1645,1365,455,0
12536,1200,1425,532,0
14046,1472,1083,476,0
13224,861,1477,434,0
14864,1069,1253,472,1
4311,1404,1330,406,0
10618,1283,667,537,1
12381,1308,997,343,0
6409,1423,1392,420,1
14907,1458,1412,364,0
7546,1503,999,309,0
5288,812,642,401,1
7892,1058,775,350,0
13089,1685,1046,404,1
10021,1123,1019,485,0
6134,890,1471,326,1
8255,1015,609,474,1
14839,1161,644,515,0
5531,1225,1107,457,0
12917,1946,1382,327,0
10796,1089,1157,380,1
3684,1774,990,428,0
13290,878,669,339,1
9719,1616,942,529,0
7396,1815,847,546,1
7072,966,1098,339,0
13634,1938,1219,554,0
11887,849,620,540,0
8220,1530,1452,568,1
6931,1808,1126,416,0
10927,1660,1133,319,0
6557,1847,942,535,1
4249,1640,850,360,1
13999,1971,818,586,0
6836,1186,1132,491,1
14370,1412,676,406,0
12192,1217,784,406,1
9498,1816,661,375,1
11848,1212,887,588,1
6148,1599,816,464,0
14156,1206,1404,500,1
7852,1116,937,399,1
9404,960,1496,496,0
11270,990,1073,524,1
8600,1628,1263,446,1
11214,1651,1473,418,0
5025,1116,1416,541,1
9654,1771,795,495,0
6053,1500,1321,314,1
9262,1831,1381,573,0
8556,985,645,372,0
9378,1073,1380,577,1
11106,1059,1438,506,1
3037,1947,1439,356,0
4814,1573,1212,410,1
5817,1572,1235,524,1
9185,1652,620,583,0
8398,1907,998,557,0
12056,1250,1416,473,1
13276,1432,963,383,1
14807,1619,965,336,0
3708,1320,1045,383,1
3155,1691,840,399,1
12859,1017,1313,533,0
13307,842,1401,460,1
13246,1469,1233,505,1
4017,1316,734,408,0
6304,1566,1003,366,1
5798,1587,660,344,1
3099,1865,1150,497,1
3995,1752,727,329,0
8047,933,1404,505,1
11326,1886,1095,343,0
8591,1942,1433,506,0
4835,1510,661,354,1
13876,1941,817,331,1
7068,1163,1111,466,0
10057,1310,1042,575,0
13583,1691,883,398,1
6695,956,1231,357,0
12498,1047,789,563,1
8573,862,988,569,0
6863,1908,1029,586,0
14556,967,1320,315,1
5164,1048,710,534,0
8999,1828,965,351,1
13019,1036,1061,446,1
10309,1886,1203,472,1
12303,1700,1288,356,1
10999,1996,716,461,0
5312,1426,624,527,1
11362,1554,1454,347,0
7405,1457,1190,500,1
4813,1904,1145,456,0
6144,1970,671,528,0
9215,1994,1270,561,0
5696,964,1249,449,0
9446,1982,1383,332,1
6368,1683,1314,596,1
8938,1341,688,485,0
6163,1133,1391,527,1
5009,1011,911,566,0
6797,1637,756,529,1
13864,1243,1008,529,0
5086,1135,1166,379,0
3786,1295,925,337,1
5672,1953,707,536,0
5714,1547,1225,536,0
9037,1764,1356,477,0
10195,1014,787,390,0
14353,1275,1067,450,1
4908,977,1158,338,1
6555,1160,864,324,1
7055,1514,1193,564,1
8386,1807,873,561,1
10444,1130,1202,436,0
7417,1499,830,308,0
9307,1669,709,453,0
13791,1409,880,332,0
12243,1871,1085,586,0
7385,1155,1034,593,0
11588,1717,887,418,0
8389,1758,870,444,1
6974,1578,657,375,1
8270,1747,730,600,0
8840,1533,865,432,0
6886,1304,1320,529,0
7435,1151,973,442,0
10378,1360,1380,521,1
3985,1762,1352,342,1
9198,1448,691,549,1
3437,905,1478,359,1
9504,1937,1300,382,1
14457,1173,831,352,1
5059,1750,1430,344,0
12899,1261,1386,364,0
8898,1144,1309,597,0
12933,1977,1449,446,1
10385,1652,1368,578,1
12491,1187,838,436,0
14377,1427,645,518,0
8455,1457,1063,365,0
3334,1444,1289,315,1
13406,888,952,576,0
3365,1298,1421,448,1
3739,1910,1279,548,0
5033,1032,899,536,0
13860,1297,1487,565,0
11616,825,1087,447,0
9611,1608,703,481,0
10892,1582,960,438,1
12893,1374,1434,537,0
11495,1738,1196,521,1
11205,1516,707,390,1
4600,1885,1248,382,1
13013,995,703,445,1
10036,1427,651,306,1
3827,892,1307,585,1
12040,924,893,351,0
14611,1015,977,579,0
10113,1235,627,362,1
3240,1104,1077,596,0
9555,1228,688,557,0
12952,1007,697,515,1
3585,1859,1326,361,1
6050,838,1002,345,1
9246,1922,934,361,0
8547,1290,996,454,1
3157,1970,1079,527,0
3371,1509,672,566,1
3003,1805,834,438,0
13360,1420,836,466,1
6763,1034,1463,479,0
13281,1740,880,502,1
13177,1821,1384,463,1
4721,1464,802,471,0
11921,1133,1474,455,1
6125,878,903,387,0
5308,1024,870,495,0
9579,1733,1243,574,1
7494,1620,1466,384,0
11177,1084,1120,458,0
9382,1013,720,581,0
7578,1641,1100,559,0
7284,1081,821,462,0
9386,871,787,555,0
5441,1819,867,444,0
12450,1197,1085,424,1
10701,1412,696,527,1
3104,1026,862,400,0
3025,942,1333,350,1
3997,1017,937,579,1
4893,1510,917,597,1
10406,1292,725,376,0
10730,1333,782,569,0
12648,1291,1262,448,0
3430,1455,1067,342,0
9195,952,748,398,1
10703,825,939,385,1
6783,1965,607,409,0
7975,1144,1337,495,1
7255,1620,668,301,0
14338,1638,1090,355,1
7505,1077,618,304,0
6326,1230,1333,332,1
4299,993,718,533,0
14270,842,833,547,1
14142,1311,1298,400,0
9274,983,609,519,1
7668,1508,606,376,0
11134,1749,880,365,0
5119,1851,749,384,0
6631,1775,1181,588,0
7764,1141,1133,343,1
5819,1874,701,578,0
12341,1390,841,306,0
11599,1770,1356,412,0
11568,1271,1238,598,0
4293,850,1183,503,0
14036,1776,1117,547,1
11133,1475,1083,500,0
12274,1695,1226,548,1
10335,1123,1147,401,1
5549,874,790,479,1
12572,1131,1291,544,1
3651,1832,623,351,1
4198,1715,1381,482,0
5102,947,1135,334,1
4957,984,845,342,0
8667,1898,1448,442,1
5592,1922,625,547,1
10896,1172,1117,319,1
4767,1394,1123,349,0
6882,1297,843,530,0
9439,1345,1153,491,1
12047,1113,701,305,1
5771,1406,1032,471,0
10225,1010,963,501,0
14761,1334,788,574,1
4413,1595,761,592,1
12070,1334,1488,312,0
14312,1762,727,457,0
9059,1504,1068,458,0
8158,1948,1175,504,0
11071,1620,1120,484,1
8967,1255,1417,326,0
7485,1823,986,441,0
5207,1360,660,514,0
6099,926,1283,462,1
7289,1424,685,589,0
8721,1843,1245,382,0
11999,989,676,494,0
13211,1984,1253,575,0
11746,1460,1177,588,0
5673,1159,1128,360,0
12074,1053,797,585,0
3301,1675,1369,386,1
14133,1476,1149,594,1
11227,1916,607,323,1
5508,876,1026,566,1
5523,1900,1352,306,1
8580,1665,1293,565,1
4983,843,630,369,0
13728,1690,618,566,1
14639,1470,1313,461,0
9253,1062,1310,478,1
6575,1238,922,414,1
6456,1816,826,390,1
11078,1762,1337,381,0
3919,1833,1010,575,0
10026,1438,1290,391,0
4550,1774,772,516,0
4342,931,1091,555,1
11789,1222,1465,534,1
9513,923,1239,365,0
5509,953,719,439,1
14437,1715,1352,337,0
11324,1871,1247,575,1
14060,1624,1386,572,1
14011,1161,853,476,1
12341,1719,1326,528,1
8152,1569,996,316,1
7166,1519,1251,580,1
4713,1492,1051,442,0
8177,1287,950,429,0
8625,1294,1391,591,1
5138,1473,642,389,0
6024,1548,743,338,0
12793,1271,811,389,0
12019,1091,1059,474,0
11953,1898,749,301,0
5228,1360,745,470,0
7000,1995,1442,424,1
4830,1427,623,371,0
13722,1147,1460,480,1
14232,1033,609,449,1
8551,1529,1228,316,1
14646,835,1152,570,1
11869,1665,1388,530,0
8475,945,1221,404,1
3033,1166,1065,349,1
13609,1461,1492,470,1
9461,994,623,375,0
5659,1110,844,390,0
13765,1152,1284,526,1
14879,1541,1314,307,0
8580,1543,698,514,0
9835,1889,784,410,1
5312,1207,1298,482,1
14350,1626,1174,386,0
8607,1999,1364,449,1
8579,1676,1002,314,0
14165,1563,766,494,0
9405,1875,747,345,1
9737,1684,652,482,1
14495,1624,1243,305,1
7095,1644,609,474,0
7505,1465,1487,502,1
6018,1620,1352,384,0
6371,991,1001,512,1
11748,1577,742,416,1
4595,1570,1073,364,1
9799,888,1472,426,0
8335,902,883,585,1
9943,855,1187,526,1
4979,985,983,597,0
5195,1873,1268,564,0
5312,1733,1147,390,1
7712,802,678,322,0
7169,1885,1154,560,1
12160,1963,1466,484,0
12809,1762,954,475,0
7212,805,1391,403,0
14270,1495,1005,328,1
10172,1668,1186,352,1
4907,1205,1395,304,0
6203,1108,984,415,1
13657,1270,833,310,1
3905,1041,1401,561,0
7116,1704,925,507,0
4099,1898,871,480,0
10437,1551,958,324,1
11539,1185,603,437,1
11452,811,1021,350,0
12546,1923,892,378,1
9744,1809,1408,361,1
12924,1395,1269,441,0
4952,1806,1221,503,0
12166,1770,738,597,0
14626,1964,868,317,0
6159,971,710,416,0
14838,1180,1209,342,0
8535,953,1445,495,0
9581,1788,932,503,1
8677,1423,1222,325,1
10534,1151,618,361,1
10515,1906,889,490,0
4471,1233,895,490,1
7594,823,723,456,0
5750,1618,1257,470,1
13435,1359,923,569,1
12868,1048,1383,415,0
9908,1248,847,417,0
13261,1390,646,370,0
10261,1835,1170,340,1
3720,1330,688,422,0
14833,1196,1422,381,1
14326,920,1464,323,1
4559,1579,1300,304,1
12059,1601,1315,425,1
3726,1811,637,501,1
13688,1532,722,441,0
13367,1827,1045,404,0
10769,1563,919,545,0
9879,1854,1408,305,1
10883,868,1432,301,1
3062,1167,706,354,1
6852,1479,1156,411,1
13521,1839,879,325,0
14554,1825,1439,442,0
8262,1936,768,341,0
3882,1401,769,600,1
14273,1419,1054,495,1
9077,983,636,588,0
10961,886,1178,405,0
4543,1254,977,396,0
3601,931,972,493,0
11051,1054,1309,467,0
3480,1964,1316,331,0
7716,1840,1023,544,1
11198,1024,917,510,1
12978,964,723,445,0
4225,1918,1347,502,1
12928,1083,812,462,0
7845,1334,941,580,0
9542,835,1303,586,0
7682,1120,1219,372,0
11058,1176,1266,541,0
7140,1916,1132,355,0
7569,1431,1472,471,1
4568,1880,1153,504,1
5130,1342,1051,404,0
11864,1936,854,332,1
6543,1519,679,580,0
8440,1317,1295,513,0
9636,891,1102,456,0
8191,989,1428,393,0
12254,827,687,442,0
5400,1373,993,578,0
10632,1995,1168,571,0
3324,865,1363,589,1
14683,1021,1070,395,0
9942,1595,900,326,1
3407,1635,729,485,0
14781,879,1212,318,1
13570,1467,952,355,1
6183,1204,1472,487,1
14794,1710,913,361,0
3058,1024,1059,555,0
3310,947,1020,502,1
6950,1095,1209,393,0
10113,869,906,498,0
8998,1687,1435,477,0
14847,1292,1034,551,1
7260,870,1373,422,0
9149,1998,675,342,0
7015,1989,687,426,1
8195,815,668,456,0
9369,997,1034,424,0
9487,1632,828,300,1
6331,1533,1325,436,0
9498,1852,1496,579,0
7074,1411,1108,361,0
9963,1001,772,382,0
8400,810,1245,524,0
9720,1717,1172,571,1
3587,1948,1197,312,1
13849,1622,1139,449,0
11348,1218,1176,465,1
6259,1657,1302,429,0
5738,1967,1324,398,1
7216,1899,1272,403,0
8078,1663,1044,437,0
10731,935,1293,337,0
4486,1831,677,331,0
4317,890,824,450,1
11145,1870,1492,359,0
5223,1514,858,325,1
8101,1241,734,584,1
10598,1430,1445,555,0
5940,1610,1058,368,0
8883,1415,872,557,1
3257,1648,803,475,1
4437,1714,1272,343,1
9185,1625,1217,313,1
10485,1896,1256,320,1
7508,1811,819,342,0
11499,1614,936,525,1
7142,1846,1175,312,1
3689,1113,1003,311,1
10203,1473,858,410,1
6281,1286,1018,570,0
9588,1579,763,349,1
11076,1317,875,433,0
10754,886,1261,492,0
11504,1467,1238,482,1
8552,1200,1329,330,0
4924,1828,678,570,0
3841,1567,1211,367,0
4003,1186,1073,490,1
9405,1883,968,382,1
12892,1301,1173,318,0
11998,1151,914,348,0
10222,1259,1004,500,1
9618,1980,1287,347,1
14555,1408,1219,365,1
13002,1243,1154,317,1
9130,1010,1385,565,0
3785,1774,828,534,0
12851,1261,962,336,1
9831,1875,696,564,1
14780,1061,1237,579,1
10615,1835,884,481,1
4323,1560,872,305,1
7590,1796,923,565,0
14503,1899,990,325,0
14712,1601,1195,311,0
12463,1832,1306,343,1
11544,1735,983,451,0
6373,1266,1268,474,0
8844,1817,1038,311,1
14659,1023,1303,428,0
9341,1949,1042,462,0
8143,880,978,596,1
13127,1534,1033,538,0
12816,1415,1201,382,0
5497,898,607,490,0
5076,1166,628,425,1
