gender,age,city,institution,userexperience
4,21,6,2,549
1,24,11,5,492
19,21,11,15,9
18,21,15,40,850
15,21,15,29,966
16,20,20,42,937
17,18,5,14,601
12,24,17,54,336
4,23,10,10,781
16,21,7,44,548
4,22,13,54,78
19,22,2,60,286
16,26,12,20,723
11,24,16,33,613
13,21,14,48,934
6,19,10,13,535
15,21,18,21,19
19,19,1,24,604
9,23,3,46,684
2,21,4,45,155
2,19,2,48,799
6,21,9,36,538
10,19,6,24,602
13,26,10,42,909
10,18,19,11,240
1,18,5,17,309
10,23,4,7,931
9,19,8,34,555
3,20,15,3,481
17,21,6,34,662
1,24,2,19,32
7,26,5,54,736
2,25,6,4,626
16,19,7,46,920
20,22,4,9,983
1,19,2,20,514
12,20,4,28,181
20,20,19,3,607
15,19,11,45,976
14,21,16,3,442
1,19,20,30,111
6,22,7,47,385
4,19,6,5,410
5,21,9,21,445
12,22,13,56,472
2,21,14,31,163
3,21,13,6,50
20,21,2,12,5
18,21,11,53,390
15,24,10,9,426
2,21,6,1,433
8,23,12,26,733
16,23,3,39,218
15,22,15,53,549
12,22,14,12,819
3,23,8,13,350
3,20,16,58,197
18,25,4,8,873
8,23,9,46,335
3,18,1,50,454
6,18,14,18,12
3,23,1,8,92
17,23,17,34,925
10,25,14,36,332
8,25,3,7,761
15,21,8,9,833
7,24,16,38,359
11,23,9,21,763
6,26,3,4,231
19,19,11,25,256
19,25,13,37,13
9,20,19,13,652
6,20,13,56,934
12,21,3,34,130
19,19,18,48,239
13,22,2,21,241
11,20,13,19,857
5,24,15,58,735
3,26,20,18,533
1,22,1,49,477
9,23,7,2,863
3,20,1,37,719
9,24,20,34,240
9,26,1,31,523
20,26,13,15,299
4,23,6,4,974
8,20,10,15,706
16,18,7,46,524
12,19,14,47,871
3,24,20,37,385
20,21,20,38,203
12,24,17,2,73
5,24,17,55,836
12,21,1,49,797
16,24,15,29,691
14,19,16,28,558
18,22,7,53,975
6,20,7,40,242
20,26,3,25,129
5,25,18,37,575
2,25,16,19,193
7,23,9,12,805
4,21,9,10,734
20,19,1,56,689
14,23,12,22,708
12,21,12,16,475
13,22,12,30,931
10,21,15,6,971
4,20,3,14,827
18,20,13,24,455
7,21,9,10,232
3,25,15,18,101
20,19,12,36,413
7,19,3,41,443
20,23,7,33,303
19,20,9,7,297
16,22,16,53,666
18,26,20,2,790
2,22,5,16,8
5,24,2,37,358
8,24,13,6,913
9,22,18,1,953
1,22,13,19,349
15,26,15,35,632
8,23,13,43,526
5,23,5,40,176
14,21,7,20,298
8,18,2,49,671
16,18,6,16,159
20,20,3,23,988
6,19,18,49,938
7,25,5,3,891
10,22,7,32,240
4,18,3,29,416
17,22,12,30,114
16,22,20,2,613
3,19,20,45,3
17,22,6,31,671
13,21,1,1,254
8,21,4,44,945
14,26,13,1,279
10,23,11,45,371
13,25,15,14,895
3,18,16,49,977
15,20,17,22,439
13,22,12,12,450
3,24,14,48,260
16,20,18,20,290
12,23,2,49,248
4,20,8,48,846
2,23,6,36,955
14,25,16,27,548
10,25,9,59,67
16,19,5,59,714
7,19,19,60,774
3,22,2,25,797
5,19,7,40,684
18,19,8,46,198
17,23,16,32,596
18,25,16,31,180
13,23,10,34,265
13,21,13,57,460
20,19,1,56,203
10,19,18,39,176
13,18,18,48,981
7,20,8,9,780
19,19,17,21,114
2,26,14,51,314
12,22,7,33,247
15,23,1,34,266
19,20,1,9,653
20,26,4,6,734
13,23,2,26,612
13,21,11,8,573
9,23,12,27,778
10,18,5,9,615
2,18,13,37,133
1,24,3,52,194
19,20,7,14,443
12,25,2,9,378
2,20,16,23,520
13,26,1,56,141
7,20,5,19,627
18,22,17,16,119
20,23,19,23,761
12,23,11,54,529
2,26,8,26,714
4,24,14,18,907
19,18,6,4,260
18,24,11,15,135
4,20,20,41,165
17,22,17,18,779
9,18,6,27,491
4,23,19,23,493
18,23,5,22,574
13,20,1,29,374
11,25,15,35,775
20,20,20,42,655
15,26,18,27,759
15,22,11,24,463
15,18,5,20,928
6,19,8,56,890
2,25,16,30,493
18,25,12,47,485
10,25,4,54,716
18,22,5,36,615
4,23,5,44,99
5,21,8,49,361
19,21,18,10,638
20,19,20,47,98
1,22,11,36,840
15,26,6,40,979
12,25,4,42,405
1,22,19,1,840
3,26,15,20,459
20,22,1,4,44
16,21,14,59,92
3,22,13,24,223
9,23,14,49,461
2,22,9,39,855
1,19,9,4,454
12,21,13,42,506
15,19,14,14,313
4,21,3,28,784
18,18,15,39,952
3,26,8,47,354
1,23,7,36,746
13,20,14,8,612
18,26,18,29,580
20,23,1,45,295
7,18,16,4,879
18,19,3,45,983
15,18,2,10,404
5,20,16,40,206
5,24,16,5,849
19,20,17,29,585
18,21,4,9,521
6,19,5,55,490
7,22,18,59,290
16,18,18,42,430
1,23,5,38,678
1,26,19,16,294
4,20,6,21,336
1,26,12,53,706
7,23,1,4,94
14,22,7,46,75
5,22,14,39,791
17,20,2,26,371
10,26,8,38,124
11,22,12,9,512
17,25,18,55,935
18,20,7,7,302
5,20,10,13,642
9,20,1,52,629
7,21,19,25,244
5,21,10,45,871
1,26,6,7,216
7,23,4,42,443
10,21,4,58,700
6,20,9,46,698
16,22,16,29,267
19,18,3,18,625
14,19,14,32,421
8,26,13,9,651
15,25,14,48,314
2,26,10,43,873
4,18,15,35,482
10,22,4,30,766
4,20,12,26,588
3,20,6,4,236
3,18,1,9,677
17,22,19,1,174
10,18,1,43,727
17,18,16,23,830
6,18,9,26,332
1,19,12,39,540
6,24,14,49,17
18,18,6,41,111
10,19,8,37,22
15,20,14,20,960
9,18,12,4,672
10,22,9,20,218
12,25,4,45,710
4,18,12,52,958
20,21,5,13,762
19,24,14,52,880
12,20,15,26,76
17,19,10,58,519
5,20,19,50,981
2,23,19,43,335
19,24,9,22,252
4,19,19,45,921
19,23,17,31,190
2,25,13,10,193
9,24,3,59,654
18,23,1,53,792
12,23,12,57,937
9,18,12,14,746
6,18,14,4,184
7,23,11,46,888
8,18,18,18,79
15,25,12,52,172
12,24,11,20,579
4,23,5,18,615
20,26,9,33,767
3,18,15,14,139
4,19,5,17,791
15,22,14,51,924
5,19,11,36,853
14,20,9,57,164
3,18,8,52,439
20,20,19,38,968
7,22,11,59,431
7,25,14,55,996
10,19,4,26,366
13,26,18,3,438
12,24,1,54,941
20,20,5,44,750
14,25,6,30,124
12,19,16,16,473
14,24,8,50,129
2,20,4,48,309
13,21,2,52,10
19,22,12,56,304
19,21,16,39,312
20,21,16,24,434
17,25,18,42,115
1,20,17,44,638
20,24,7,52,306
8,25,16,40,329
11,20,14,8,67
13,23,8,19,12
2,25,17,1,745
3,26,11,48,642
1,20,17,53,589
14,18,2,50,928
20,25,11,5,435
15,20,6,21,29
20,21,11,42,79
8,26,2,2,472
5,21,5,38,597
6,19,20,9,543
19,20,8,45,773
19,25,12,50,314
16,20,7,9,692
13,19,8,41,221
11,20,19,11,743
12,24,6,17,79
15,20,13,4,750
4,18,15,45,999
11,22,9,10,427
5,24,13,36,762
15,23,6,14,659
5,21,5,26,41
16,22,14,46,243
4,24,18,26,540
10,25,17,55,10
14,18,1,19,67
11,21,9,49,653
3,23,6,39,234
11,26,4,41,559
15,19,18,38,525
10,19,16,2,902
19,25,14,49,297
17,26,18,15,716
18,19,7,3,763
17,21,4,57,246
10,19,13,20,26
12,23,3,35,47
15,21,19,51,811
8,22,17,29,630
7,25,9,25,297
7,20,17,25,825
6,18,11,28,600
2,25,3,51,374
9,21,17,22,476
17,26,9,41,949
14,20,13,7,519
17,24,13,19,710
7,18,10,10,887
12,23,4,18,50
14,20,5,24,682
3,18,5,14,343
12,26,3,14,665
14,25,5,31,621
7,23,8,38,110
10,22,14,35,643
13,24,15,14,997
3,23,16,43,947
19,19,19,34,657
20,25,10,27,564
18,21,8,48,961
14,19,1,4,496
17,22,18,36,180
18,26,6,30,464
13,19,12,47,710
13,21,8,1,925
20,23,8,5,598
9,23,14,41,999
16,19,13,6,436
13,26,12,58,410
17,23,20,1,232
12,22,15,9,918
20,24,4,12,327
3,21,6,9,587
3,25,20,42,732
17,22,13,14,486
17,23,7,9,736
9,24,3,47,356
17,26,7,54,896
11,25,15,59,424
3,19,12,45,795
11,22,5,11,803
13,24,14,31,287
18,24,1,2,556
1,24,2,38,153
14,26,1,58,104
14,18,4,49,576
9,22,5,28,915
8,23,7,35,480
11,23,3,25,567
3,18,10,32,140
3,19,12,19,339
14,25,7,33,803
9,19,20,53,846
3,23,10,53,925
18,21,18,3,602
3,18,9,33,874
4,24,13,11,814
20,21,19,37,193
6,25,11,7,822
16,19,12,50,841
7,25,4,53,96
6,24,12,1,411
13,24,4,16,989
18,22,1,34,594
17,21,13,58,959
13,25,20,12,279
4,18,14,48,442
5,24,19,31,887
10,25,1,7,282
7,22,7,11,830
12,24,19,2,17
7,19,3,28,504
17,23,8,5,913
5,26,19,26,210
5,23,13,50,667
15,21,3,9,692
14,22,2,39,962
17,19,17,12,119
20,20,6,25,102
8,21,7,18,240
5,22,1,55,567
12,18,19,24,435
3,20,4,30,195
8,22,5,35,185
11,20,2,37,708
7,19,16,7,477
9,18,1,11,230
18,20,3,13,548
11,20,18,22,843
20,26,16,51,355
17,20,19,7,458
1,26,14,14,158
15,20,8,25,398
11,20,1,56,239
16,21,3,1,355
9,26,1,29,342
17,21,6,50,824
6,23,8,19,866
12,19,13,18,289
17,25,10,52,999
17,18,20,41,940
16,18,15,27,715
5,22,9,17,902
12,19,9,28,981
17,23,5,10,792
12,25,1,50,578
17,21,19,47,933
6,21,16,12,474
11,24,8,10,496
19,25,2,48,497
9,24,10,10,336
5,23,10,52,987
19,20,13,41,77
19,19,18,4,124
14,20,19,33,349
14,21,18,50,752
9,20,5,2,418
4,24,9,49,540
13,22,18,44,90
12,20,16,37,671
4,22,5,47,985
7,23,18,45,447
18,21,10,37,99
7,18,19,56,753
10,19,16,28,647
19,22,10,37,632
17,22,18,54,521
7,26,7,45,36
2,21,9,47,420
16,18,20,4,196
4,18,6,51,958
2,24,11,42,79
20,26,19,38,525
13,26,20,28,599
15,24,2,17,250
9,18,2,32,534
2,26,4,34,189
7,26,14,52,400
11,22,19,23,902
1,24,18,14,576
19,26,7,55,321
19,21,10,30,287
9,19,11,51,998
7,24,2,55,502
11,25,11,41,809
12,23,20,3,361
12,26,13,23,920
19,26,18,17,246
17,21,14,55,544
3,20,15,25,575
3,24,17,10,378
6,24,1,60,281
19,21,5,7,571
10,20,18,41,955
4,26,8,25,883
16,23,1,3,293
17,21,15,45,851
1,20,3,54,441
2,26,14,49,856
10,23,6,38,89
6,25,19,33,238
12,18,17,17,951
1,25,3,1,649
3,26,10,41,615
4,22,4,31,267
4,21,1,50,88
16,21,12,25,295
17,22,11,10,263
11,22,11,11,168
10,26,14,54,908
5,26,9,50,746
6,19,13,60,452
2,22,20,46,315
5,25,8,35,651
1,26,6,2,515
6,24,18,52,633
7,23,2,44,994
3,23,14,20,998
14,19,19,25,617
4,26,12,33,747
17,19,10,20,523
1,26,17,37,556
10,19,19,14,602
10,26,6,39,375
14,20,17,49,928
5,22,15,57,458
12,26,6,21,644
20,24,16,11,443
12,21,5,4,65
3,24,18,56,285
17,19,3,4,437
17,23,19,39,963
16,18,12,25,520
4,22,10,34,970
12,22,4,51,241
10,22,17,38,132
12,19,16,36,67
6,19,4,13,149
5,25,2,49,504
7,23,9,33,996
11,26,2,37,717
4,22,8,16,686
5,25,6,23,234
14,20,3,53,146
18,19,10,45,529
11,23,10,25,543
4,26,5,16,349
7,19,13,8,64
8,24,3,40,493
7,25,11,23,603
5,23,18,11,696
20,26,12,49,605
16,23,13,29,347
10,18,7,48,613
12,26,20,26,65
19,25,17,8,856
14,26,14,35,833
19,20,7,2,140
19,26,1,19,199
13,18,10,45,818
5,18,6,6,110
14,26,8,4,709
9,25,4,7,315
11,25,1,45,14
15,26,9,31,953
7,23,12,6,155
4,19,5,57,522
9,24,20,59,186
1,19,12,26,864
16,19,9,39,549
13,24,15,7,84
13,22,17,8,246
8,24,10,15,278
20,24,2,19,624
2,26,10,10,816
1,18,12,7,697
10,18,12,31,920
12,26,15,29,722
8,20,5,33,757
11,25,16,4,929
16,18,16,4,812
14,23,16,45,241
16,22,10,23,746
14,21,19,8,422
6,26,5,10,546
8,18,5,4,297
7,22,11,23,764
14,18,18,16,420
1,23,1,25,429
9,24,16,43,355
20,24,3,45,243
16,18,15,33,723
6,21,11,28,321
13,18,5,17,445
12,24,7,7,630
6,19,1,30,106
13,22,20,46,488
4,20,5,44,687
14,22,19,21,246
11,22,4,43,391
1,18,3,25,12
4,19,17,7,646
1,23,12,56,348
1,26,6,4,53
20,25,18,18,753
5,22,12,5,549
3,20,9,30,396
16,24,1,58,766
12,26,19,20,506
14,20,1,24,76
19,24,19,53,474
15,23,4,4,12
18,22,16,55,314
17,25,6,49,519
5,23,2,42,860
1,19,8,32,821
3,24,19,40,421
15,20,4,40,673
18,22,17,54,773
18,25,12,11,365
4,19,13,1,935
5,24,3,53,840
1,26,1,39,937
12,23,15,15,363
16,21,4,49,266
16,18,9,19,448
9,21,7,18,706
5,20,17,36,932
1,22,13,1,463
19,25,15,27,403
16,18,5,3,732
18,26,12,50,739
17,26,16,27,729
1,25,12,5,175
9,25,14,42,298
8,24,2,34,549
16,26,9,37,150
14,24,13,19,62
12,20,3,24,688
9,19,7,29,91
15,22,5,43,654
11,23,13,60,195
20,23,5,10,289
4,26,11,10,237
8,18,5,28,315
15,24,2,38,900
17,24,20,40,649
4,20,18,30,67
7,19,20,20,955
5,25,6,40,865
20,21,18,35,433
1,21,20,12,907
7,18,15,52,874
18,22,16,54,150
20,26,19,17,212
6,23,12,29,387
2,22,20,12,998
7,25,11,9,607
7,21,16,35,218
8,24,9,42,810
18,23,3,42,355
19,21,13,36,949
14,18,2,37,689
11,18,10,28,773
18,23,4,3,331
16,26,14,40,844
7,18,14,27,542
7,19,2,15,731
11,19,4,10,287
6,24,17,9,412
3,19,5,13,380
12,23,6,6,385
15,19,14,45,496
5,25,11,15,231
10,22,1,42,984
12,19,19,27,174
4,26,3,55,689
15,20,9,17,906
7,19,17,24,256
6,26,2,52,405
18,18,19,51,475
20,22,15,32,823
15,18,12,10,529
13,20,8,19,489
9,22,1,25,574
8,24,1,1,539
10,21,5,56,964
3,22,18,8,124
3,23,17,60,582
10,21,15,53,42
15,24,11,9,893
10,18,11,30,621
17,22,18,35,182
5,25,17,19,990
1,19,7,25,311
8,21,12,33,751
19,26,10,18,138
17,20,14,53,518
7,20,14,43,782
10,22,17,59,222
3,22,11,26,191
17,19,12,10,49
14,20,11,40,887
13,18,19,32,594
20,19,12,35,305
15,24,15,28,774
19,23,6,13,898
6,24,8,55,375
7,24,4,27,577
13,26,9,37,715
13,23,19,14,884
7,20,19,22,561
11,23,2,47,778
10,23,12,19,288
3,25,8,2,934
11,21,12,4,60
14,18,10,46,998
4,21,11,54,509
19,23,14,39,316
4,18,8,42,193
4,18,14,56,320
19,20,10,15,695
18,25,13,33,96
18,19,10,30,54
4,26,2,21,55
19,22,15,13,56
3,19,10,38,251
14,22,5,51,310
14,19,3,15,582
13,20,17,26,701
6,23,12,19,874
14,26,13,44,183
11,24,19,22,136
5,25,18,25,736
19,26,8,29,773
12,25,12,25,835
14,23,3,3,188
20,22,3,52,502
20,25,20,25,98
8,26,18,39,486
19,19,4,9,4
5,24,20,30,304
18,19,2,53,59
14,18,13,43,950
14,26,7,27,492
9,25,10,32,332
12,22,14,11,594
6,22,18,51,750
11,25,15,47,648
18,22,16,6,124
9,22,9,57,951
14,21,9,51,718
15,25,15,26,519
13,21,19,37,241
15,24,11,21,183
12,18,11,55,920
6,23,4,46,298
20,20,20,46,674
6,25,2,25,593
12,26,9,34,136
20,23,12,13,374
9,23,8,44,332
18,21,16,57,930
2,21,9,21,554
14,24,3,32,738
11,25,13,33,500
6,18,9,45,177
5,26,9,54,822
12,18,4,10,334
3,24,17,55,6
4,25,4,19,9
8,25,3,1,419
7,24,16,20,738
16,25,20,36,486
16,21,11,8,321
9,22,6,44,230
10,22,20,46,509
18,23,7,60,48
10,20,17,2,699
3,19,11,39,681
14,23,6,5,177
9,25,4,54,948
2,18,2,53,730
2,26,10,16,78
13,21,5,31,421
6,20,8,5,463
9,18,5,11,501
6,19,9,49,182
13,23,9,14,644
14,26,19,27,286
16,21,7,22,676
8,24,17,37,436
4,20,5,11,971
12,23,3,1,65
5,23,14,45,226
12,26,20,16,986
7,26,11,12,210
20,24,12,59,857
7,23,5,16,831
7,22,15,13,679
9,18,11,47,3
2,19,6,20,711
15,18,20,13,9
11,26,9,36,163
2,22,2,15,851
19,25,13,25,367
18,23,20,40,942
12,22,8,25,266
12,21,13,24,795
17,21,12,44,620
6,23,10,11,54
2,26,4,12,259
1,25,12,40,606
20,20,3,49,897
10,19,9,24,46
1,19,11,32,144
5,25,9,50,311
15,19,16,42,934
2,20,2,1,20
6,19,3,35,318
17,20,7,8,295
6,18,8,56,740
14,20,10,54,995
17,21,5,41,45
15,20,9,19,458
18,19,16,46,905
8,24,14,31,258
1,20,16,5,223
19,19,17,60,486
13,24,13,54,70
1,21,5,50,810
14,19,4,43,15
9,20,18,12,946
19,23,3,32,916
9,21,8,9,786
9,26,7,47,292
16,19,11,20,617
5,26,3,47,752
11,20,20,52,616
1,23,18,36,27
3,21,17,52,229
12,26,7,44,976
17,21,3,13,215
3,18,4,13,755
17,21,16,43,669
15,18,4,17,204
13,26,10,40,845
19,20,2,3,923
8,23,14,17,455
7,20,15,37,379
19,24,2,39,17
3,18,16,43,586
18,22,6,13,996
15,20,13,37,516
19,23,9,53,352
11,20,6,59,223
17,18,19,39,254
18,18,5,18,896
4,22,3,50,903
8,22,19,52,241
15,18,3,54,814
20,21,8,25,500
11,26,14,43,653
13,24,19,56,809
11,25,15,22,52
16,19,4,37,533
16,23,6,15,724
8,25,18,50,649
6,19,13,21,913
19,18,3,42,389
17,26,10,34,470
10,25,9,60,601
19,24,7,17,93
2,21,13,17,182
11,23,1,26,334
12,26,1,20,464
12,21,20,55,473
5,24,12,26,549
4,24,14,44,704
17,23,19,5,926
16,25,7,39,532
19,18,13,43,184
4,22,3,3,183
1,20,19,55,39
13,23,14,47,598
12,25,11,55,351
8,25,5,45,983
6,21,20,8,955
1,25,3,58,351
10,26,3,7,217
18,23,17,14,964
13,26,2,51,883
8,18,7,29,867
15,26,13,1,133
20,18,1,51,836
15,26,15,58,332
12,24,6,43,818
6,22,1,12,341
3,18,14,60,943
11,18,8,33,54
2,23,14,38,799
20,25,6,47,758
2,26,4,52,415
7,20,7,17,755
11,18,1,26,909
20,25,4,29,162
13,25,20,50,854
7,24,5,13,424
4,22,1,44,799
6,22,3,5,695
5,18,17,49,581
19,23,16,29,986
7,26,1,38,517
14,26,5,14,919
18,20,14,4,541
13,26,20,7,745
18,23,2,11,373
16,19,2,58,932
14,19,15,20,572
19,22,11,32,448
17,18,4,54,715
17,26,9,16,479
15,18,14,22,625
15,26,19,28,6
14,19,4,14,482
14,20,6,51,701
18,19,19,18,706
8,18,20,47,950
11,26,19,37,342
4,24,2,51,731
11,23,6,10,436
14,20,13,6,400
10,22,17,55,125
13,22,19,49,904
1,24,13,30,787
5,18,12,28,974
9,22,11,17,745
2,26,6,52,201
2,23,15,9,113
8,22,9,56,933
16,22,8,60,281
13,20,18,56,689
7,20,20,10,989
15,22,19,41,221
11,18,11,22,376
17,26,7,16,492
6,19,19,41,744
9,25,16,32,499
12,20,5,40,43
2,23,17,4,766
2,26,6,10,866
7,18,2,54,82
19,21,2,39,838
6,22,19,46,919
13,20,20,29,108
6,25,9,60,488
2,22,4,49,659
2,22,10,55,33
7,20,15,8,100
14,23,3,6,410
2,19,15,42,515
17,25,10,2,841
3,19,3,45,971
11,24,2,51,869
3,19,1,39,179
13,22,17,58,836
16,18,8,30,806
11,25,6,9,731
7,19,6,37,849
18,19,3,2,200
2,24,11,41,710
11,25,20,40,52
11,22,5,9,839
2,24,13,44,402
10,23,3,29,468
20,25,20,24,975
10,19,10,52,190
1,23,1,57,723
6,25,6,35,669
15,26,2,37,716
7,24,5,40,596
5,18,18,9,556
1,23,7,2,361
11,19,18,32,436
17,25,17,10,12
17,22,15,9,907
11,26,9,52,457
8,22,8,24,869
16,24,8,42,14
4,20,11,15,298
3,26,19,11,725
7,23,2,14,518
15,20,18,12,323
13,19,4,34,14
16,25,10,40,626
13,21,18,25,538
5,19,1,41,542
18,21,13,60,984
4,26,5,1,508
9,23,16,18,536
4,19,10,5,665
1,21,2,14,674
2,26,11,28,41
3,25,16,10,283
10,20,3,48,626
18,20,2,1,750
15,25,20,41,380
7,24,6,56,188
1,26,6,48,233
15,20,13,54,791
15,23,6,44,667
14,26,16,53,648
14,21,15,29,213
4,23,19,19,440
12,21,12,39,454
7,18,20,45,108
13,20,5,44,175
19,23,20,42,370
3,23,10,39,360
13,19,12,51,754
11,21,5,11,792
19,21,12,4,70
1,22,14,55,532
12,22,7,25,114
17,26,4,4,307
20,21,3,17,122
6,18,7,20,254
8,20,17,8,317
16,21,15,6,403
17,25,9,57,662
14,19,13,27,590
4,25,9,13,476
4,25,10,16,165
18,21,10,5,252
16,19,17,15,107
19,20,7,4,740
19,22,7,22,604
20,26,5,46,240
5,23,7,46,613
2,19,12,17,336
9,21,14,43,883
5,25,4,2,129
12,26,8,37,22
10,26,17,12,326
12,18,1,51,682
13,20,10,10,839
19,20,9,60,839
1,18,5,43,142
18,18,1,39,195
15,19,1,18,586
19,24,19,26,970
19,21,8,46,382
10,22,12,22,223
3,23,18,9,195
1,25,3,24,457
10,24,10,33,23
16,21,12,45,957
4,26,6,57,674
15,19,18,2,945
16,25,3,32,480
19,23,12,54,498
5,26,7,60,909
3,24,11,29,581
5,19,15,27,676
2,18,4,5,719
14,23,13,37,239
4,23,14,24,449
8,23,3,60,906
5,26,4,26,445
11,21,3,37,918
7,26,19,7,123
20,25,4,23,430
15,25,19,55,244
16,22,19,13,882
4,26,15,46,935
8,21,15,44,914
1,22,18,14,58
17,24,6,37,737
10,20,19,12,817
4,23,10,13,762
13,23,11,49,412
20,25,19,4,202
20,21,14,27,284
18,26,15,1,995
9,21,19,21,81
20,23,14,35,356
14,25,20,56,995
19,20,2,38,817
14,19,5,24,67
1,26,16,25,969
18,21,9,6,806
18,18,14,11,902
5,25,19,12,679
1,24,16,4,594
18,18,12,38,217
7,22,10,20,158
13,20,6,39,804
13,20,19,9,870
13,20,5,50,702
5,20,10,18,648
12,22,18,48,866
7,19,10,13,167
9,18,3,10,458
2,25,9,6,907
5,21,4,22,12
19,18,17,50,829
9,26,10,40,517
