wage,rent,food,transport,AFFORD
5264,1468,936,588,1
3715,1663,940,554,0
5344,1765,1229,362,0
3416,1224,1089,406,1
3730,1391,906,574,1
5526,1552,908,581,0
4723,1770,945,599,0
5415,1393,1148,533,0
5275,1685,1020,387,1
6621,1332,1227,555,1
6644,1564,1019,578,0
7284,1435,1033,443,1
6028,1721,1097,512,0
5365,1296,1279,478,1
7609,1674,946,418,1
5928,1628,1275,494,0
4276,1400,1296,455,1
3852,1610,1207,587,0
7561,1579,1141,537,1
5352,1780,1164,415,1
7966,1587,1284,586,1
5950,1533,1043,557,0
3095,1214,954,415,1
7686,1793,1284,375,0
3047,1233,954,543,1
7940,1721,1166,535,0
4465,1278,946,512,0
4454,1256,1240,577,1
6404,1654,1047,554,1
5724,1653,1133,394,1
7193,1548,928,554,1
4923,1768,1150,442,1
3997,1634,1184,465,1
6066,1571,1284,497,1
7001,1591,1068,501,1
7391,1681,1007,432,1
7915,1301,1090,453,0
3060,1632,1090,480,1
7036,1733,1287,592,1
7584,1718,1273,576,0
7514,1286,1018,570,0
7068,1396,1295,491,1
3773,1793,1004,577,0
4206,1427,994,477,1
6986,1292,1136,511,1
6792,1244,1076,409,0
5213,1511,1013,573,1
7927,1463,1269,508,0
5768,1354,1245,381,1
4530,1794,1190,451,0
5936,1561,1265,365,1
5384,1797,933,372,0
3019,1692,1207,374,0
4728,1279,928,418,0
3914,1482,950,384,0
3699,1734,988,405,1
5736,1404,1178,441,1
7287,1758,1015,387,1
7972,1657,1243,470,0
7432,1372,1040,479,1
6016,1260,1030,498,0
7869,1733,1159,366,0
5653,1204,1188,574,1
7852,1599,958,480,0
6739,1365,1008,358,0
6511,1281,1240,515,1
7859,1726,1182,442,0
4228,1578,1241,455,0
3045,1274,1279,595,1
7583,1317,993,385,0
3204,1406,1231,442,0
4251,1429,1236,497,0
5185,1580,1180,582,0
7621,1242,1096,463,0
4419,1354,933,404,1
7434,1424,1017,552,0
6020,1614,1300,531,0
6009,1597,1071,386,1
7858,1591,944,407,1
4046,1416,1051,557,1
5587,1621,1048,581,0
6985,1247,1001,402,0
4976,1212,1127,402,1
6684,1664,1063,371,0
3757,1200,1079,435,0
3475,1399,1170,364,0
7668,1392,1120,384,0
5902,1605,1268,424,1
3656,1548,962,492,1
5202,1775,1209,525,0
3844,1647,930,398,0
5845,1399,1011,403,1
3359,1441,1205,536,0
6206,1602,1124,559,0
6061,1215,1225,556,0
6340,1267,1009,384,1
3093,1754,935,466,1
7552,1399,1075,510,1
3932,1556,1112,579,1
3611,1768,939,541,1
7514,1729,1213,476,1
3977,1341,1145,508,0
3265,1767,1153,567,0
3139,1434,1032,425,0
4512,1310,1175,437,0
4324,1530,941,386,1
6307,1282,1157,479,0
3465,1241,1210,458,0
3243,1776,994,435,0
4988,1787,1134,426,1
5151,1684,1129,504,1
5245,1497,1072,543,1
3720,1430,1183,548,1
5240,1738,986,561,0
5815,1532,940,586,0
6754,1788,1249,448,0
5082,1697,1133,401,0
5549,1240,1257,486,0
5844,1452,1224,543,1
4605,1496,962,553,0
4963,1446,1221,582,1
5632,1343,1241,545,1
7704,1204,1261,544,0
4691,1223,1233,357,0
3249,1770,1136,510,0
3685,1638,1080,586,1
4515,1642,1179,542,0
4981,1603,1086,375,0
6786,1208,1117,366,0
7376,1247,960,535,1
3182,1543,1240,445,0
3096,1550,1282,394,0
7827,1306,1156,505,1
6934,1527,1180,568,1
5234,1797,1216,544,0
3141,1299,1188,561,1
6114,1308,1190,385,1
7351,1386,1199,376,0
5280,1751,1037,520,1
4871,1705,1145,421,0
3405,1397,992,387,1
3790,1628,1095,371,1
4634,1610,1171,382,1
6954,1304,1000,360,0
3433,1726,1063,454,1
5970,1451,1145,399,0
4470,1758,1220,550,1
4539,1246,1296,397,1
3822,1606,932,544,0
3361,1699,951,573,1
7719,1736,1265,596,1
3741,1206,1291,496,0
5003,1589,1121,439,0
3901,1611,1282,539,1
4163,1588,1293,594,1
3248,1750,1083,473,0
3056,1475,1258,373,1
5837,1619,1115,587,0
6252,1699,1082,420,0
5624,1482,1237,475,1
6843,1464,1041,506,0
3686,1520,1015,407,0
6664,1776,981,560,0
5197,1430,1120,426,1
7085,1733,1165,475,0
7466,1632,962,588,1
6239,1376,1190,536,1
3128,1309,1084,356,1
6991,1495,1283,560,0
6676,1572,1060,372,0
4597,1242,1251,357,1
6374,1743,937,488,1
5593,1408,1283,522,1
5854,1223,1127,442,1
6154,1732,1051,521,1
3159,1550,1159,590,0
4511,1543,1206,493,0
6871,1228,1300,485,1
4245,1513,1154,518,1
7741,1757,1243,427,1
3547,1549,1103,361,0
3751,1678,1059,391,0
3964,1740,906,407,0
5491,1380,1061,590,0
3659,1502,1205,518,1
7247,1793,1260,420,1
7834,1206,976,593,1
4912,1641,1098,433,0
3519,1411,1112,597,0
5901,1571,1105,370,0
7462,1217,1245,442,1
3470,1535,1070,421,0
7784,1661,1100,360,0
6272,1373,1072,477,0
6153,1459,1227,387,1
6503,1254,909,364,0
4739,1561,978,408,1
5490,1388,1049,381,0
5725,1709,1147,532,0
3605,1353,1132,578,1
6597,1510,1036,550,1
7608,1577,918,571,0
4224,1419,1060,359,0
7162,1373,977,418,0
6113,1350,1224,436,0
4652,1708,982,351,1
3882,1687,1077,396,0
6389,1612,1131,485,0
3349,1617,1024,521,1
5089,1635,1055,500,1
7591,1377,1151,480,0
5990,1360,1161,597,0
5798,1365,1257,388,0
5163,1275,1130,369,0
5717,1236,982,496,0
6557,1791,1144,408,1
6292,1614,1157,568,1
6224,1653,1213,389,0
4996,1785,932,409,0
3745,1248,988,493,1
3242,1461,1264,462,0
7580,1435,1106,486,1
3953,1560,1106,450,1
4633,1347,1107,585,1
5089,1458,1184,471,1
7992,1484,1197,575,0
4428,1574,1297,378,1
3527,1343,939,407,0
7469,1354,995,419,0
7615,1677,1080,561,0
7844,1522,931,509,0
5980,1213,1131,429,1
5667,1727,1233,446,0
7564,1226,1249,589,0
7984,1210,1008,438,1
6024,1400,975,506,1
5150,1565,1056,570,1
3376,1541,949,565,1
5112,1655,1213,550,1
5127,1622,1133,568,0
4935,1559,1025,490,0
3249,1204,1076,471,1
3228,1269,1034,368,1
3222,1737,1171,584,0
5864,1435,1174,500,1
4834,1614,1266,581,1
3027,1476,1064,583,1
4128,1712,1138,383,0
4833,1315,1160,541,0
7348,1451,1058,397,1
5640,1305,1187,357,1
7681,1700,1078,459,1
5635,1410,1098,475,1
7881,1279,1005,527,1
3389,1240,1194,365,1
6137,1609,923,446,1
3639,1664,976,535,1
4987,1633,1129,527,0
5629,1344,908,518,0
4298,1408,1222,449,0
6028,1697,946,454,1
7427,1221,1149,567,1
4312,1638,1277,512,1
6253,1495,1152,495,1
6178,1474,902,567,0
4975,1495,995,451,1
4251,1371,1106,377,1
6406,1364,1298,382,1
6718,1246,982,575,0
7784,1247,1238,453,0
7842,1379,980,554,1
3548,1484,994,495,1
6202,1688,1189,570,0
4660,1467,1153,380,0
4271,1432,1269,514,1
3236,1647,1197,551,1
6807,1553,1012,515,0
6635,1764,1157,588,1
3756,1205,930,493,0
4974,1709,1107,536,0
5852,1637,1049,440,0
7075,1215,1083,578,0
7585,1231,976,393,0
5499,1721,1193,438,1
4286,1750,1203,375,0
7727,1450,1232,516,0
4863,1306,1163,417,1
5088,1362,1094,431,1
7693,1232,1167,463,1
7592,1755,1214,518,1
5745,1778,1092,355,1
6494,1721,1030,399,0
5456,1762,985,450,0
7810,1551,1297,595,1
3838,1742,1260,481,0
5308,1588,1035,543,0
4915,1340,1009,411,0
6290,1536,1116,525,1
6904,1365,1039,518,0
6927,1582,937,446,0
4211,1404,1042,354,0
5140,1338,1044,424,0
5999,1751,959,525,0
6331,1691,995,450,1
7167,1524,1247,569,0
4713,1338,1276,535,0
4763,1260,977,567,1
4034,1369,1126,584,0
3947,1535,950,585,1
4969,1614,1241,591,1
3977,1797,1131,582,1
4730,1544,1128,365,0
3981,1414,1256,430,0
4689,1324,1012,588,1
3783,1615,948,375,0
4031,1209,927,411,0
3763,1626,1183,421,1
7199,1770,1042,361,0
5077,1404,917,433,1
4437,1446,1041,536,0
7017,1732,1018,573,1
7234,1626,1122,413,0
4281,1745,947,482,0
4569,1207,1263,544,0
5965,1704,1173,538,1
7379,1418,973,372,1
3935,1541,943,504,1
6871,1308,1146,445,0
4317,1327,1227,409,1
5205,1455,1121,485,0
4320,1749,917,469,1
3029,1706,939,477,0
5205,1671,1087,512,1
6755,1363,980,550,1
4748,1414,1012,380,1
3573,1729,901,401,1
7389,1515,1092,571,1
5082,1772,1290,496,0
7445,1771,1176,598,0
6609,1221,998,373,1
5344,1776,1241,531,0
3805,1251,1092,571,0
3483,1247,1150,372,0
3531,1745,1184,385,0
5443,1339,1116,513,1
4771,1795,925,519,1
4889,1529,1082,441,1
3417,1621,964,400,1
7464,1611,1168,464,1
3743,1726,1077,512,1
7537,1593,1281,449,0
4911,1347,1083,537,1
7101,1798,1203,517,0
6409,1517,1151,400,0
5497,1746,1260,481,1
6289,1435,1189,412,1
5897,1222,1100,450,1
4594,1659,1219,479,0
5600,1550,1017,411,0
5124,1601,1300,586,1
7577,1276,1048,486,0
5245,1285,1155,582,1
7515,1362,1033,596,1
5569,1255,1208,377,1
6920,1234,1130,472,1
3287,1750,1159,396,1
4017,1373,1146,530,1
6141,1755,1035,369,1
5712,1581,1244,516,1
6320,1791,1075,467,1
3632,1315,1284,410,1
6036,1401,1055,376,1
5047,1251,1049,490,1
6159,1705,1278,513,0
3693,1617,1095,541,1
7754,1553,1179,465,0
5740,1621,1061,474,0
5383,1231,979,476,0
3125,1457,909,423,1
6427,1227,1062,390,0
5022,1655,1282,392,0
4814,1325,1219,525,0
7805,1554,931,357,0
7026,1506,1278,442,1
6882,1449,1271,355,1
7302,1285,1290,375,1
6187,1677,1019,396,1
5476,1585,1025,461,0
5821,1678,1271,547,1
5627,1382,1257,459,0
5425,1431,908,394,0
3243,1442,1108,518,1
4295,1538,1023,416,1
6434,1574,998,390,1
7147,1352,963,360,1
4258,1582,940,476,0
7530,1212,1170,471,0
7270,1224,1119,381,1
5239,1749,1212,367,1
5325,1665,1154,367,0
3469,1271,1265,493,0
7151,1379,978,585,1
7615,1374,1033,524,1
5932,1491,1289,398,0
7231,1784,1040,474,1
6266,1608,1129,439,1
4876,1590,1199,396,1
3848,1352,1091,371,0
6961,1582,1036,403,1
5028,1294,1152,528,0
6914,1577,916,572,0
5928,1482,1007,594,0
7569,1671,1291,409,0
5287,1222,1125,404,1
5229,1227,939,357,0
5957,1280,978,530,0
3614,1301,1083,524,0
6778,1695,1012,553,0
5369,1794,1015,388,1
4505,1395,1101,440,1
5682,1294,1211,556,0
3624,1316,1050,503,0
5965,1290,926,527,0
7430,1611,1110,440,1
7626,1656,949,493,1
6275,1328,927,351,1
7673,1661,1052,418,1
7980,1456,1109,499,1
3094,1687,987,445,1
6754,1285,1277,402,1
7015,1249,1038,571,0
6183,1369,1108,585,1
6593,1322,1182,545,1
6456,1269,914,511,0
3872,1391,1096,376,0
3571,1470,1237,504,0
6649,1464,1138,404,0
6380,1686,1015,554,0
4533,1438,1028,509,1
6058,1476,1271,561,0
5038,1609,1236,534,1
7075,1346,996,571,0
4927,1599,1087,580,1
6823,1740,938,587,1
3039,1638,1194,523,1
4812,1260,1074,378,1
3827,1378,1274,595,1
7293,1799,990,414,1
6118,1401,1265,478,0
6857,1312,1282,477,0
3699,1614,1193,356,0
6875,1574,962,506,0
5049,1726,1035,354,0
5488,1299,1002,586,1
7416,1710,1052,563,1
3133,1683,1012,582,1
7847,1673,1027,427,1
4923,1205,1176,385,0
5494,1234,1164,408,1
4899,1630,1239,566,0
4563,1666,1289,377,0
3760,1209,918,368,0
7756,1369,1061,555,0
5154,1684,1197,410,1
5707,1413,969,484,0
4993,1519,1298,516,0
3179,1594,912,528,0
6820,1261,1299,504,0
4780,1771,1229,462,0
3311,1769,914,587,0
4218,1205,1064,367,1
5438,1554,1090,449,1
6371,1300,1166,561,1
5293,1304,1176,373,0
4129,1303,1111,441,1
4851,1774,1160,535,1
4326,1649,1091,598,1
3972,1726,1199,413,0
3792,1783,917,477,1
4267,1439,1244,428,0
6228,1560,1241,379,0
5871,1652,1050,378,0
4018,1220,1119,500,1
3968,1664,1230,454,0
4578,1348,965,450,1
5962,1475,908,517,0
5711,1633,1000,388,1
6016,1763,1065,586,1
3305,1700,1278,558,0
3948,1636,1146,564,0
4887,1542,1100,494,0
7663,1729,1247,515,1
3548,1377,1020,550,1
3610,1373,1158,402,1
4601,1472,1191,427,1
5824,1298,996,389,1
7955,1762,1294,517,1
3157,1580,1121,510,1
4404,1516,1216,448,1
4554,1742,1008,430,0
4870,1226,1123,561,1
7638,1452,961,429,1
5679,1481,901,450,0
6643,1698,1088,418,0
3442,1589,991,447,1
4367,1617,1236,486,0
5920,1784,1274,392,0
3524,1505,1045,388,0
7049,1356,1101,504,0
7530,1335,1299,370,0
3400,1667,1072,457,1
6182,1394,994,515,0
3113,1671,1103,358,0
7379,1715,1254,409,0
6821,1291,1123,586,1
4192,1442,1087,397,1
6788,1293,907,587,0
7545,1239,1105,564,0
6627,1764,1031,510,1
6069,1442,1197,439,0
4419,1349,1253,537,0
7339,1316,1058,436,0
4265,1630,1098,359,0
4435,1681,1052,424,1
7825,1447,927,510,0
7976,1216,1204,377,1
6053,1764,913,574,1
6978,1783,945,494,0
4861,1323,1263,582,1
3620,1315,1278,438,1
3377,1546,959,533,0
5457,1798,997,472,0
4693,1207,1279,560,1
7125,1213,1009,477,1
6917,1383,949,483,0
6727,1740,1016,426,0
4952,1462,1195,521,0
3851,1484,1020,463,0
3780,1697,1234,433,1
5672,1627,1263,414,0
5380,1559,975,356,0
6554,1298,1047,574,1
4921,1475,1105,402,0
7391,1518,1039,510,1
5594,1387,1087,465,1
6313,1551,983,536,1
6861,1517,1030,549,0
5159,1430,946,384,0
3935,1240,1145,504,0
5043,1287,1042,419,1
6805,1394,919,494,0
6045,1735,1025,533,0
6273,1393,935,535,0
7640,1287,931,425,1
7647,1388,955,405,0
7984,1644,1094,377,0
7126,1398,1076,391,1
5117,1687,1156,542,0
6456,1646,1083,508,0
3268,1399,1262,594,0
6803,1446,927,414,1
7583,1410,1174,515,1
5233,1733,1064,473,0
6667,1509,1097,577,0
4372,1488,1228,564,0
6977,1740,1090,356,1
3191,1356,1291,598,1
6671,1605,980,556,1
7605,1684,1288,483,1
6339,1341,1193,586,1
7366,1268,908,372,0
5597,1206,1067,554,1
7521,1282,1199,485,1
3488,1702,1167,562,0
4615,1386,958,451,1
6456,1717,1220,368,0
7125,1660,1149,528,1
4657,1738,1210,499,1
5096,1642,1283,439,1
3112,1760,1288,594,1
3602,1228,945,505,1
5130,1535,1201,589,1
3874,1744,1194,589,1
4713,1366,1010,574,1
6548,1278,1188,444,1
5047,1739,1011,453,1
5401,1541,1048,366,1
6186,1643,1013,578,1
3783,1423,1159,542,0
3599,1760,1057,512,1
4887,1551,964,546,0
6062,1544,1278,433,0
3544,1572,1197,540,1
7902,1713,1063,579,1
6221,1326,1149,519,0
3867,1515,986,423,1
5352,1504,974,419,0
4203,1548,993,360,1
4878,1219,1266,455,1
6952,1488,1083,522,1
4294,1564,983,355,0
6895,1559,1092,371,0
4709,1606,918,473,0
7022,1445,906,389,0
3515,1654,1102,574,0
3970,1434,966,406,0
7935,1686,923,441,0
4823,1526,941,423,0
6350,1510,1247,531,1
7876,1277,1033,539,0
5499,1742,1101,597,0
6137,1309,1061,582,0
4039,1643,922,442,0
7564,1463,1094,555,0
4290,1709,932,593,1
5175,1320,920,446,1
4075,1618,1039,353,0
5511,1201,1038,526,1
5329,1272,1251,437,1
7027,1282,1179,414,0
5727,1754,1153,573,0
7409,1224,946,442,0
4193,1478,933,541,1
6762,1359,922,517,0
3039,1542,978,394,1
3099,1652,1145,544,0
5709,1765,1158,599,1
7889,1343,1186,381,1
3046,1672,1200,572,0
3667,1256,1010,467,0
4871,1444,1136,528,0
3253,1403,1112,494,0
4079,1272,1278,412,0
5022,1563,1002,561,1
6696,1511,1146,379,1
3260,1392,1143,351,1
3464,1621,933,584,0
5456,1702,940,374,1
5123,1608,945,374,1
4873,1437,1102,533,0
5783,1705,1298,415,1
7056,1550,1131,520,0
3063,1234,1065,416,1
3541,1778,1133,483,0
7373,1448,1005,503,0
6921,1391,1020,591,0
6892,1547,945,429,0
3608,1295,1146,510,0
3739,1519,1294,563,0
6546,1262,954,497,1
4515,1736,1132,457,1
6715,1399,1121,440,1
7710,1478,975,426,1
7481,1653,1195,414,0
3087,1768,1101,392,1
3643,1760,1221,528,0
7403,1590,1300,494,0
5873,1605,1222,369,1
3627,1488,1086,509,0
5111,1364,920,590,1
6347,1444,1252,504,1
5524,1248,1257,509,0
5314,1325,1031,364,1
6529,1775,1123,569,1
5764,1537,1128,353,1
4379,1228,1143,362,1
4495,1267,1074,496,1
4189,1655,1206,574,1
4628,1483,1005,484,1
4309,1539,1065,466,0
4239,1787,1146,541,0
6513,1666,1203,439,0
5031,1508,1162,574,1
6123,1761,1212,356,1
6642,1313,1194,466,1
4156,1202,959,398,1
3275,1266,1229,431,0
5817,1282,908,473,1
3163,1488,1044,453,1
7563,1639,1173,399,0
3884,1376,1224,564,1
3807,1767,1046,595,0
4482,1419,1282,498,0
4901,1455,1159,559,1
4819,1574,1073,481,1
5928,1394,990,581,0
7075,1525,942,412,1
7509,1704,1196,356,0
6391,1323,1002,445,1
4867,1672,1110,386,0
3552,1262,1181,374,0
6699,1331,954,465,0
5759,1790,908,354,1
3465,1728,1276,408,0
5500,1459,1155,585,0
5458,1668,924,488,1
3839,1494,1226,408,0
4931,1447,1044,556,1
4892,1353,1072,539,0
7434,1731,1081,512,0
4110,1665,928,362,0
5819,1451,1160,425,1
4332,1630,1028,529,1
6276,1467,1029,491,0
3890,1327,1050,548,1
5324,1707,1222,459,1
7046,1206,1106,452,1
5228,1564,1115,537,0
4301,1217,937,560,0
5375,1394,920,415,1
7118,1529,1097,530,0
6938,1465,1126,585,0
3881,1692,1120,417,1
4522,1456,903,431,1
5236,1408,1119,458,0
6696,1385,1069,558,1
5965,1376,935,571,1
6214,1618,1250,555,1
5248,1725,1236,511,0
4700,1589,1155,476,1
5165,1505,1028,461,0
4919,1470,1208,394,0
5136,1352,950,393,1
6764,1239,1006,465,0
5459,1272,940,538,0
4941,1594,1286,357,1
5916,1278,1033,572,0
3212,1684,1256,422,1
5781,1739,1110,426,0
4583,1675,961,397,0
7737,1275,1036,408,1
3811,1323,959,365,0
5763,1249,1121,599,0
7005,1729,1036,414,1
7824,1406,1225,486,0
5778,1380,1180,394,1
3234,1402,956,481,1
5358,1707,1110,568,1
7031,1332,976,425,1
3887,1495,993,513,0
5611,1354,1157,565,1
7632,1520,935,582,0
4808,1752,974,587,0
5056,1709,1014,483,0
6196,1257,937,421,1
6063,1339,1242,445,1
4470,1645,965,524,1
7919,1504,1214,576,0
3748,1394,956,480,0
3700,1661,1011,440,1
7742,1599,1212,562,1
5195,1203,900,523,0
5402,1309,1127,458,1
3440,1608,1113,449,1
6436,1739,1045,499,0
5275,1572,935,594,0
7921,1391,945,561,1
4282,1692,1218,547,0
5846,1637,1257,559,1
7093,1632,1300,414,0
3970,1287,1218,480,1
7056,1607,944,582,0
3776,1583,1176,386,1
7790,1427,1241,405,1
5889,1242,995,526,0
3528,1307,1005,553,0
5275,1255,1133,372,0
5979,1480,1212,505,1
6481,1332,1057,534,1
6730,1538,939,461,1
4864,1795,1118,387,1
4672,1268,918,583,1
7558,1697,948,406,1
3507,1318,1210,560,0
3686,1602,1095,418,0
6393,1482,1124,406,1
6445,1310,914,388,0
7239,1248,938,473,0
7496,1508,1276,437,0
4499,1532,908,430,0
6839,1475,900,389,1
3989,1314,1229,408,0
6152,1399,1035,437,0
5377,1341,1182,569,0
3694,1511,1232,466,1
3221,1768,1112,388,1
7956,1715,1042,462,1
4718,1289,1078,468,0
7554,1753,1085,359,1
7768,1698,1262,465,1
3438,1217,1190,421,1
7135,1666,965,450,0
3111,1217,1294,551,0
4369,1504,1210,541,0
5469,1741,1022,373,0
7858,1522,986,476,0
4536,1218,1069,512,1
3627,1695,1255,451,1
6965,1657,1169,469,1
3387,1264,908,536,1
5809,1684,1241,393,0
6232,1691,1088,375,1
4468,1343,1242,538,1
6312,1687,1022,363,0
3188,1591,942,570,0
7413,1671,1118,458,1
3813,1365,923,403,1
4237,1593,915,395,0
5467,1450,904,445,1
3445,1773,997,566,1
6229,1462,1115,516,0
7347,1353,1161,418,1
4474,1518,1230,466,1
5004,1492,1269,385,1
4594,1386,1159,525,1
5272,1577,1203,359,0
7274,1266,1274,360,1
3834,1591,1278,501,1
7046,1764,940,372,1
6829,1599,1261,378,0
6980,1648,934,437,1
4907,1207,1184,561,0
7406,1239,1006,506,1
3262,1309,916,480,0
7782,1203,1198,468,1
6674,1629,1185,379,0
5813,1424,974,395,0
4387,1730,1242,381,0
6147,1754,1056,492,0
4028,1603,1040,389,0
3938,1712,1178,446,0
6529,1742,1287,571,0
5480,1507,1083,420,1
4324,1323,922,435,0
5988,1589,943,445,0
7178,1274,1069,370,1
5121,1259,1075,479,1
3965,1584,1188,575,1
5523,1317,903,487,0
3045,1714,1158,359,1
4418,1219,1053,476,1
5292,1258,1019,504,0
4837,1331,1179,520,1
4181,1614,988,561,1
4514,1693,1220,451,1
5734,1400,960,351,1
3421,1391,1115,438,0
6505,1307,1046,503,1
7948,1213,1089,351,0
3238,1313,1155,366,1
4998,1289,1097,552,1
7035,1236,1097,433,0
4799,1674,1002,369,1
7228,1743,1000,392,1
4154,1299,1140,452,1
4844,1576,1110,486,1
6845,1673,1012,529,0
6838,1259,1276,444,1
3608,1510,920,584,0
3348,1605,938,407,0
3296,1623,922,466,0
6088,1232,1230,431,0
4868,1670,932,532,1
4008,1780,997,410,0
3260,1255,1097,497,0
4496,1271,1164,552,0
6915,1765,929,483,0
4607,1505,1209,350,0
6539,1533,1038,579,0
6713,1779,1258,529,0
7244,1623,1137,461,0
4669,1332,935,353,1
4718,1539,1256,530,1
3869,1785,1260,539,0
5066,1461,939,463,0
3823,1677,914,571,0
4740,1579,996,537,0
4141,1514,1138,399,1
4083,1340,1282,571,0
3113,1478,1238,452,1
7894,1313,1136,409,0
7698,1310,1180,424,1
5682,1464,1023,420,0
6815,1271,1184,426,1
3233,1622,1041,407,1
7279,1376,1029,522,1
3789,1387,909,567,1
7241,1468,1271,467,0
5927,1347,1027,414,0
6621,1610,1119,405,0
4935,1771,960,567,1
6260,1380,916,424,0
6399,1362,1254,427,1
4014,1435,1078,526,0
4995,1768,1115,442,0
3696,1551,1211,356,0
6532,1615,1061,587,1
6772,1525,1091,474,1
3307,1689,1206,401,1
7674,1374,1250,509,1
3278,1663,1203,507,0
6075,1684,1209,585,1
7745,1514,988,402,0
6777,1590,918,556,1
3620,1395,951,410,1
4995,1427,1256,519,1
7646,1628,1123,512,0
7890,1678,1165,439,0
6849,1557,1177,513,0
3156,1741,1207,379,0
3107,1493,1277,501,1
4580,1257,932,424,1
5028,1700,943,446,1
4135,1635,1184,559,0
3019,1346,1061,431,0
7254,1286,1141,410,1
3684,1453,1150,430,0
4175,1763,1223,351,0
6768,1628,920,547,0
3694,1219,1182,568,1
5387,1457,911,518,1
3601,1316,969,372,1
3241,1699,942,574,0
7595,1712,991,429,0
3665,1588,1167,435,0
4618,1451,1181,558,1
5025,1794,1244,574,1
7095,1377,958,496,0
3509,1705,1155,502,0
3988,1549,1172,559,1
4239,1375,1029,593,0
7880,1764,1058,389,1
4211,1386,943,582,1
6361,1782,1279,350,0
6317,1373,1062,521,0
4822,1361,1254,576,1
7251,1432,1103,598,0
4905,1489,965,421,0
7295,1654,1040,491,0
6466,1279,933,373,0
5920,1662,966,375,1
3449,1749,980,430,0
6826,1607,1244,465,0
3076,1326,1297,555,1
5963,1352,1204,502,0
5086,1734,1053,415,0
4438,1743,1202,401,1
3636,1718,1015,595,1
7285,1461,1056,572,0
5987,1415,1243,352,1
3514,1303,919,590,0
6335,1454,1143,492,1
6895,1267,1222,548,0
3622,1415,1128,416,1
