Gender,Age,City,Tuition,Signup,Grades,ParentWage,CanAfford,ScholarshipGrades,SchGrAfford,Competence,SchGrComAfford,Rural,SchGrRuAfford,SchGrRuComAfford
Female,18,Azilal,30000,3000,Moyenne,6944,,,,,,,,
Male,23,Ouedzem,30000,3000,Passable,6997,,,,,,,,
Female,20,FqihBenSalah,30000,3000,Passable,19428,,,,,,,,
Female,24,Ouedzem,30000,3000,TresBien,15490,,,,,,,,
Female,20,Rural,30000,3000,Bien,11984,,,,,,,,
Female,25,Rural,30000,3000,TresBien,15701,,,,,,,,
Female,18,FqihBenSalah,30000,3000,Moyenne,13253,,,,,,,,
Female,23,BeniMellal,30000,3000,Moyenne,8914,,,,,,,,
Male,19,Azilal,30000,3000,Passable,13932,,,,,,,,
Male,25,Rural,30000,3000,Bien,18952,,,,,,,,
Male,22,Ouedzem,30000,3000,Moyenne,8863,,,,,,,,
Male,18,Rural,30000,3000,Bien,8585,,,,,,,,
Female,18,Azilal,30000,3000,Passable,4263,,,,,,,,
Male,24,Ouedzem,30000,3000,TresBien,11467,,,,,,,,
Female,20,Rural,30000,3000,TresBien,17677,,,,,,,,
Male,25,Khenifra,30000,3000,Passable,3284,,,,,,,,
Male,25,BeniMellal,30000,3000,Moyenne,15605,,,,,,,,
Male,18,FqihBenSalah,30000,3000,Passable,6926,,,,,,,,
Female,20,Azilal,30000,3000,Moyenne,15591,,,,,,,,
Male,25,BeniMellal,30000,3000,Passable,12979,,,,,,,,
Female,18,FqihBenSalah,30000,3000,TresBien,13124,,,,,,,,
Female,24,BeniMellal,30000,3000,Passable,17636,,,,,,,,
Male,21,Rural,30000,3000,TresBien,17898,,,,,,,,
Female,22,Ouedzem,30000,3000,TresBien,4078,,,,,,,,
Male,25,FqihBenSalah,30000,3000,Passable,7587,,,,,,,,
Male,19,Khouribga,30000,3000,Bien,16990,,,,,,,,
Female,18,Ouedzem,30000,3000,TresBien,15659,,,,,,,,
Female,23,Khouribga,30000,3000,Bien,4341,,,,,,,,
Female,23,BeniMellal,30000,3000,Bien,16563,,,,,,,,
Female,18,Khenifra,30000,3000,Bien,18863,,,,,,,,
Male,24,FqihBenSalah,30000,3000,Bien,17958,,,,,,,,
Male,23,Khouribga,30000,3000,TresBien,14681,,,,,,,,
Male,24,Rural,30000,3000,Moyenne,12594,,,,,,,,
Male,19,Rural,30000,3000,Bien,5761,,,,,,,,
Female,20,Rural,30000,3000,TresBien,3344,,,,,,,,
Female,20,Khouribga,30000,3000,Bien,16891,,,,,,,,
Male,23,BeniMellal,30000,3000,Moyenne,6761,,,,,,,,
Female,24,Khouribga,30000,3000,Bien,5904,,,,,,,,
Male,23,Rural,30000,3000,Moyenne,14874,,,,,,,,
Female,19,Ouedzem,30000,3000,Moyenne,15114,,,,,,,,
Female,25,Tadla,30000,3000,Bien,8758,,,,,,,,
Male,24,Ouedzem,30000,3000,Moyenne,19344,,,,,,,,
Male,25,FqihBenSalah,30000,3000,Passable,19062,,,,,,,,
Male,25,Azilal,30000,3000,TresBien,15352,,,,,,,,
Female,19,Ouedzem,30000,3000,Moyenne,4387,,,,,,,,
Female,20,FqihBenSalah,30000,3000,Bien,10234,,,,,,,,
Male,20,Azilal,30000,3000,Passable,15217,,,,,,,,
Male,23,Tadla,30000,3000,Bien,12517,,,,,,,,
Female,25,Azilal,30000,3000,Passable,19341,,,,,,,,
Female,23,BeniMellal,30000,3000,Bien,14621,,,,,,,,
Male,23,Tadla,30000,3000,Passable,10505,,,,,,,,
Male,21,Azilal,30000,3000,Passable,3269,,,,,,,,
Male,19,Rural,30000,3000,Passable,4584,,,,,,,,
Female,19,Rural,30000,3000,Moyenne,18111,,,,,,,,
Female,21,Khouribga,30000,3000,TresBien,16321,,,,,,,,
Male,25,Ouedzem,30000,3000,TresBien,16178,,,,,,,,
Male,23,BeniMellal,30000,3000,Moyenne,11999,,,,,,,,
Male,20,Rural,30000,3000,Passable,11706,,,,,,,,
Female,25,Khenifra,30000,3000,TresBien,6118,,,,,,,,
Male,18,BeniMellal,30000,3000,Bien,11997,,,,,,,,
Male,21,Rural,30000,3000,Bien,5615,,,,,,,,
Female,20,BeniMellal,30000,3000,Moyenne,7841,,,,,,,,
Female,22,Khenifra,30000,3000,TresBien,16451,,,,,,,,
Female,19,FqihBenSalah,30000,3000,Passable,10780,,,,,,,,
Female,18,Tadla,30000,3000,Passable,19401,,,,,,,,
Female,19,BeniMellal,30000,3000,Bien,7594,,,,,,,,
Male,24,Khenifra,30000,3000,TresBien,12069,,,,,,,,
Female,19,FqihBenSalah,30000,3000,Moyenne,10460,,,,,,,,
Male,18,Rural,30000,3000,Moyenne,15352,,,,,,,,
Male,23,Rural,30000,3000,Passable,18875,,,,,,,,
Female,22,Tadla,30000,3000,Moyenne,11381,,,,,,,,
Male,20,Rural,30000,3000,TresBien,13965,,,,,,,,
Male,18,Ouedzem,30000,3000,Bien,9919,,,,,,,,
Male,20,Khenifra,30000,3000,Passable,12894,,,,,,,,
Female,20,Rural,30000,3000,Moyenne,15259,,,,,,,,
Female,21,Ouedzem,30000,3000,Bien,17801,,,,,,,,
Female,18,Tadla,30000,3000,Bien,14702,,,,,,,,
Female,21,Azilal,30000,3000,Passable,10444,,,,,,,,
Female,23,Khouribga,30000,3000,Passable,18649,,,,,,,,
Male,18,Rural,30000,3000,Passable,4133,,,,,,,,
Female,22,Khenifra,30000,3000,Moyenne,5414,,,,,,,,
Female,19,Azilal,30000,3000,Passable,13503,,,,,,,,
Female,23,Khouribga,30000,3000,TresBien,15315,,,,,,,,
Female,22,BeniMellal,30000,3000,Bien,7386,,,,,,,,
Female,20,FqihBenSalah,30000,3000,Bien,12224,,,,,,,,
Female,22,Rural,30000,3000,Moyenne,3457,,,,,,,,
Female,23,Tadla,30000,3000,Moyenne,14145,,,,,,,,
Male,25,Khouribga,30000,3000,Passable,12136,,,,,,,,
Female,22,Khenifra,30000,3000,TresBien,12371,,,,,,,,
Female,22,Khouribga,30000,3000,Moyenne,13555,,,,,,,,
Female,21,Khouribga,30000,3000,TresBien,17297,,,,,,,,
Female,24,Khenifra,30000,3000,Moyenne,3524,,,,,,,,
Female,18,Rural,30000,3000,Bien,14848,,,,,,,,
Male,20,BeniMellal,30000,3000,TresBien,13063,,,,,,,,
Male,25,Tadla,30000,3000,Moyenne,3643,,,,,,,,
Male,23,Ouedzem,30000,3000,Passable,4235,,,,,,,,
Male,24,Khenifra,30000,3000,Bien,7156,,,,,,,,
Female,23,Khouribga,30000,3000,Passable,16690,,,,,,,,
Female,25,FqihBenSalah,30000,3000,Passable,13456,,,,,,,,
Male,20,Rural,30000,3000,Passable,4475,,,,,,,,
Male,19,Rural,30000,3000,TresBien,7673,,,,,,,,
Female,19,Ouedzem,30000,3000,Bien,11108,,,,,,,,
Female,18,Rural,30000,3000,Passable,13451,,,,,,,,
Male,18,Khouribga,30000,3000,Moyenne,12819,,,,,,,,
Male,18,BeniMellal,30000,3000,TresBien,18107,,,,,,,,
Male,21,BeniMellal,30000,3000,TresBien,13784,,,,,,,,
Female,18,Khenifra,30000,3000,Moyenne,6354,,,,,,,,
Male,23,Khenifra,30000,3000,Moyenne,14152,,,,,,,,
Male,18,FqihBenSalah,30000,3000,Moyenne,9601,,,,,,,,
Male,25,Ouedzem,30000,3000,Bien,7792,,,,,,,,
Female,18,BeniMellal,30000,3000,TresBien,6052,,,,,,,,
Male,18,Tadla,30000,3000,Moyenne,5882,,,,,,,,
Female,24,FqihBenSalah,30000,3000,Bien,18690,,,,,,,,
Male,24,Rural,30000,3000,Moyenne,4353,,,,,,,,
Female,20,BeniMellal,30000,3000,Bien,5949,,,,,,,,
Male,21,Azilal,30000,3000,Moyenne,11008,,,,,,,,
Female,19,Ouedzem,30000,3000,Passable,7933,,,,,,,,
Female,21,Azilal,30000,3000,Passable,5751,,,,,,,,
Male,20,FqihBenSalah,30000,3000,Bien,7139,,,,,,,,
Female,25,FqihBenSalah,30000,3000,Moyenne,5136,,,,,,,,
Female,20,Ouedzem,30000,3000,Moyenne,9994,,,,,,,,
Male,18,Rural,30000,3000,TresBien,3752,,,,,,,,
Male,19,Azilal,30000,3000,Passable,8905,,,,,,,,
Male,21,FqihBenSalah,30000,3000,Moyenne,3379,,,,,,,,
Female,20,FqihBenSalah,30000,3000,Passable,5512,,,,,,,,
Male,21,FqihBenSalah,30000,3000,TresBien,18621,,,,,,,,
Female,23,Khouribga,30000,3000,Bien,12855,,,,,,,,
Female,20,BeniMellal,30000,3000,Moyenne,19188,,,,,,,,
Male,24,Khouribga,30000,3000,Moyenne,15140,,,,,,,,
Female,19,Khenifra,30000,3000,Moyenne,4258,,,,,,,,
Male,21,Khenifra,30000,3000,Bien,4457,,,,,,,,
Male,25,Ouedzem,30000,3000,Passable,16705,,,,,,,,
Female,23,Khenifra,30000,3000,Moyenne,7645,,,,,,,,
Female,20,Ouedzem,30000,3000,Moyenne,14767,,,,,,,,
Female,24,Khenifra,30000,3000,Bien,15641,,,,,,,,
Male,20,Azilal,30000,3000,Bien,15942,,,,,,,,
Female,24,Khouribga,30000,3000,Bien,5225,,,,,,,,
Male,22,Azilal,30000,3000,Bien,17066,,,,,,,,
Male,19,Khouribga,30000,3000,Passable,8638,,,,,,,,
Female,24,Khenifra,30000,3000,TresBien,13106,,,,,,,,
Female,21,Tadla,30000,3000,TresBien,4657,,,,,,,,
Female,24,Ouedzem,30000,3000,Bien,3100,,,,,,,,
Male,23,BeniMellal,30000,3000,Passable,9572,,,,,,,,
Male,21,Khenifra,30000,3000,Moyenne,14805,,,,,,,,
Male,21,Azilal,30000,3000,Bien,13147,,,,,,,,
Male,23,FqihBenSalah,30000,3000,TresBien,16923,,,,,,,,
Male,20,Ouedzem,30000,3000,TresBien,4899,,,,,,,,
Female,24,Khenifra,30000,3000,Moyenne,10326,,,,,,,,
Female,20,Khouribga,30000,3000,Bien,19280,,,,,,,,
Male,19,Tadla,30000,3000,Moyenne,11640,,,,,,,,
Male,18,Khenifra,30000,3000,Bien,6779,,,,,,,,
Male,21,Ouedzem,30000,3000,Passable,9907,,,,,,,,
Male,20,BeniMellal,30000,3000,Bien,16822,,,,,,,,
Male,18,FqihBenSalah,30000,3000,TresBien,6426,,,,,,,,
Female,20,Azilal,30000,3000,TresBien,14320,,,,,,,,
Female,18,Azilal,30000,3000,Bien,17528,,,,,,,,
Male,18,Khouribga,30000,3000,Passable,15955,,,,,,,,
Female,21,Khouribga,30000,3000,Moyenne,6474,,,,,,,,
Female,24,BeniMellal,30000,3000,Bien,8555,,,,,,,,
Male,20,Khenifra,30000,3000,Moyenne,8209,,,,,,,,
Male,18,Azilal,30000,3000,Passable,14181,,,,,,,,
Female,18,Rural,30000,3000,Passable,5862,,,,,,,,
Male,24,FqihBenSalah,30000,3000,Moyenne,3849,,,,,,,,
Female,25,Tadla,30000,3000,TresBien,13553,,,,,,,,
Male,18,BeniMellal,30000,3000,Passable,5095,,,,,,,,
Male,23,Rural,30000,3000,TresBien,18880,,,,,,,,
Female,25,BeniMellal,30000,3000,Bien,6225,,,,,,,,
Female,25,Azilal,30000,3000,TresBien,11366,,,,,,,,
Male,22,Khouribga,30000,3000,TresBien,14242,,,,,,,,
Female,19,BeniMellal,30000,3000,TresBien,17354,,,,,,,,
Female,21,Rural,30000,3000,Moyenne,7159,,,,,,,,
Male,19,BeniMellal,30000,3000,Bien,9513,,,,,,,,
Male,24,Tadla,30000,3000,TresBien,4238,,,,,,,,
Female,18,FqihBenSalah,30000,3000,Passable,8122,,,,,,,,
Female,19,Ouedzem,30000,3000,Bien,19211,,,,,,,,
Female,22,Rural,30000,3000,Passable,4119,,,,,,,,
Male,19,Tadla,30000,3000,Passable,14459,,,,,,,,
Female,19,Rural,30000,3000,Bien,13144,,,,,,,,
Female,20,Rural,30000,3000,Bien,8669,,,,,,,,
Male,21,Khouribga,30000,3000,Moyenne,3972,,,,,,,,
Female,21,Azilal,30000,3000,TresBien,13234,,,,,,,,
Female,24,Tadla,30000,3000,Bien,8360,,,,,,,,
Male,18,Khenifra,30000,3000,TresBien,8123,,,,,,,,
Male,23,Khouribga,30000,3000,TresBien,4042,,,,,,,,
Female,21,Tadla,30000,3000,TresBien,6091,,,,,,,,
Female,23,FqihBenSalah,30000,3000,Passable,9574,,,,,,,,
Male,23,Khenifra,30000,3000,Passable,5166,,,,,,,,
Female,19,BeniMellal,30000,3000,TresBien,9369,,,,,,,,
Male,23,Ouedzem,30000,3000,TresBien,18842,,,,,,,,
Male,18,Khouribga,30000,3000,Passable,11208,,,,,,,,
Male,25,Khouribga,30000,3000,Moyenne,16612,,,,,,,,
Female,21,Ouedzem,30000,3000,Bien,3716,,,,,,,,
Female,19,Tadla,30000,3000,Passable,9977,,,,,,,,
Male,18,Ouedzem,30000,3000,TresBien,14597,,,,,,,,
Male,22,Azilal,30000,3000,Passable,6137,,,,,,,,
Male,23,Khenifra,30000,3000,Bien,7311,,,,,,,,
Female,24,Ouedzem,30000,3000,Bien,6217,,,,,,,,
Female,22,BeniMellal,30000,3000,Bien,16636,,,,,,,,
Female,23,Rural,30000,3000,Bien,4862,,,,,,,,
Male,23,Rural,30000,3000,TresBien,9846,,,,,,,,
Female,22,Rural,30000,3000,Moyenne,10136,,,,,,,,
Male,21,Khouribga,30000,3000,Bien,18573,,,,,,,,
Female,18,Ouedzem,30000,3000,Passable,11344,,,,,,,,
Male,25,Khouribga,30000,3000,Bien,9195,,,,,,,,
Female,22,Ouedzem,30000,3000,Moyenne,16689,,,,,,,,
Male,25,Azilal,30000,3000,Moyenne,17273,,,,,,,,
Male,21,Rural,30000,3000,Bien,19735,,,,,,,,
Female,24,FqihBenSalah,30000,3000,Passable,11649,,,,,,,,
Female,19,Ouedzem,30000,3000,Bien,7061,,,,,,,,
Male,20,Tadla,30000,3000,Moyenne,10790,,,,,,,,
Male,20,Azilal,30000,3000,Moyenne,16392,,,,,,,,
Male,24,Ouedzem,30000,3000,Bien,13644,,,,,,,,
Female,22,Rural,30000,3000,Bien,19605,,,,,,,,
Male,20,FqihBenSalah,30000,3000,Bien,7509,,,,,,,,
Female,24,Tadla,30000,3000,Bien,9080,,,,,,,,
Male,20,Ouedzem,30000,3000,Bien,6371,,,,,,,,
Male,22,Rural,30000,3000,Moyenne,7025,,,,,,,,
Female,24,Ouedzem,30000,3000,TresBien,15430,,,,,,,,
Female,23,Khenifra,30000,3000,Bien,10922,,,,,,,,
Female,25,FqihBenSalah,30000,3000,Passable,18893,,,,,,,,
Female,20,Azilal,30000,3000,Moyenne,4328,,,,,,,,
Female,19,BeniMellal,30000,3000,Bien,14303,,,,,,,,
Female,22,Tadla,30000,3000,Passable,13537,,,,,,,,
Female,19,FqihBenSalah,30000,3000,Passable,19601,,,,,,,,
Female,20,BeniMellal,30000,3000,Bien,5915,,,,,,,,
Male,22,FqihBenSalah,30000,3000,Passable,19833,,,,,,,,
Male,25,Tadla,30000,3000,TresBien,8231,,,,,,,,
Male,22,Khenifra,30000,3000,Passable,18616,,,,,,,,
Male,21,Tadla,30000,3000,TresBien,8344,,,,,,,,
Female,22,Ouedzem,30000,3000,Bien,9541,,,,,,,,
Female,22,Rural,30000,3000,Passable,3366,,,,,,,,
Male,20,Khenifra,30000,3000,Passable,9584,,,,,,,,
Female,25,Khenifra,30000,3000,Passable,11752,,,,,,,,
Male,21,Khouribga,30000,3000,Passable,4439,,,,,,,,
Male,23,Khenifra,30000,3000,Bien,8869,,,,,,,,
Female,20,FqihBenSalah,30000,3000,TresBien,12522,,,,,,,,
Female,25,Ouedzem,30000,3000,TresBien,5186,,,,,,,,
Female,18,Tadla,30000,3000,TresBien,8553,,,,,,,,
Male,19,Ouedzem,30000,3000,Moyenne,9372,,,,,,,,
Female,25,Tadla,30000,3000,Moyenne,10482,,,,,,,,
Male,24,Rural,30000,3000,TresBien,11400,,,,,,,,
Male,18,BeniMellal,30000,3000,Bien,16200,,,,,,,,
Male,21,BeniMellal,30000,3000,Passable,12314,,,,,,,,
Female,24,Khenifra,30000,3000,Passable,14896,,,,,,,,
Male,24,FqihBenSalah,30000,3000,Moyenne,15804,,,,,,,,
Female,23,FqihBenSalah,30000,3000,Moyenne,19778,,,,,,,,
Female,22,Tadla,30000,3000,TresBien,12261,,,,,,,,
Male,22,Azilal,30000,3000,TresBien,10249,,,,,,,,
Female,20,Khenifra,30000,3000,TresBien,18550,,,,,,,,
Male,23,Ouedzem,30000,3000,Moyenne,15561,,,,,,,,
Male,21,Khouribga,30000,3000,Passable,12852,,,,,,,,
Male,19,Khouribga,30000,3000,Bien,14187,,,,,,,,
Female,20,Azilal,30000,3000,TresBien,3952,,,,,,,,
Male,21,BeniMellal,30000,3000,TresBien,14707,,,,,,,,
Male,24,Ouedzem,30000,3000,TresBien,6297,,,,,,,,
Female,23,FqihBenSalah,30000,3000,TresBien,18815,,,,,,,,
Male,21,Ouedzem,30000,3000,Bien,11382,,,,,,,,
Male,20,FqihBenSalah,30000,3000,TresBien,10439,,,,,,,,
Female,23,Azilal,30000,3000,Bien,16831,,,,,,,,
Female,24,Rural,30000,3000,Moyenne,9533,,,,,,,,
Female,23,FqihBenSalah,30000,3000,TresBien,4839,,,,,,,,
Male,24,BeniMellal,30000,3000,Bien,18617,,,,,,,,
Male,23,Khenifra,30000,3000,Passable,15580,,,,,,,,
Female,22,Azilal,30000,3000,Moyenne,13313,,,,,,,,
Female,20,Ouedzem,30000,3000,Bien,18450,,,,,,,,
Female,21,Tadla,30000,3000,Passable,12945,,,,,,,,
Male,25,Khenifra,30000,3000,Bien,6959,,,,,,,,
Male,25,Rural,30000,3000,TresBien,18402,,,,,,,,
Male,23,Rural,30000,3000,Bien,18955,,,,,,,,
Male,18,Ouedzem,30000,3000,Passable,11536,,,,,,,,
Male,20,Tadla,30000,3000,Bien,17965,,,,,,,,
Female,25,Tadla,30000,3000,Passable,19673,,,,,,,,
Female,18,Rural,30000,3000,TresBien,15072,,,,,,,,
Male,23,Rural,30000,3000,TresBien,13024,,,,,,,,
Male,18,BeniMellal,30000,3000,Bien,8335,,,,,,,,
Female,23,Tadla,30000,3000,Passable,14528,,,,,,,,
Male,25,Azilal,30000,3000,Passable,13886,,,,,,,,
Male,19,Tadla,30000,3000,Moyenne,11809,,,,,,,,
Male,24,Azilal,30000,3000,Bien,3279,,,,,,,,
Female,18,Tadla,30000,3000,Moyenne,5409,,,,,,,,
Female,24,Ouedzem,30000,3000,Passable,8623,,,,,,,,
Male,21,Tadla,30000,3000,Moyenne,13589,,,,,,,,
Female,23,Rural,30000,3000,TresBien,3989,,,,,,,,
Male,22,Azilal,30000,3000,Moyenne,8244,,,,,,,,
Female,20,Rural,30000,3000,Moyenne,16472,,,,,,,,
Female,23,Ouedzem,30000,3000,Moyenne,13736,,,,,,,,
Female,22,Azilal,30000,3000,Moyenne,17816,,,,,,,,
Male,25,BeniMellal,30000,3000,TresBien,17769,,,,,,,,
Female,24,Azilal,30000,3000,Passable,5635,,,,,,,,
Female,21,Ouedzem,30000,3000,Passable,8589,,,,,,,,
Female,25,FqihBenSalah,30000,3000,Bien,13215,,,,,,,,
Female,21,FqihBenSalah,30000,3000,Moyenne,4637,,,,,,,,
Female,23,Khenifra,30000,3000,Passable,9311,,,,,,,,
Female,22,Ouedzem,30000,3000,Moyenne,10904,,,,,,,,
Male,24,Azilal,30000,3000,Bien,15554,,,,,,,,
Female,24,FqihBenSalah,30000,3000,Passable,8918,,,,,,,,
Female,22,Khenifra,30000,3000,TresBien,4487,,,,,,,,
Female,21,Khouribga,30000,3000,Bien,5405,,,,,,,,
Female,22,Khouribga,30000,3000,Moyenne,19113,,,,,,,,
Male,21,Azilal,30000,3000,Moyenne,4001,,,,,,,,
Male,19,FqihBenSalah,30000,3000,Moyenne,5131,,,,,,,,
Female,22,Ouedzem,30000,3000,Moyenne,10585,,,,,,,,
Male,23,Tadla,30000,3000,Moyenne,13642,,,,,,,,
Male,25,BeniMellal,30000,3000,Passable,4899,,,,,,,,
Male,22,FqihBenSalah,30000,3000,Passable,13398,,,,,,,,
Female,23,Rural,30000,3000,Moyenne,12285,,,,,,,,
Male,19,Ouedzem,30000,3000,Passable,18359,,,,,,,,
Female,23,BeniMellal,30000,3000,Bien,9545,,,,,,,,
Female,19,Rural,30000,3000,Moyenne,8128,,,,,,,,
Male,22,Rural,30000,3000,Bien,17755,,,,,,,,
Female,25,Khouribga,30000,3000,Moyenne,16480,,,,,,,,
Male,21,Khenifra,30000,3000,Bien,13411,,,,,,,,
Female,23,Khouribga,30000,3000,TresBien,13184,,,,,,,,
Female,25,FqihBenSalah,30000,3000,TresBien,18010,,,,,,,,
Female,24,Rural,30000,3000,Bien,9958,,,,,,,,
Female,25,Azilal,30000,3000,Moyenne,13868,,,,,,,,
Male,25,FqihBenSalah,30000,3000,Moyenne,19914,,,,,,,,
Female,19,FqihBenSalah,30000,3000,TresBien,17318,,,,,,,,
Female,19,Tadla,30000,3000,Moyenne,13830,,,,,,,,
Female,20,Azilal,30000,3000,Moyenne,14140,,,,,,,,
Male,19,Khouribga,30000,3000,Passable,7744,,,,,,,,
Female,21,BeniMellal,30000,3000,Passable,17870,,,,,,,,
Male,18,Khouribga,30000,3000,TresBien,3197,,,,,,,,
Male,24,Tadla,30000,3000,Passable,18555,,,,,,,,
Male,25,Ouedzem,30000,3000,Moyenne,3085,,,,,,,,
Female,24,Azilal,30000,3000,TresBien,11546,,,,,,,,
Female,20,Azilal,30000,3000,Bien,9890,,,,,,,,
Male,23,Khouribga,30000,3000,Moyenne,17185,,,,,,,,
Female,22,Rural,30000,3000,TresBien,12697,,,,,,,,
Female,20,Azilal,30000,3000,Moyenne,16190,,,,,,,,
Female,24,Khenifra,30000,3000,Passable,5959,,,,,,,,
Male,22,Tadla,30000,3000,Bien,13838,,,,,,,,
Male,25,BeniMellal,30000,3000,Moyenne,11979,,,,,,,,
Male,21,Ouedzem,30000,3000,Bien,14788,,,,,,,,
Male,23,Khouribga,30000,3000,TresBien,7656,,,,,,,,
Female,18,Azilal,30000,3000,Passable,4019,,,,,,,,
Male,20,Khouribga,30000,3000,TresBien,5226,,,,,,,,
Female,23,Azilal,30000,3000,Moyenne,9480,,,,,,,,
Male,20,Khenifra,30000,3000,Moyenne,3105,,,,,,,,
Male,19,Azilal,30000,3000,TresBien,19663,,,,,,,,
Male,23,BeniMellal,30000,3000,TresBien,14277,,,,,,,,
Male,19,BeniMellal,30000,3000,TresBien,13601,,,,,,,,
Female,25,Ouedzem,30000,3000,Moyenne,10270,,,,,,,,
Male,22,Rural,30000,3000,TresBien,7718,,,,,,,,
Female,20,Azilal,30000,3000,Bien,11851,,,,,,,,
Female,19,Tadla,30000,3000,Bien,19868,,,,,,,,
Female,21,Ouedzem,30000,3000,Moyenne,5024,,,,,,,,
Male,25,Rural,30000,3000,Bien,17270,,,,,,,,
Male,21,Khouribga,30000,3000,Moyenne,9318,,,,,,,,
Male,25,BeniMellal,30000,3000,Passable,14995,,,,,,,,
Female,22,Rural,30000,3000,TresBien,12521,,,,,,,,
Male,25,BeniMellal,30000,3000,TresBien,12967,,,,,,,,
Male,24,FqihBenSalah,30000,3000,Bien,5069,,,,,,,,
Female,25,Khenifra,30000,3000,TresBien,12772,,,,,,,,
Male,24,Ouedzem,30000,3000,Moyenne,10340,,,,,,,,
Male,22,BeniMellal,30000,3000,Bien,15579,,,,,,,,
Male,25,FqihBenSalah,30000,3000,Bien,3823,,,,,,,,
Male,23,Ouedzem,30000,3000,Moyenne,9288,,,,,,,,
Male,23,Khouribga,30000,3000,Passable,7565,,,,,,,,
Female,23,Khenifra,30000,3000,Passable,8337,,,,,,,,
Female,25,Tadla,30000,3000,Moyenne,11827,,,,,,,,
Female,24,BeniMellal,30000,3000,TresBien,15506,,,,,,,,
Female,22,Tadla,30000,3000,Bien,18957,,,,,,,,
Female,20,BeniMellal,30000,3000,Moyenne,4327,,,,,,,,
Male,22,Rural,30000,3000,TresBien,7296,,,,,,,,
Female,20,Azilal,30000,3000,Moyenne,12959,,,,,,,,
Male,25,Azilal,30000,3000,Passable,16667,,,,,,,,
Male,21,Rural,30000,3000,Moyenne,3554,,,,,,,,
Female,22,Tadla,30000,3000,TresBien,11013,,,,,,,,
Female,25,BeniMellal,30000,3000,Bien,4675,,,,,,,,
Male,22,Khouribga,30000,3000,TresBien,11922,,,,,,,,
Female,24,BeniMellal,30000,3000,Passable,16848,,,,,,,,
Female,24,Rural,30000,3000,Moyenne,5044,,,,,,,,
Male,24,Tadla,30000,3000,TresBien,7472,,,,,,,,
