Student_ID,Gender,Age,City,Tuition,Signup,Grades,ParentWage,CanAfford
80,Female,19,OuedZem,30000,3000,Passable,4826,
81,Female,25,OuedZem,30000,3000,Passable,14356,
82,Female,19,Beni Mellal,30000,3000,Bien,8846,
83,Female,23,Khenifra,30000,3000,Passable,11833,
84,Female,21,Azilal,30000,3000,Passable,17637,
85,Female,22,Khouribga,30000,3000,Moyen,5073,
86,Female,20,Khenifra,30000,3000,Tres Bien,19211,
87,Female,18,Khouribga,30000,3000,Moyen,12650,
88,Female,24,Khouribga,30000,3000,Bien,5697,
89,Male,19,Khouribga,30000,3000,Tres Bien,13290,
90,Female,19,Azilal,30000,3000,Passable,17380,
91,Female,20,Khenifra,30000,3000,Tres Bien,9343,
92,Female,18,Khenifra,30000,3000,Passable,8733,
93,Male,25,Azilal,30000,3000,Bien,5229,
94,Male,18,Khenifra,30000,3000,Passable,18339,
95,Female,22,Beni Mellal,30000,3000,Passable,12037,
96,Female,20,Beni Mellal,30000,3000,Tres Bien,8243,
97,Male,19,OuedZem,30000,3000,Tres Bien,9713,
98,Male,25,Tadla,30000,3000,Moyen,6004,
99,Female,19,Tadla,30000,3000,Passable,4444,
100,Female,19,Azilal,30000,3000,Moyen,19675,
101,Male,23,FqihBenSalah,30000,3000,Moyen,16734,
102,Female,25,Azilal,30000,3000,Moyen,4702,
103,Male,18,Beni Mellal,30000,3000,Tres Bien,14368,
104,Male,23,OuedZem,30000,3000,Moyen,5409,
105,Female,25,Azilal,30000,3000,Moyen,4737,
106,Male,21,OuedZem,30000,3000,Tres Bien,17635,
107,Male,20,FqihBenSalah,30000,3000,Tres Bien,13631,
108,Female,24,OuedZem,30000,3000,Bien,17248,
109,Female,19,FqihBenSalah,30000,3000,Bien,10876,
110,Female,23,Khouribga,30000,3000,Moyen,13018,
111,Male,19,Azilal,30000,3000,Moyen,7492,
112,Female,23,Tadla,30000,3000,Moyen,11280,
113,Female,19,Azilal,30000,3000,Tres Bien,11416,
114,Male,23,FqihBenSalah,30000,3000,Moyen,12361,
115,Female,21,FqihBenSalah,30000,3000,Moyen,12526,
116,Female,20,Beni Mellal,30000,3000,Moyen,7726,
117,Male,20,Khouribga,30000,3000,Moyen,7177,
118,Male,24,Khouribga,30000,3000,Tres Bien,5910,
119,Female,18,Khenifra,30000,3000,Bien,10024,
120,Male,20,Beni Mellal,30000,3000,Bien,13404,
121,Male,21,Khouribga,30000,3000,Bien,14010,
122,Female,21,FqihBenSalah,30000,3000,Tres Bien,12321,
123,Female,23,Khouribga,30000,3000,Moyen,19191,
124,Male,18,FqihBenSalah,30000,3000,Tres Bien,11614,
125,Female,21,Khenifra,30000,3000,Passable,12901,
126,Female,19,FqihBenSalah,30000,3000,Tres Bien,4975,
127,Female,21,Khenifra,30000,3000,Moyen,12481,
128,Male,21,Tadla,30000,3000,Passable,7076,
129,Male,20,Azilal,30000,3000,Moyen,4575,
130,Female,22,Azilal,30000,3000,Passable,18771,
131,Female,19,FqihBenSalah,30000,3000,Moyen,10337,
132,Female,24,Khenifra,30000,3000,Tres Bien,9388,
133,Male,25,Azilal,30000,3000,Passable,13446,
134,Female,25,Azilal,30000,3000,Passable,7649,
135,Female,18,Tadla,30000,3000,Tres Bien,10693,
136,Male,25,Khouribga,30000,3000,Tres Bien,18614,
137,Male,18,Azilal,30000,3000,Tres Bien,11863,
138,Male,18,Azilal,30000,3000,Moyen,19261,
139,Female,18,Khouribga,30000,3000,Passable,18647,
140,Male,20,Beni Mellal,30000,3000,Moyen,8447,
141,Male,23,FqihBenSalah,30000,3000,Moyen,14603,
142,Female,18,OuedZem,30000,3000,Passable,13930,
143,Male,25,Beni Mellal,30000,3000,Tres Bien,15751,
144,Male,23,Khouribga,30000,3000,Passable,10198,
145,Male,25,FqihBenSalah,30000,3000,Bien,10594,
146,Female,21,Azilal,30000,3000,Passable,8760,
147,Male,25,OuedZem,30000,3000,Tres Bien,9350,
148,Male,19,Khouribga,30000,3000,Bien,9416,
149,Male,21,Khenifra,30000,3000,Bien,9933,
150,Male,24,OuedZem,30000,3000,Moyen,6618,
151,Female,20,Khenifra,30000,3000,Moyen,19112,
152,Male,18,Khouribga,30000,3000,Bien,4482,
153,Female,18,Khouribga,30000,3000,Passable,14340,
154,Female,20,OuedZem,30000,3000,Moyen,7373,
155,Female,21,Beni Mellal,30000,3000,Tres Bien,12341,
156,Female,19,OuedZem,30000,3000,Bien,13523,
157,Female,23,Beni Mellal,30000,3000,Passable,5741,
158,Male,19,Khenifra,30000,3000,Bien,11760,
159,Male,23,Tadla,30000,3000,Passable,4501,
160,Male,24,Azilal,30000,3000,Moyen,16101,
161,Male,20,Tadla,30000,3000,Passable,10164,
162,Male,25,Khouribga,30000,3000,Passable,4231,
163,Male,25,OuedZem,30000,3000,Moyen,11010,
164,Male,24,Tadla,30000,3000,Bien,18426,
165,Female,23,Tadla,30000,3000,Moyen,17771,
166,Male,21,Khenifra,30000,3000,Tres Bien,6543,
167,Male,19,Beni Mellal,30000,3000,Bien,12093,
168,Male,20,FqihBenSalah,30000,3000,Tres Bien,15607,
169,Female,18,FqihBenSalah,30000,3000,Moyen,11657,
170,Male,23,FqihBenSalah,30000,3000,Bien,7027,
171,Male,23,OuedZem,30000,3000,Bien,8449,
172,Female,24,Beni Mellal,30000,3000,Tres Bien,15787,
173,Female,22,Beni Mellal,30000,3000,Moyen,7958,
174,Male,24,Khenifra,30000,3000,Bien,19384,
175,Female,20,OuedZem,30000,3000,Moyen,18102,
176,Female,25,Khenifra,30000,3000,Tres Bien,15775,
177,Female,22,FqihBenSalah,30000,3000,Bien,4908,
178,Female,25,Khenifra,30000,3000,Bien,9236,
179,Female,23,OuedZem,30000,3000,Moyen,14692,
180,Male,22,Beni Mellal,30000,3000,Moyen,4660,
181,Male,22,FqihBenSalah,30000,3000,Tres Bien,15642,
182,Male,20,Beni Mellal,30000,3000,Moyen,15254,
183,Female,21,FqihBenSalah,30000,3000,Moyen,6668,
184,Female,24,Khouribga,30000,3000,Tres Bien,6361,
185,Male,19,Khenifra,30000,3000,Tres Bien,13777,
186,Female,23,Azilal,30000,3000,Tres Bien,4579,
187,Male,19,OuedZem,30000,3000,Bien,4938,
188,Male,23,Tadla,30000,3000,Bien,18839,
189,Male,20,Beni Mellal,30000,3000,Tres Bien,4280,
190,Male,21,FqihBenSalah,30000,3000,Tres Bien,10639,
191,Male,24,Beni Mellal,30000,3000,Bien,7408,
192,Female,18,Tadla,30000,3000,Passable,16077,
193,Female,21,Beni Mellal,30000,3000,Tres Bien,19593,
194,Female,19,Khouribga,30000,3000,Moyen,16077,
195,Male,21,Khouribga,30000,3000,Bien,12066,
196,Male,20,Khenifra,30000,3000,Passable,19186,
197,Male,22,OuedZem,30000,3000,Moyen,7919,
198,Female,22,Khouribga,30000,3000,Moyen,13460,
199,Female,19,Azilal,30000,3000,Moyen,6822,
200,Female,21,Azilal,30000,3000,Tres Bien,6040,
201,Female,20,FqihBenSalah,30000,3000,Tres Bien,15247,
202,Female,24,FqihBenSalah,30000,3000,Tres Bien,15658,
203,Female,21,FqihBenSalah,30000,3000,Passable,15853,
204,Female,24,Azilal,30000,3000,Moyen,8864,
205,Male,20,OuedZem,30000,3000,Tres Bien,8262,
206,Male,19,Azilal,30000,3000,Moyen,9262,
207,Female,23,OuedZem,30000,3000,Passable,12345,
208,Female,20,Khenifra,30000,3000,Tres Bien,6396,
209,Female,23,Azilal,30000,3000,Moyen,17994,
210,Female,20,Azilal,30000,3000,Tres Bien,15509,
211,Female,21,Khenifra,30000,3000,Passable,11935,
212,Male,24,Azilal,30000,3000,Bien,9126,
213,Male,23,Khenifra,30000,3000,Moyen,4103,
214,Female,18,Khenifra,30000,3000,Moyen,19746,
215,Male,18,Beni Mellal,30000,3000,Tres Bien,17595,
216,Female,20,OuedZem,30000,3000,Bien,13197,
217,Male,25,FqihBenSalah,30000,3000,Tres Bien,14167,
218,Female,18,Tadla,30000,3000,Bien,17441,
219,Female,22,FqihBenSalah,30000,3000,Moyen,4457,
220,Female,18,OuedZem,30000,3000,Passable,10014,
221,Male,18,FqihBenSalah,30000,3000,Moyen,18508,
222,Male,20,Azilal,30000,3000,Passable,4717,
223,Female,23,Khenifra,30000,3000,Moyen,19549,
224,Female,23,Beni Mellal,30000,3000,Passable,5830,
225,Male,25,Azilal,30000,3000,Moyen,11155,
226,Male,22,Khenifra,30000,3000,Moyen,10416,
227,Male,25,Beni Mellal,30000,3000,Moyen,8263,
228,Female,23,Tadla,30000,3000,Moyen,11054,
229,Male,19,Beni Mellal,30000,3000,Bien,9073,
230,Male,21,Khenifra,30000,3000,Tres Bien,18272,
231,Female,19,OuedZem,30000,3000,Moyen,10740,
232,Female,18,Tadla,30000,3000,Passable,16428,
233,Male,23,Khouribga,30000,3000,Tres Bien,17723,
234,Male,25,Khenifra,30000,3000,Passable,8273,
235,Female,22,Tadla,30000,3000,Tres Bien,6002,
236,Male,20,Khouribga,30000,3000,Bien,19454,
237,Male,24,Tadla,30000,3000,Moyen,16786,
238,Female,18,Tadla,30000,3000,Passable,4011,
239,Female,22,Khouribga,30000,3000,Moyen,5294,
240,Female,25,OuedZem,30000,3000,Passable,12655,
241,Female,24,Khenifra,30000,3000,Moyen,16984,
242,Male,20,FqihBenSalah,30000,3000,Passable,9427,
243,Female,19,Azilal,30000,3000,Bien,4091,
244,Female,19,OuedZem,30000,3000,Bien,19327,
245,Female,24,FqihBenSalah,30000,3000,Bien,4953,
246,Male,19,OuedZem,30000,3000,Bien,6539,
247,Female,20,Khenifra,30000,3000,Bien,13613,
248,Male,25,OuedZem,30000,3000,Moyen,7886,
249,Female,25,Tadla,30000,3000,Tres Bien,18363,
250,Female,21,OuedZem,30000,3000,Moyen,19043,
251,Male,20,Tadla,30000,3000,Moyen,7926,
252,Female,23,Tadla,30000,3000,Passable,9477,
253,Female,25,Khenifra,30000,3000,Moyen,17334,
254,Female,21,Beni Mellal,30000,3000,Moyen,14290,
255,Female,23,Khouribga,30000,3000,Bien,9077,
256,Female,25,Beni Mellal,30000,3000,Tres Bien,19770,
257,Male,23,Azilal,30000,3000,Tres Bien,18176,
258,Male,19,OuedZem,30000,3000,Bien,11042,
259,Female,21,FqihBenSalah,30000,3000,Moyen,14303,
260,Female,20,Khouribga,30000,3000,Moyen,7954,
261,Male,19,Beni Mellal,30000,3000,Bien,9583,
262,Female,21,FqihBenSalah,30000,3000,Bien,18148,
263,Male,21,Azilal,30000,3000,Bien,11148,
264,Male,22,Beni Mellal,30000,3000,Passable,8693,
265,Female,19,OuedZem,30000,3000,Moyen,5055,
266,Female,18,OuedZem,30000,3000,Passable,12049,
267,Male,23,Khouribga,30000,3000,Passable,12346,
268,Female,22,OuedZem,30000,3000,Bien,15690,
269,Male,19,Azilal,30000,3000,Passable,6233,
270,Male,20,OuedZem,30000,3000,Tres Bien,9367,
271,Female,21,Tadla,30000,3000,Bien,12130,
272,Male,22,Khenifra,30000,3000,Tres Bien,6594,
273,Male,21,OuedZem,30000,3000,Passable,4454,
274,Male,21,Beni Mellal,30000,3000,Bien,8604,
275,Male,20,Khouribga,30000,3000,Bien,4953,
276,Female,18,OuedZem,30000,3000,Tres Bien,17769,
277,Male,18,Khouribga,30000,3000,Passable,12820,
278,Male,19,OuedZem,30000,3000,Passable,11488,
279,Female,24,FqihBenSalah,30000,3000,Tres Bien,14374,
280,Female,18,Khenifra,30000,3000,Bien,5183,
281,Male,18,Khouribga,30000,3000,Moyen,15046,
282,Female,18,OuedZem,30000,3000,Moyen,6154,
283,Female,21,Beni Mellal,30000,3000,Bien,11831,
284,Male,20,FqihBenSalah,30000,3000,Passable,17544,
285,Male,19,Khenifra,30000,3000,Moyen,8396,
286,Female,24,Khouribga,30000,3000,Moyen,17960,
287,Female,18,OuedZem,30000,3000,Tres Bien,4878,
288,Female,19,Khouribga,30000,3000,Passable,4989,
289,Male,20,Beni Mellal,30000,3000,Bien,12940,
290,Male,19,OuedZem,30000,3000,Bien,8936,
291,Male,18,FqihBenSalah,30000,3000,Moyen,5864,
292,Male,21,Beni Mellal,30000,3000,Moyen,17212,
293,Female,21,Azilal,30000,3000,Tres Bien,16084,
294,Female,21,Azilal,30000,3000,Moyen,8598,
295,Male,22,OuedZem,30000,3000,Bien,16022,
296,Male,25,FqihBenSalah,30000,3000,Passable,4012,
297,Female,19,Beni Mellal,30000,3000,Passable,8249,
298,Female,23,Tadla,30000,3000,Passable,16454,
299,Female,24,OuedZem,30000,3000,Tres Bien,13618,
300,Male,24,OuedZem,30000,3000,Passable,11882,
301,Female,22,Tadla,30000,3000,Moyen,19241,
302,Female,21,FqihBenSalah,30000,3000,Moyen,8878,
303,Male,24,Beni Mellal,30000,3000,Tres Bien,9256,
304,Male,25,FqihBenSalah,30000,3000,Tres Bien,6552,
305,Female,18,Azilal,30000,3000,Tres Bien,14672,
306,Female,19,Azilal,30000,3000,Passable,16054,
307,Male,25,Azilal,30000,3000,Tres Bien,6655,
308,Female,23,Khenifra,30000,3000,Moyen,18397,
309,Female,25,Azilal,30000,3000,Tres Bien,11107,
310,Male,21,Khenifra,30000,3000,Moyen,7268,
311,Female,22,Khenifra,30000,3000,Moyen,7448,
312,Male,25,FqihBenSalah,30000,3000,Passable,11457,
313,Male,20,Azilal,30000,3000,Passable,18031,
314,Male,23,FqihBenSalah,30000,3000,Passable,4290,
315,Male,24,Azilal,30000,3000,Tres Bien,19795,
316,Male,18,Beni Mellal,30000,3000,Bien,15112,
317,Male,21,Khenifra,30000,3000,Tres Bien,19886,
318,Female,22,Beni Mellal,30000,3000,Tres Bien,8756,
319,Female,24,Tadla,30000,3000,Passable,11997,
320,Female,23,Tadla,30000,3000,Tres Bien,8214,
321,Female,22,Azilal,30000,3000,Tres Bien,10217,
322,Male,18,Beni Mellal,30000,3000,Moyen,17989,
323,Female,20,FqihBenSalah,30000,3000,Bien,12282,
324,Female,22,Khenifra,30000,3000,Moyen,13979,
325,Male,25,Azilal,30000,3000,Passable,5690,
326,Male,24,FqihBenSalah,30000,3000,Tres Bien,10264,
327,Male,21,Khenifra,30000,3000,Tres Bien,4263,
328,Female,22,Tadla,30000,3000,Bien,17510,
329,Female,19,Khouribga,30000,3000,Bien,13315,
330,Male,24,Tadla,30000,3000,Bien,10036,
331,Female,24,Tadla,30000,3000,Bien,15522,
332,Male,20,Azilal,30000,3000,Bien,15737,
333,Female,18,FqihBenSalah,30000,3000,Moyen,12138,
334,Male,24,Khouribga,30000,3000,Moyen,18945,
335,Male,20,Khenifra,30000,3000,Bien,8975,
336,Female,21,Khouribga,30000,3000,Moyen,12323,
337,Male,19,OuedZem,30000,3000,Passable,4880,
338,Female,19,Beni Mellal,30000,3000,Moyen,15871,
339,Male,24,Khouribga,30000,3000,Moyen,13641,
340,Male,23,Tadla,30000,3000,Moyen,18060,
341,Male,19,Khenifra,30000,3000,Tres Bien,4839,
342,Female,19,Khenifra,30000,3000,Bien,16356,
343,Female,21,Tadla,30000,3000,Passable,13660,
344,Female,19,Beni Mellal,30000,3000,Tres Bien,8926,
345,Male,22,Azilal,30000,3000,Bien,17798,
346,Female,24,Beni Mellal,30000,3000,Passable,11853,
347,Male,19,FqihBenSalah,30000,3000,Tres Bien,11015,
348,Male,24,FqihBenSalah,30000,3000,Moyen,7508,
349,Male,21,Azilal,30000,3000,Passable,14047,
350,Female,24,FqihBenSalah,30000,3000,Moyen,9617,
351,Male,19,Tadla,30000,3000,Tres Bien,10851,
352,Female,18,Beni Mellal,30000,3000,Moyen,15700,
353,Female,18,Azilal,30000,3000,Moyen,13303,
354,Male,24,Tadla,30000,3000,Tres Bien,7185,
355,Female,25,OuedZem,30000,3000,Passable,19150,
356,Female,19,Khenifra,30000,3000,Tres Bien,13415,
357,Male,20,Beni Mellal,30000,3000,Tres Bien,11830,
358,Male,18,Beni Mellal,30000,3000,Moyen,9101,
359,Male,18,Tadla,30000,3000,Moyen,11219,
360,Male,19,Beni Mellal,30000,3000,Moyen,9636,
361,Female,22,Khouribga,30000,3000,Passable,16622,
362,Female,25,Beni Mellal,30000,3000,Bien,11911,
363,Female,24,Azilal,30000,3000,Tres Bien,12205,
364,Male,20,OuedZem,30000,3000,Bien,11598,
365,Female,23,Beni Mellal,30000,3000,Tres Bien,4671,
366,Male,23,Beni Mellal,30000,3000,Passable,11969,
367,Male,22,Beni Mellal,30000,3000,Passable,14701,
368,Female,20,FqihBenSalah,30000,3000,Moyen,10063,
369,Female,21,Tadla,30000,3000,Passable,15777,
370,Female,23,FqihBenSalah,30000,3000,Tres Bien,16929,
371,Female,22,OuedZem,30000,3000,Moyen,9511,
372,Female,19,Beni Mellal,30000,3000,Passable,10510,
373,Female,22,Azilal,30000,3000,Moyen,9892,
374,Male,25,Khouribga,30000,3000,Bien,19367,
375,Female,24,OuedZem,30000,3000,Moyen,4614,
376,Male,24,FqihBenSalah,30000,3000,Tres Bien,7031,
377,Male,24,OuedZem,30000,3000,Passable,18389,
378,Female,19,Tadla,30000,3000,Tres Bien,12279,
379,Male,25,Khenifra,30000,3000,Moyen,14789,
380,Male,22,Khouribga,30000,3000,Tres Bien,11941,
381,Female,18,Tadla,30000,3000,Passable,13442,
382,Male,22,Azilal,30000,3000,Bien,15179,
383,Female,22,Beni Mellal,30000,3000,Tres Bien,8064,
384,Male,18,Tadla,30000,3000,Tres Bien,6664,
385,Female,18,Tadla,30000,3000,Passable,6647,
386,Female,24,Beni Mellal,30000,3000,Bien,9649,
387,Male,23,Azilal,30000,3000,Bien,17496,
388,Male,22,OuedZem,30000,3000,Bien,11693,
389,Male,25,OuedZem,30000,3000,Moyen,17918,
390,Female,22,OuedZem,30000,3000,Passable,13723,
391,Female,22,Khenifra,30000,3000,Bien,12619,
392,Male,22,Beni Mellal,30000,3000,Tres Bien,12911,
393,Female,19,Azilal,30000,3000,Moyen,8670,
394,Female,22,Tadla,30000,3000,Passable,13958,
395,Female,24,OuedZem,30000,3000,Moyen,13898,
396,Male,19,Azilal,30000,3000,Bien,19591,
397,Male,23,Beni Mellal,30000,3000,Passable,14424,
398,Male,20,Khouribga,30000,3000,Moyen,6801,
399,Female,24,Tadla,30000,3000,Passable,7714,
400,Male,19,Khouribga,30000,3000,Bien,11016,
401,Female,25,Beni Mellal,30000,3000,Tres Bien,13582,
402,Male,20,Tadla,30000,3000,Tres Bien,12741,
403,Female,21,FqihBenSalah,30000,3000,Passable,6773,
404,Male,22,Beni Mellal,30000,3000,Passable,19286,
405,Female,22,Beni Mellal,30000,3000,Bien,18893,
406,Male,24,Tadla,30000,3000,Passable,17657,
407,Male,23,Khouribga,30000,3000,Bien,4734,
408,Male,25,Beni Mellal,30000,3000,Tres Bien,9624,
409,Male,25,OuedZem,30000,3000,Moyen,18888,
410,Female,23,Beni Mellal,30000,3000,Bien,4521,
411,Female,22,Khouribga,30000,3000,Passable,7912,
412,Male,24,Tadla,30000,3000,Tres Bien,9927,
413,Male,21,OuedZem,30000,3000,Tres Bien,6756,
414,Female,22,Khenifra,30000,3000,Passable,18484,
415,Male,20,Khenifra,30000,3000,Bien,5334,
416,Male,19,Khenifra,30000,3000,Moyen,6441,
417,Female,23,Khouribga,30000,3000,Passable,17025,
418,Male,19,Khouribga,30000,3000,Moyen,19630,
419,Male,24,Tadla,30000,3000,Passable,18795,
420,Female,20,Khenifra,30000,3000,Passable,5702,
421,Female,21,FqihBenSalah,30000,3000,Moyen,16421,
422,Female,19,Azilal,30000,3000,Passable,12455,
423,Female,19,OuedZem,30000,3000,Moyen,13199,
424,Female,24,FqihBenSalah,30000,3000,Bien,11645,
425,Female,18,Khouribga,30000,3000,Tres Bien,18223,
426,Female,19,Khouribga,30000,3000,Tres Bien,14667,
427,Male,24,FqihBenSalah,30000,3000,Passable,4209,
428,Female,18,Tadla,30000,3000,Tres Bien,7693,
429,Male,23,Azilal,30000,3000,Moyen,16945,
430,Male,20,OuedZem,30000,3000,Moyen,6719,
431,Female,22,Beni Mellal,30000,3000,Moyen,10144,
432,Male,18,OuedZem,30000,3000,Bien,4321,
433,Male,23,Beni Mellal,30000,3000,Passable,6621,
434,Male,24,FqihBenSalah,30000,3000,Moyen,17005,
435,Female,21,Khenifra,30000,3000,Bien,14345,
436,Male,20,Tadla,30000,3000,Moyen,16777,
437,Female,23,Tadla,30000,3000,Passable,11833,
438,Male,25,Khenifra,30000,3000,Tres Bien,9697,
439,Female,22,FqihBenSalah,30000,3000,Bien,14428,
440,Female,20,Khouribga,30000,3000,Bien,14436,
441,Male,21,Beni Mellal,30000,3000,Bien,10256,
442,Female,24,Beni Mellal,30000,3000,Tres Bien,7103,
443,Male,24,FqihBenSalah,30000,3000,Bien,14855,
444,Male,23,FqihBenSalah,30000,3000,Bien,5918,
445,Male,25,OuedZem,30000,3000,Bien,17936,
446,Female,22,Khouribga,30000,3000,Bien,18458,
447,Male,18,Beni Mellal,30000,3000,Bien,6979,
448,Female,20,Khenifra,30000,3000,Tres Bien,8464,
449,Male,19,Khenifra,30000,3000,Moyen,11273,
450,Male,23,Beni Mellal,30000,3000,Passable,18266,
451,Male,23,OuedZem,30000,3000,Bien,10418,
452,Male,19,Tadla,30000,3000,Tres Bien,7939,
453,Male,21,Beni Mellal,30000,3000,Moyen,16978,
454,Male,20,Tadla,30000,3000,Passable,18230,
455,Male,23,Khenifra,30000,3000,Passable,11752,
456,Female,21,Khenifra,30000,3000,Tres Bien,15081,
457,Female,18,Tadla,30000,3000,Passable,8378,
458,Male,20,OuedZem,30000,3000,Bien,16908,
459,Female,19,Beni Mellal,30000,3000,Tres Bien,17422,
460,Female,23,Khouribga,30000,3000,Bien,4739,
461,Female,18,Khouribga,30000,3000,Passable,15180,
462,Male,18,FqihBenSalah,30000,3000,Moyen,19193,
463,Male,21,FqihBenSalah,30000,3000,Tres Bien,11321,
464,Female,18,FqihBenSalah,30000,3000,Moyen,10666,
465,Female,20,Beni Mellal,30000,3000,Passable,17898,
466,Male,24,Khenifra,30000,3000,Moyen,10216,
467,Female,19,Khenifra,30000,3000,Passable,13108,
468,Male,22,Beni Mellal,30000,3000,Moyen,16257,
469,Female,18,Khouribga,30000,3000,Passable,9569,
470,Female,19,Tadla,30000,3000,Moyen,13568,
471,Female,20,Khenifra,30000,3000,Bien,13601,
472,Female,25,Khenifra,30000,3000,Passable,19396,
473,Female,21,Tadla,30000,3000,Tres Bien,9401,
474,Male,24,Beni Mellal,30000,3000,Moyen,16925,
475,Male,20,OuedZem,30000,3000,Passable,4047,
476,Female,22,OuedZem,30000,3000,Moyen,9093,
477,Female,25,Khenifra,30000,3000,Tres Bien,16706,
478,Male,23,Beni Mellal,30000,3000,Bien,11593,
479,Male,22,Tadla,30000,3000,Passable,6780,
480,Male,23,OuedZem,30000,3000,Bien,7817,
481,Female,21,FqihBenSalah,30000,3000,Bien,5830,
482,Female,22,Khenifra,30000,3000,Passable,4302,
483,Female,20,FqihBenSalah,30000,3000,Passable,19552,
484,Male,24,Tadla,30000,3000,Passable,6000,
485,Female,20,Khenifra,30000,3000,Moyen,10194,
486,Male,21,OuedZem,30000,3000,Bien,8096,
487,Female,22,Tadla,30000,3000,Tres Bien,13903,
488,Male,18,Azilal,30000,3000,Passable,4461,
489,Female,20,OuedZem,30000,3000,Moyen,15189,
