Student_id,Gender,Bac_Type,Monthly_Wage_Public,School Tuition,Can_Afford,Scholarship,Can_Afford_Scholarship
55,Female,Scientific,6240,30000,1,1,1
56,Female,Scientific,8199,30000,1,1,1
57,Male,Scientific,9684,30000,1,1,1
58,Female,Scientific,7532,30000,1,1,1
59,Male,Literature,7873,30000,1,1,1
60,Male,Literature,6905,30000,1,1,1
61,Female,Scientific,9329,30000,1,1,1
62,Female,Literature,8699,30000,1,1,1
63,Male,Literature,9614,30000,1,1,1
64,Male,Scientific,7069,30000,1,1,1
65,Male,Scientific,8418,30000,1,1,1
66,Female,Scientific,6147,30000,1,1,1
67,Male,Scientific,9366,30000,1,1,1
68,Female,Scientific,9644,30000,1,1,1
69,Female,Literature,7124,30000,1,1,1
70,Male,Scientific,7867,30000,1,1,1
71,Female,Literature,7189,30000,1,1,1
72,Female,Scientific,8466,30000,1,1,1
73,Male,Scientific,9256,30000,1,1,1
74,Female,Literature,9564,30000,1,1,1
75,Male,Scientific,8045,30000,1,1,1
76,Female,Scientific,8623,30000,1,1,1
77,Male,Scientific,6632,30000,1,1,1
78,Female,Scientific,6989,30000,1,1,1
79,Female,Scientific,8253,30000,1,1,1
80,Female,Literature,7614,30000,1,1,1
81,Female,Scientific,8425,30000,1,1,1
82,Female,Literature,9784,30000,1,1,1
83,Male,Scientific,8365,30000,1,1,1
84,Male,Literature,6987,30000,1,1,1
85,Female,Literature,6149,30000,1,1,1
86,Male,Literature,6733,30000,1,1,1
87,Female,Literature,6517,30000,1,1,1
88,Male,Literature,9275,30000,1,1,1
89,Female,Scientific,7672,30000,1,1,1
90,Male,Literature,6250,30000,1,1,1
91,Male,Scientific,7790,30000,1,1,1
92,Male,Scientific,7661,30000,1,1,1
93,Female,Literature,9278,30000,1,1,1
94,Female,Scientific,9057,30000,1,1,1
95,Female,Scientific,9271,30000,1,1,1
96,Male,Scientific,8212,30000,1,1,1
97,Female,Scientific,7756,30000,1,1,1
98,Female,Scientific,8506,30000,1,1,1
99,Male,Literature,9659,30000,1,1,1
100,Male,Literature,7998,30000,1,1,1
101,Male,Literature,7055,30000,1,1,1
102,Male,Scientific,7748,30000,1,1,1
103,Female,Scientific,8768,30000,1,1,1
104,Male,Literature,8363,30000,1,1,1
105,Male,Literature,6899,30000,1,1,1
106,Male,Scientific,6885,30000,1,1,1
107,Male,Scientific,6787,30000,1,1,1
108,Male,Scientific,8746,30000,1,1,1
109,Female,Literature,7944,30000,1,1,1
110,Male,Literature,7613,30000,1,1,1
111,Male,Scientific,8267,30000,1,1,1
112,Male,Literature,8601,30000,1,1,1
113,Female,Literature,9891,30000,1,1,1
114,Female,Scientific,8404,30000,1,1,1
115,Female,Literature,6221,30000,1,1,1
116,Female,Scientific,8480,30000,1,1,1
117,Female,Literature,7841,30000,1,1,1
118,Female,Scientific,6284,30000,1,1,1
119,Female,Literature,8549,30000,1,1,1
120,Male,Literature,7254,30000,1,1,1
121,Female,Literature,6384,30000,1,1,1
122,Female,Literature,6769,30000,1,1,1
123,Female,Literature,8579,30000,1,1,1
124,Male,Scientific,7183,30000,1,1,1
125,Female,Literature,8082,30000,1,1,1
126,Female,Scientific,6006,30000,1,1,1
127,Male,Scientific,7945,30000,1,1,1
128,Female,Scientific,8646,30000,1,1,1
129,Female,Scientific,9776,30000,1,1,1
130,Female,Literature,9390,30000,1,1,1
131,Male,Scientific,8798,30000,1,1,1
132,Male,Scientific,6446,30000,1,1,1
133,Male,Literature,7941,30000,1,1,1
134,Male,Scientific,9883,30000,1,1,1
135,Male,Scientific,9709,30000,1,1,1
136,Male,Scientific,8823,30000,1,1,1
137,Male,Literature,7363,30000,1,1,1
138,Male,Literature,9265,30000,1,1,1
139,Male,Literature,9575,30000,1,1,1
140,Male,Scientific,6863,30000,1,1,1
141,Female,Scientific,8171,30000,1,1,1
142,Male,Scientific,8208,30000,1,1,1
143,Female,Literature,6731,30000,1,1,1
144,Male,Literature,8344,30000,1,1,1
145,Female,Literature,9188,30000,1,1,1
146,Male,Literature,8972,30000,1,1,1
147,Female,Scientific,8836,30000,1,1,1
148,Female,Literature,7574,30000,1,1,1
149,Male,Literature,9060,30000,1,1,1
150,Female,Scientific,8523,30000,1,1,1
151,Male,Literature,9066,30000,1,1,1
152,Female,Scientific,7677,30000,1,1,1
153,Female,Scientific,9679,30000,1,1,1
154,Female,Literature,7139,30000,1,1,1
155,Male,Scientific,6016,30000,1,1,1
156,Male,Scientific,8248,30000,1,1,1
157,Female,Literature,7308,30000,1,1,1
158,Male,Literature,9309,30000,1,1,1
159,Female,Scientific,8834,30000,1,1,1
160,Female,Literature,8978,30000,1,1,1
161,Male,Literature,7751,30000,1,1,1
162,Male,Scientific,7298,30000,1,1,1
163,Female,Scientific,8306,30000,1,1,1
164,Female,Literature,6949,30000,1,1,1
165,Male,Literature,9633,30000,1,1,1
166,Female,Literature,9902,30000,1,1,1
167,Male,Literature,8890,30000,1,1,1
168,Female,Scientific,9632,30000,1,1,1
169,Male,Scientific,8522,30000,1,1,1
170,Male,Literature,8370,30000,1,1,1
171,Male,Scientific,8284,30000,1,1,1
172,Female,Literature,8340,30000,1,1,1
173,Female,Literature,6042,30000,1,1,1
174,Female,Scientific,6461,30000,1,1,1
175,Female,Scientific,6497,30000,1,1,1
176,Female,Literature,6419,30000,1,1,1
177,Female,Scientific,6693,30000,1,1,1
178,Female,Literature,6993,30000,1,1,1
179,Female,Literature,6571,30000,1,1,1
180,Female,Scientific,7923,30000,1,1,1
181,Male,Literature,8021,30000,1,1,1
182,Female,Literature,8340,30000,1,1,1
183,Female,Scientific,9220,30000,1,1,1
184,Male,Scientific,8468,30000,1,1,1
185,Male,Scientific,9002,30000,1,1,1
186,Female,Literature,7187,30000,1,1,1
187,Male,Scientific,6476,30000,1,1,1
188,Male,Literature,6374,30000,1,1,1
189,Male,Scientific,8333,30000,1,1,1
190,Female,Scientific,9087,30000,1,1,1
191,Female,Scientific,7984,30000,1,1,1
192,Female,Literature,6560,30000,1,1,1
193,Female,Scientific,7187,30000,1,1,1
194,Male,Literature,9658,30000,1,1,1
195,Male,Literature,8938,30000,1,1,1
196,Female,Literature,8704,30000,1,1,1
197,Female,Literature,7075,30000,1,1,1
198,Male,Literature,9337,30000,1,1,1
199,Female,Literature,9618,30000,1,1,1
200,Male,Scientific,8306,30000,1,1,1
201,Male,Scientific,9878,30000,1,1,1
202,Female,Scientific,6113,30000,1,1,1
203,Male,Scientific,6698,30000,1,1,1
204,Male,Literature,6314,30000,1,1,1
205,Male,Scientific,6771,30000,1,1,1
206,Female,Literature,6468,30000,1,1,1
207,Female,Literature,8523,30000,1,1,1
208,Male,Scientific,8955,30000,1,1,1
209,Male,Scientific,6903,30000,1,1,1
210,Female,Literature,6512,30000,1,1,1
211,Female,Scientific,7423,30000,1,1,1
212,Male,Literature,9716,30000,1,1,1
213,Female,Scientific,6356,30000,1,1,1
214,Female,Literature,9682,30000,1,1,1
215,Male,Literature,7180,30000,1,1,1
216,Male,Scientific,9284,30000,1,1,1
217,Female,Scientific,7717,30000,1,1,1
218,Male,Literature,8357,30000,1,1,1
219,Female,Literature,6480,30000,1,1,1
220,Female,Literature,6393,30000,1,1,1
221,Female,Scientific,6536,30000,1,1,1
222,Female,Scientific,7795,30000,1,1,1
223,Female,Literature,6764,30000,1,1,1
224,Male,Scientific,7871,30000,1,1,1
225,Female,Literature,7795,30000,1,1,1
226,Male,Literature,9722,30000,1,1,1
227,Male,Scientific,8898,30000,1,1,1
228,Male,Literature,9516,30000,1,1,1
229,Male,Literature,7538,30000,1,1,1
230,Female,Scientific,9763,30000,1,1,1
231,Male,Scientific,8596,30000,1,1,1
232,Female,Literature,7983,30000,1,1,1
233,Female,Literature,9495,30000,1,1,1
234,Female,Literature,7143,30000,1,1,1
235,Male,Scientific,8708,30000,1,1,1
236,Male,Scientific,6058,30000,1,1,1
237,Male,Literature,8203,30000,1,1,1
238,Female,Literature,6741,30000,1,1,1
239,Female,Literature,7002,30000,1,1,1
240,Male,Scientific,9500,30000,1,1,1
241,Female,Literature,9987,30000,1,1,1
242,Male,Scientific,6619,30000,1,1,1
243,Female,Scientific,7093,30000,1,1,1
244,Male,Scientific,8210,30000,1,1,1
245,Male,Scientific,9047,30000,1,1,1
246,Male,Literature,9519,30000,1,1,1
247,Female,Scientific,7924,30000,1,1,1
248,Female,Scientific,6396,30000,1,1,1
249,Male,Literature,7530,30000,1,1,1
250,Female,Literature,8259,30000,1,1,1
251,Male,Literature,6937,30000,1,1,1
252,Female,Scientific,7547,30000,1,1,1
253,Female,Scientific,7843,30000,1,1,1
254,Male,Scientific,8641,30000,1,1,1
255,Female,Literature,7194,30000,1,1,1
256,Female,Scientific,8197,30000,1,1,1
257,Female,Literature,8880,30000,1,1,1
258,Female,Scientific,6418,30000,1,1,1
259,Female,Literature,7377,30000,1,1,1
260,Male,Literature,8632,30000,1,1,1
261,Female,Literature,6874,30000,1,1,1
262,Female,Scientific,9124,30000,1,1,1
263,Female,Literature,6247,30000,1,1,1
264,Male,Scientific,6463,30000,1,1,1
265,Female,Scientific,6105,30000,1,1,1
266,Female,Literature,9745,30000,1,1,1
267,Male,Literature,8678,30000,1,1,1
268,Male,Scientific,8290,30000,1,1,1
269,Female,Literature,8018,30000,1,1,1
270,Male,Scientific,8788,30000,1,1,1
271,Male,Literature,8665,30000,1,1,1
272,Male,Literature,9645,30000,1,1,1
273,Female,Scientific,8323,30000,1,1,1
274,Female,Literature,9010,30000,1,1,1
275,Male,Scientific,8102,30000,1,1,1
276,Male,Literature,8339,30000,1,1,1
277,Female,Scientific,6192,30000,1,1,1
278,Male,Literature,6885,30000,1,1,1
279,Female,Scientific,7908,30000,1,1,1
280,Female,Literature,6606,30000,1,1,1
281,Female,Scientific,7404,30000,1,1,1
282,Male,Literature,8777,30000,1,1,1
283,Female,Scientific,7833,30000,1,1,1
284,Female,Scientific,9641,30000,1,1,1
285,Male,Literature,7012,30000,1,1,1
286,Male,Literature,8161,30000,1,1,1
287,Female,Scientific,6037,30000,1,1,1
288,Male,Literature,6298,30000,1,1,1
289,Female,Literature,8151,30000,1,1,1
290,Male,Literature,6843,30000,1,1,1
291,Male,Literature,6576,30000,1,1,1
292,Female,Scientific,7152,30000,1,1,1
293,Female,Literature,9659,30000,1,1,1
294,Female,Scientific,9580,30000,1,1,1
295,Male,Scientific,7198,30000,1,1,1
296,Male,Scientific,8961,30000,1,1,1
297,Female,Literature,8900,30000,1,1,1
298,Male,Scientific,9707,30000,1,1,1
299,Female,Scientific,6388,30000,1,1,1
300,Male,Literature,6115,30000,1,1,1
301,Male,Scientific,7406,30000,1,1,1
302,Female,Scientific,7874,30000,1,1,1
303,Female,Scientific,8191,30000,1,1,1
304,Female,Literature,6828,30000,1,1,1
305,Male,Literature,9027,30000,1,1,1
306,Female,Literature,7937,30000,1,1,1
307,Female,Literature,9359,30000,1,1,1
308,Male,Scientific,9690,30000,1,1,1
309,Female,Literature,7686,30000,1,1,1
310,Male,Scientific,9381,30000,1,1,1
311,Male,Literature,6069,30000,1,1,1
312,Female,Scientific,8324,30000,1,1,1
313,Male,Literature,7565,30000,1,1,1
314,Female,Literature,8346,30000,1,1,1
315,Female,Literature,8949,30000,1,1,1
316,Male,Scientific,8205,30000,1,1,1
317,Female,Literature,7860,30000,1,1,1
318,Female,Scientific,7596,30000,1,1,1
319,Male,Literature,8055,30000,1,1,1
320,Male,Literature,8231,30000,1,1,1
321,Male,Scientific,6650,30000,1,1,1
322,Male,Literature,6270,30000,1,1,1
323,Female,Literature,8491,30000,1,1,1
324,Male,Literature,6304,30000,1,1,1
325,Female,Literature,6271,30000,1,1,1
326,Male,Scientific,8369,30000,1,1,1
327,Male,Scientific,8561,30000,1,1,1
328,Female,Scientific,7278,30000,1,1,1
329,Male,Scientific,6143,30000,1,1,1
330,Female,Scientific,9326,30000,1,1,1
331,Male,Literature,8943,30000,1,1,1
332,Male,Literature,8528,30000,1,1,1
333,Female,Literature,8189,30000,1,1,1
334,Male,Scientific,8243,30000,1,1,1
335,Female,Scientific,7537,30000,1,1,1
336,Female,Literature,8166,30000,1,1,1
337,Female,Literature,8055,30000,1,1,1
338,Male,Literature,6528,30000,1,1,1
339,Female,Literature,7648,30000,1,1,1
340,Female,Scientific,7263,30000,1,1,1
341,Male,Scientific,8858,30000,1,1,1
342,Female,Scientific,9526,30000,1,1,1
343,Female,Scientific,8969,30000,1,1,1
344,Male,Scientific,9201,30000,1,1,1
345,Female,Literature,8466,30000,1,1,1
346,Male,Literature,7042,30000,1,1,1
347,Female,Literature,7160,30000,1,1,1
348,Female,Literature,9730,30000,1,1,1
349,Male,Literature,9585,30000,1,1,1
350,Female,Scientific,6202,30000,1,1,1
351,Female,Literature,9736,30000,1,1,1
352,Male,Literature,6312,30000,1,1,1
353,Male,Scientific,8380,30000,1,1,1
354,Male,Literature,9301,30000,1,1,1
355,Female,Scientific,7491,30000,1,1,1
356,Male,Scientific,7969,30000,1,1,1
357,Female,Scientific,8544,30000,1,1,1
358,Male,Scientific,7992,30000,1,1,1
359,Female,Literature,8496,30000,1,1,1
360,Female,Scientific,7539,30000,1,1,1
361,Female,Scientific,7919,30000,1,1,1
362,Male,Scientific,7245,30000,1,1,1
363,Female,Literature,9308,30000,1,1,1
364,Female,Literature,9445,30000,1,1,1
365,Female,Literature,8053,30000,1,1,1
366,Female,Literature,7481,30000,1,1,1
367,Male,Literature,9357,30000,1,1,1
368,Male,Literature,7621,30000,1,1,1
369,Male,Literature,7223,30000,1,1,1
370,Female,Literature,9672,30000,1,1,1
371,Male,Scientific,7982,30000,1,1,1
372,Male,Literature,7588,30000,1,1,1
373,Female,Literature,9784,30000,1,1,1
374,Female,Scientific,7336,30000,1,1,1
375,Female,Scientific,8936,30000,1,1,1
376,Male,Scientific,7806,30000,1,1,1
377,Male,Literature,7769,30000,1,1,1
378,Male,Literature,6217,30000,1,1,1
379,Female,Scientific,7668,30000,1,1,1
380,Female,Scientific,8404,30000,1,1,1
381,Female,Literature,6610,30000,1,1,1
382,Female,Scientific,6762,30000,1,1,1
383,Female,Scientific,8090,30000,1,1,1
384,Female,Literature,9561,30000,1,1,1
385,Female,Scientific,6254,30000,1,1,1
386,Male,Literature,9284,30000,1,1,1
387,Male,Literature,8218,30000,1,1,1
388,Female,Literature,8436,30000,1,1,1
389,Male,Literature,8632,30000,1,1,1
390,Female,Scientific,7875,30000,1,1,1
391,Female,Scientific,6731,30000,1,1,1
392,Female,Literature,9772,30000,1,1,1
393,Female,Literature,8752,30000,1,1,1
394,Female,Literature,6271,30000,1,1,1
395,Male,Scientific,6691,30000,1,1,1
396,Female,Scientific,6778,30000,1,1,1
397,Female,Literature,9766,30000,1,1,1
398,Male,Literature,8649,30000,1,1,1
399,Male,Literature,8970,30000,1,1,1
400,Male,Literature,8967,30000,1,1,1
401,Male,Literature,6695,30000,1,1,1
402,Male,Scientific,8171,30000,1,1,1
403,Male,Literature,8607,30000,1,1,1
404,Male,Literature,7346,30000,1,1,1
405,Female,Scientific,8527,30000,1,1,1
406,Male,Literature,6583,30000,1,1,1
407,Male,Scientific,7211,30000,1,1,1
408,Male,Literature,7944,30000,1,1,1
409,Female,Scientific,6952,30000,1,1,1
410,Male,Scientific,6668,30000,1,1,1
411,Male,Scientific,9386,30000,1,1,1
412,Female,Literature,6868,30000,1,1,1
413,Male,Literature,7430,30000,1,1,1
414,Male,Scientific,7028,30000,1,1,1
415,Female,Scientific,8850,30000,1,1,1
416,Female,Literature,6350,30000,1,1,1
417,Female,Literature,9350,30000,1,1,1
418,Male,Scientific,9020,30000,1,1,1
419,Female,Literature,9776,30000,1,1,1
420,Female,Scientific,6581,30000,1,1,1
421,Male,Scientific,9926,30000,1,1,1
422,Female,Scientific,8652,30000,1,1,1
423,Male,Scientific,8998,30000,1,1,1
424,Female,Scientific,7588,30000,1,1,1
425,Female,Scientific,9671,30000,1,1,1
426,Female,Literature,8723,30000,1,1,1
427,Female,Literature,9570,30000,1,1,1
428,Female,Literature,8201,30000,1,1,1
429,Male,Literature,6578,30000,1,1,1
430,Female,Scientific,9779,30000,1,1,1
431,Female,Scientific,9108,30000,1,1,1
432,Male,Scientific,6871,30000,1,1,1
433,Male,Literature,7380,30000,1,1,1
434,Female,Scientific,7327,30000,1,1,1
435,Male,Literature,8662,30000,1,1,1
436,Female,Scientific,8813,30000,1,1,1
437,Female,Literature,6327,30000,1,1,1
438,Male,Literature,6275,30000,1,1,1
439,Female,Scientific,6627,30000,1,1,1
440,Male,Scientific,8834,30000,1,1,1
441,Male,Literature,9558,30000,1,1,1
442,Male,Literature,6580,30000,1,1,1
443,Male,Scientific,8917,30000,1,1,1
444,Male,Scientific,7084,30000,1,1,1
445,Female,Scientific,7570,30000,1,1,1
446,Male,Scientific,6329,30000,1,1,1
447,Female,Literature,9227,30000,1,1,1
448,Female,Literature,8683,30000,1,1,1
449,Female,Scientific,7622,30000,1,1,1
450,Male,Literature,8531,30000,1,1,1
451,Female,Scientific,8168,30000,1,1,1
452,Female,Scientific,8920,30000,1,1,1
453,Male,Literature,6906,30000,1,1,1
454,Male,Literature,6483,30000,1,1,1
455,Male,Scientific,8747,30000,1,1,1
456,Male,Scientific,8435,30000,1,1,1
457,Female,Scientific,9623,30000,1,1,1
458,Female,Literature,7887,30000,1,1,1
459,Female,Literature,9557,30000,1,1,1
460,Male,Literature,6874,30000,1,1,1
461,Female,Scientific,9965,30000,1,1,1
462,Male,Literature,9964,30000,1,1,1
463,Male,Scientific,8386,30000,1,1,1
464,Female,Scientific,6266,30000,1,1,1
465,Male,Scientific,6050,30000,1,1,1
466,Female,Literature,9601,30000,1,1,1
467,Female,Literature,8465,30000,1,1,1
468,Male,Scientific,6595,30000,1,1,1
469,Male,Literature,9060,30000,1,1,1
470,Female,Literature,9546,30000,1,1,1
471,Female,Literature,8374,30000,1,1,1
472,Male,Literature,6175,30000,1,1,1
473,Male,Scientific,8068,30000,1,1,1
474,Male,Scientific,6962,30000,1,1,1
475,Female,Scientific,8902,30000,1,1,1
476,Male,Scientific,6899,30000,1,1,1
477,Female,Scientific,6009,30000,1,1,1
478,Female,Literature,8175,30000,1,1,1
479,Male,Scientific,7637,30000,1,1,1
480,Female,Scientific,6424,30000,1,1,1
481,Male,Literature,7367,30000,1,1,1
482,Male,Literature,6277,30000,1,1,1
483,Male,Scientific,6178,30000,1,1,1
484,Male,Scientific,8755,30000,1,1,1
485,Male,Literature,8418,30000,1,1,1
486,Female,Scientific,8058,30000,1,1,1
487,Female,Literature,6463,30000,1,1,1
488,Male,Scientific,7759,30000,1,1,1
489,Male,Literature,9931,30000,1,1,1
490,Male,Scientific,7935,30000,1,1,1
491,Male,Scientific,7368,30000,1,1,1
492,Female,Scientific,6622,30000,1,1,1
493,Female,Literature,6390,30000,1,1,1
494,Female,Scientific,6822,30000,1,1,1
495,Male,Scientific,7129,30000,1,1,1
496,Male,Literature,7587,30000,1,1,1
497,Male,Scientific,8761,30000,1,1,1
498,Female,Literature,7223,30000,1,1,1
499,Male,Scientific,8209,30000,1,1,1
500,Male,Literature,8787,30000,1,1,1
501,Male,Literature,9807,30000,1,1,1
502,Male,Scientific,8201,30000,1,1,1
503,Male,Scientific,7383,30000,1,1,1
504,Male,Literature,9572,30000,1,1,1
505,Female,Scientific,9100,30000,1,1,1
506,Female,Scientific,7449,30000,1,1,1
507,Male,Scientific,9617,30000,1,1,1
508,Male,Scientific,8077,30000,1,1,1
509,Male,Literature,6333,30000,1,1,1
510,Female,Literature,8108,30000,1,1,1
511,Female,Scientific,8372,30000,1,1,1
512,Male,Scientific,7856,30000,1,1,1
513,Female,Literature,6450,30000,1,1,1
514,Male,Literature,7383,30000,1,1,1
515,Female,Scientific,7880,30000,1,1,1
516,Male,Scientific,9750,30000,1,1,1
517,Male,Literature,9144,30000,1,1,1
518,Female,Literature,9233,30000,1,1,1
519,Female,Literature,7318,30000,1,1,1
520,Female,Literature,7296,30000,1,1,1
521,Male,Scientific,9152,30000,1,1,1
522,Male,Scientific,9962,30000,1,1,1
523,Male,Literature,9200,30000,1,1,1
524,Female,Scientific,9203,30000,1,1,1
525,Male,Literature,9586,30000,1,1,1
526,Female,Scientific,7266,30000,1,1,1
527,Female,Literature,7499,30000,1,1,1
528,Female,Scientific,7002,30000,1,1,1
529,Female,Literature,6416,30000,1,1,1
530,Male,Literature,9291,30000,1,1,1
531,Male,Literature,8468,30000,1,1,1
532,Female,Literature,9539,30000,1,1,1
533,Female,Scientific,8853,30000,1,1,1
534,Female,Scientific,7334,30000,1,1,1
535,Female,Scientific,9551,30000,1,1,1
536,Male,Scientific,7053,30000,1,1,1
537,Male,Scientific,7312,30000,1,1,1
538,Male,Literature,8752,30000,1,1,1
539,Female,Literature,8760,30000,1,1,1
540,Female,Literature,6476,30000,1,1,1
541,Female,Scientific,7118,30000,1,1,1
542,Female,Scientific,7952,30000,1,1,1
543,Male,Scientific,8634,30000,1,1,1
544,Female,Literature,6966,30000,1,1,1
545,Male,Scientific,6058,30000,1,1,1
546,Female,Literature,8201,30000,1,1,1
547,Female,Scientific,7955,30000,1,1,1
548,Female,Scientific,9209,30000,1,1,1
549,Male,Scientific,6032,30000,1,1,1
550,Female,Literature,6411,30000,1,1,1
551,Male,Scientific,7246,30000,1,1,1
552,Male,Scientific,7320,30000,1,1,1
553,Female,Scientific,6841,30000,1,1,1
554,Male,Literature,6179,30000,1,1,1
555,Female,Literature,7943,30000,1,1,1
556,Male,Scientific,8452,30000,1,1,1
557,Male,Scientific,6082,30000,1,1,1
558,Male,Literature,8682,30000,1,1,1
559,Female,Scientific,8896,30000,1,1,1
560,Female,Literature,8986,30000,1,1,1
561,Male,Scientific,7952,30000,1,1,1
562,Male,Scientific,8058,30000,1,1,1
563,Male,Scientific,9016,30000,1,1,1
564,Female,Scientific,6956,30000,1,1,1
565,Female,Scientific,8602,30000,1,1,1
566,Male,Scientific,7562,30000,1,1,1
567,Male,Scientific,6478,30000,1,1,1
568,Male,Literature,9472,30000,1,1,1
569,Male,Literature,9083,30000,1,1,1
570,Female,Literature,9835,30000,1,1,1
571,Male,Scientific,8945,30000,1,1,1
572,Female,Literature,6262,30000,1,1,1
573,Male,Literature,8123,30000,1,1,1
574,Female,Literature,6842,30000,1,1,1
575,Male,Scientific,7195,30000,1,1,1
576,Female,Scientific,7617,30000,1,1,1
577,Female,Literature,9956,30000,1,1,1
578,Male,Literature,7771,30000,1,1,1
579,Male,Scientific,7144,30000,1,1,1
580,Female,Literature,8428,30000,1,1,1
581,Female,Scientific,9937,30000,1,1,1
582,Female,Scientific,7385,30000,1,1,1
583,Male,Scientific,8792,30000,1,1,1
584,Female,Literature,8822,30000,1,1,1
585,Male,Scientific,6658,30000,1,1,1
586,Female,Scientific,7965,30000,1,1,1
587,Male,Literature,6403,30000,1,1,1
588,Male,Scientific,8278,30000,1,1,1
589,Male,Scientific,7347,30000,1,1,1
590,Female,Scientific,9612,30000,1,1,1
591,Female,Scientific,9835,30000,1,1,1
592,Female,Literature,8074,30000,1,1,1
593,Male,Scientific,9005,30000,1,1,1
594,Male,Scientific,9735,30000,1,1,1
595,Female,Scientific,8982,30000,1,1,1
596,Female,Literature,7120,30000,1,1,1
597,Male,Literature,8099,30000,1,1,1
598,Female,Literature,8986,30000,1,1,1
599,Male,Scientific,9483,30000,1,1,1
600,Male,Literature,6060,30000,1,1,1
601,Male,Scientific,6735,30000,1,1,1
602,Male,Literature,8345,30000,1,1,1
603,Male,Scientific,8360,30000,1,1,1
604,Female,Scientific,9262,30000,1,1,1
605,Female,Literature,9763,30000,1,1,1
606,Male,Literature,9007,30000,1,1,1
607,Male,Scientific,8392,30000,1,1,1
608,Male,Scientific,8858,30000,1,1,1
609,Female,Literature,8704,30000,1,1,1
610,Male,Literature,8246,30000,1,1,1
611,Male,Literature,9098,30000,1,1,1
612,Female,Scientific,9301,30000,1,1,1
613,Male,Scientific,9301,30000,1,1,1
614,Male,Scientific,9305,30000,1,1,1
615,Female,Scientific,9603,30000,1,1,1
616,Male,Scientific,9674,30000,1,1,1
617,Male,Scientific,8842,30000,1,1,1
618,Female,Scientific,7299,30000,1,1,1
619,Female,Scientific,8156,30000,1,1,1
620,Male,Literature,8600,30000,1,1,1
621,Female,Scientific,7437,30000,1,1,1
622,Male,Literature,8703,30000,1,1,1
623,Male,Scientific,6488,30000,1,1,1
624,Male,Literature,9407,30000,1,1,1
625,Male,Literature,9401,30000,1,1,1
626,Male,Scientific,9726,30000,1,1,1
627,Female,Scientific,7195,30000,1,1,1
628,Male,Literature,9945,30000,1,1,1
629,Female,Scientific,7088,30000,1,1,1
630,Female,Literature,8767,30000,1,1,1
631,Female,Literature,9776,30000,1,1,1
632,Female,Scientific,6426,30000,1,1,1
633,Male,Literature,6879,30000,1,1,1
634,Male,Scientific,8894,30000,1,1,1
635,Female,Scientific,6902,30000,1,1,1
636,Female,Literature,9608,30000,1,1,1
637,Male,Scientific,6279,30000,1,1,1
638,Male,Literature,9098,30000,1,1,1
639,Male,Literature,9831,30000,1,1,1
640,Female,Scientific,7976,30000,1,1,1
641,Female,Literature,8388,30000,1,1,1
642,Female,Scientific,8039,30000,1,1,1
643,Male,Scientific,7378,30000,1,1,1
644,Male,Literature,8388,30000,1,1,1
645,Female,Literature,8946,30000,1,1,1
