wage,rent,food,transport,AFFORD
13866,1851,941,574,1
8036,1788,949,400,0
13299,1575,765,417,1
10398,993,1109,562,1
11728,1006,1484,555,0
9179,1759,983,522,1
8319,1112,639,539,1
11456,1981,829,350,0
14047,1179,691,342,1
12944,847,1429,598,0
10666,1802,1253,490,0
14999,851,1244,418,1
11823,1920,1189,549,1
9814,976,1052,541,1
9394,911,989,321,0
13020,1217,1371,489,0
12831,1448,993,303,0
12265,1288,1184,523,1
11626,1076,1322,514,0
9493,1251,870,395,1
13292,896,794,530,0
14338,1715,1267,428,0
8478,1834,723,506,0
10201,848,792,462,0
14132,1868,783,472,0
9868,1765,1160,597,1
13077,1982,1094,552,1
11795,852,892,493,1
14152,1742,623,573,0
14862,942,959,309,0
9409,819,1400,529,1
10923,1470,793,599,1
14077,1943,627,325,1
13783,1795,923,367,1
10957,874,1440,394,1
14131,941,1399,568,1
8983,1816,1046,433,0
14389,1196,1091,489,0
12984,1359,756,319,0
10967,1668,1312,374,0
8619,990,957,395,0
14561,1402,1122,491,1
13961,1235,1005,537,1
11542,1856,1029,381,1
13850,1016,729,331,1
13292,1872,677,531,0
13118,1560,831,394,0
8344,1689,1091,589,0
14979,1423,979,362,1
9485,1398,947,522,0
14619,1882,872,413,1
11499,1689,1179,416,1
10849,1510,1112,438,1
14420,1498,1443,582,0
8197,1139,1060,455,0
10405,1068,1046,313,1
11351,1739,1005,332,0
12605,1434,1183,453,1
13231,861,829,330,0
13588,1534,1408,330,0
12433,907,610,360,0
9786,1509,964,501,0
10133,1471,640,457,0
14391,1640,1204,468,0
8480,1948,1271,527,1
10849,1499,1226,583,1
11175,1558,1156,379,1
11032,906,968,304,0
14831,1465,817,323,0
14230,850,920,416,0
13181,880,1468,531,0
14504,1434,1454,592,1
9929,1612,706,300,0
11709,1938,1317,335,0
13787,1176,858,486,1
14812,1501,1378,419,0
9198,1772,1096,388,0
8784,805,860,351,0
8329,1466,1049,503,1
8523,1455,747,321,0
14536,1620,1495,504,1
13487,1793,973,420,0
13077,1582,1460,495,0
12237,978,1235,491,1
9436,1935,1246,480,1
10912,1262,771,454,1
11500,1484,812,330,0
12095,1891,813,595,0
11012,1116,930,444,0
8185,1876,1145,372,1
12451,1259,794,401,0
12196,1392,1034,341,0
12995,1961,640,448,1
8692,1928,1103,553,1
9379,1791,809,554,1
12413,825,862,489,0
9438,1419,1279,316,0
8621,979,798,402,0
14241,1856,1230,331,0
11791,1652,1500,421,0
10126,1252,733,552,0
13456,1710,720,339,1
8493,1835,799,327,1
8201,1412,624,492,0
13451,1874,1463,408,0
11166,1891,1103,360,1
11213,1802,1224,563,1
9440,1932,1184,428,1
10828,1401,1279,455,0
10656,1787,1035,559,1
8862,1864,1314,599,1
8089,1966,857,360,0
10674,1583,1050,401,1
13553,1994,1007,435,1
13440,1874,865,435,0
14916,923,940,417,1
14127,991,1032,473,1
13292,1468,1463,362,0
13315,1132,1209,597,0
8459,1019,1055,525,1
10816,1673,1042,545,1
8291,1008,1312,552,0
8700,1106,1255,435,1
11733,1801,939,467,1
14251,1530,1093,426,1
10421,1170,1333,460,1
11495,1983,883,581,0
14844,989,604,335,1
8412,1066,1327,434,0
12746,1937,723,446,1
12508,1655,902,579,0
10882,1768,871,560,1
12719,878,1125,495,0
10403,1553,1269,391,0
14334,1842,607,559,1
13914,1194,918,470,1
9650,1511,1343,396,0
13061,815,860,452,1
9715,969,856,326,1
11806,1555,951,369,0
12385,1716,877,597,0
14326,1098,950,375,1
9539,1197,977,576,0
14944,1569,1471,426,0
11683,1115,908,499,1
8671,1316,1226,384,0
13769,1678,1147,527,0
14877,1781,746,413,0
9416,1289,1311,410,1
14179,1130,1247,337,1
14490,1444,1239,581,0
9209,945,1429,421,0
12176,1877,908,514,0
13982,956,1486,517,1
11736,893,751,311,0
11900,1224,1002,581,0
11227,1770,769,574,1
9559,1891,811,593,1
11065,1602,852,548,1
11756,1434,1198,577,1
9076,1612,695,313,0
8515,1139,665,470,1
8999,1715,816,494,1
8362,1594,1131,510,0
11658,1355,624,349,1
13233,1611,1065,549,0
11386,1230,1069,312,0
13755,1797,963,475,1
10614,1355,795,500,0
14799,814,1229,465,1
12783,852,811,531,1
8673,1568,842,383,0
11787,1356,1456,309,0
9038,1652,1196,308,0
8369,1396,1023,599,1
10369,1539,1298,570,1
11731,1074,1466,389,1
10449,1021,1399,401,1
8847,1759,791,542,0
10728,1915,618,470,0
13470,1997,945,376,1
9688,1812,606,558,1
12684,1882,1396,584,0
8262,1406,1130,370,0
14002,1039,944,573,0
11886,855,1172,404,0
14041,1947,1020,590,0
11331,1317,667,506,0
12569,1877,814,373,0
10822,1104,1241,354,0
14250,1857,866,496,1
12372,1133,1027,494,1
9977,1885,1349,342,0
12786,812,1382,374,0
8875,895,996,595,0
9852,1591,1431,379,0
9087,1716,875,537,0
9087,1765,1116,507,0
9426,1496,686,395,0
10142,1737,1437,565,1
11650,1454,768,322,1
8792,921,1179,421,0
11224,1477,1161,538,0
9980,1464,628,388,0
10189,923,1160,589,0
12966,838,703,404,1
12650,1282,815,369,1
14321,1056,1012,416,1
11955,1144,881,365,0
10864,944,1020,362,0
10483,862,997,489,0
12521,1194,1490,443,1
14392,824,1423,456,1
11807,1208,782,302,1
8109,1293,1229,495,0
12059,886,794,337,1
14218,1408,634,473,0
8975,1184,1337,513,0
9608,1307,1372,486,1
9681,1003,914,572,1
8154,1327,733,387,0
12975,1132,1481,374,0
11305,1034,745,513,0
13821,1436,1485,555,0
8705,1464,1419,389,0
8722,1556,847,455,0
12632,1048,1482,469,1
10005,1495,1267,582,0
10485,1505,676,561,1
11821,1262,1051,387,1
14958,1378,929,470,0
13172,1751,1290,567,0
10502,1940,840,387,0
11055,1442,1446,326,0
11580,1960,1478,395,0
11041,1517,996,490,1
12362,1863,1132,386,1
9434,952,1438,392,1
12867,1071,1013,557,0
14905,1817,914,467,1
9234,1453,1351,325,0
8434,1219,846,496,0
8389,1031,656,480,1
12435,1540,1399,561,0
14134,1577,1111,392,0
11916,1185,1395,324,1
11262,1999,930,303,0
10420,1896,1412,434,0
11908,1873,1487,488,1
9082,997,1237,404,1
14673,1024,839,432,0
13431,995,734,464,1
11802,1651,720,537,1
8315,1643,1311,522,0
8674,1601,995,322,1
13073,971,762,443,1
13119,1045,713,593,1
9876,1621,895,493,0
11158,1412,748,521,0
14172,998,615,531,0
11255,1375,813,343,1
14889,1829,979,356,0
13838,1060,1032,418,0
8455,1884,894,459,0
10937,1765,1330,588,0
11938,1649,1073,575,1
9017,1508,1221,345,1
8535,1602,1148,363,0
11868,1678,1298,434,1
11575,1871,862,593,1
14629,1492,1324,548,0
12847,803,1431,371,1
13260,1774,667,425,0
10689,1652,1171,496,0
10851,1663,1041,484,1
10789,1810,1397,522,0
14154,866,1099,352,0
11037,1200,1154,336,0
13913,1599,1409,400,0
9133,1017,837,406,0
12166,1816,973,585,1
14907,919,1262,476,1
11675,1106,1150,336,0
9421,1871,1284,348,0
14827,2000,966,514,0
13557,1993,1486,377,1
8347,1980,1492,551,1
13599,1438,1228,438,1
12491,1857,997,439,1
9812,1619,1126,350,0
9209,1247,690,319,0
8761,953,1368,427,1
9264,1887,715,349,1
13124,1741,902,313,0
11018,1564,1026,577,0
8260,875,1094,594,0
10190,1883,1290,536,1
12390,1462,873,483,0
10045,958,993,496,1
10011,1974,704,511,1
12051,1947,1005,540,0
9621,1340,1241,412,1
14857,1418,885,408,0
8318,970,667,532,1
14607,1492,1156,518,1
14276,1909,1227,390,0
13002,1613,1220,390,1
13558,1018,623,491,0
8648,1808,1003,507,0
11447,1907,1117,358,0
10759,1330,610,349,0
11163,1659,879,426,1
12924,1353,775,377,1
13163,877,1213,477,1
8457,1805,1366,341,0
13839,1557,1290,456,1
12276,956,1326,381,1
9001,1532,1295,434,1
13046,1043,1157,510,1
14271,1351,675,581,1
10740,1965,1379,519,1
12792,1947,1455,307,0
9668,1079,925,390,1
13509,1030,1036,544,1
12006,907,1431,459,0
10858,955,662,439,1
11086,1483,1166,463,0
13244,1665,1479,526,1
14419,1543,741,580,1
9659,1652,846,316,1
9660,1339,629,569,0
9765,839,1005,493,0
8463,1734,1309,572,1
9138,1607,1311,382,1
10460,1020,1014,595,1
8344,1734,1194,373,0
13263,1058,727,487,0
11261,1750,1327,398,1
8518,1479,1160,353,0
11534,1388,883,456,1
13068,1799,1313,313,1
8054,941,636,358,0
11686,1870,650,317,1
10835,1505,1230,572,1
14059,1023,880,537,1
10923,1636,972,409,1
9736,1645,1371,359,0
12153,1871,1253,561,1
13870,968,1484,432,0
12688,835,1122,510,0
14222,859,917,420,0
13546,1870,1458,395,0
10061,987,680,383,0
13454,1037,1452,300,1
14615,873,1215,458,1
11557,1798,1012,536,1
8639,1391,721,504,1
14409,1517,1104,506,1
13441,1942,1427,597,1
9690,1526,1274,573,1
13272,1195,831,509,1
8647,1089,672,545,0
9865,1524,1360,309,1
14042,1658,1485,406,1
9171,1240,616,368,1
11263,1314,1215,461,1
12494,1365,630,456,0
9757,959,801,417,0
13940,931,1281,588,0
9705,1834,1389,337,1
12722,1153,873,324,0
8231,801,689,573,0
10604,1291,1341,412,1
8105,1708,990,600,1
13002,1677,1281,364,1
10245,1982,1016,586,1
13747,1147,757,516,0
10622,1142,867,405,0
12977,1521,1409,307,1
14296,1851,1328,483,1
13960,890,907,359,1
12827,1436,1218,507,1
12605,1895,1155,435,0
12869,1261,748,448,1
10889,1769,1472,494,0
8275,1358,1329,399,1
11180,1320,853,364,0
13754,1202,612,308,0
8722,1783,1142,363,0
11195,1004,856,406,1
13772,1941,886,399,1
10220,1931,1023,349,1
13040,1334,1319,521,0
12052,921,886,458,1
8463,1081,848,416,1
9220,943,1379,300,0
11067,930,1272,592,0
10075,908,1411,481,0
11548,1629,1337,494,1
14825,964,888,543,0
10874,1719,1378,427,1
9591,1131,1407,495,0
14162,1442,1388,306,0
13318,1782,623,373,1
9451,1217,1088,370,1
13037,1390,1192,361,0
8266,976,1394,439,1
13629,1276,1395,509,0
11049,890,976,530,0
14076,1823,855,428,1
8142,1645,638,509,0
8877,1333,1209,431,1
9742,971,1115,511,1
10041,1384,774,559,1
9634,1069,855,566,1
9569,1723,1220,451,1
12603,1603,1444,313,0
10474,1807,1079,383,1
8733,1459,762,534,1
11004,1085,646,524,0
13520,1395,703,554,1
13274,1225,607,407,1
14591,889,1370,367,1
14119,1674,1111,382,1
14457,1436,725,523,0
9239,1121,1036,346,1
14609,1458,923,539,1
9013,1724,723,594,0
14641,1679,626,480,0
9170,1930,1087,542,1
11038,1929,964,420,1
10245,1478,918,589,1
11006,1069,1046,346,1
14437,877,1191,446,1
13047,1154,1013,545,1
9068,1740,906,453,1
10020,819,1235,458,1
14615,1611,1368,318,0
12845,980,836,501,0
12256,819,825,351,0
13676,1837,1498,321,1
11316,1428,873,391,0
11353,1119,1494,403,0
12214,1311,1141,498,1
9994,1939,1446,451,0
9801,879,1415,365,1
11255,854,1155,358,0
11231,854,703,393,1
10156,1551,666,387,1
11573,1654,839,491,1
12923,1654,819,579,1
9040,1338,1355,330,1
11019,809,825,487,0
14303,1728,1038,587,1
14140,810,770,506,0
9779,807,1237,502,0
14131,1709,867,343,1
11070,1438,923,429,0
12749,969,1402,458,1
13099,1100,680,408,1
10382,834,627,597,1
9666,1608,1198,470,1
8721,1229,1222,329,0
11676,1070,800,546,0
9912,812,976,402,1
13471,1472,823,301,0
12460,1193,1300,389,1
14677,1765,854,592,0
11323,1211,1480,514,0
13774,947,965,541,0
14016,1592,1326,513,1
14509,808,636,476,0
8526,1939,1180,451,1
13996,982,822,518,1
12724,1201,696,492,1
12394,1681,820,575,0
10196,1744,1422,575,0
14641,1385,1340,320,1
12582,1561,770,312,1
10436,1601,950,345,0
14753,1447,926,569,0
13631,1298,620,496,1
9131,889,885,587,1
14685,1540,1196,566,1
10895,1403,1284,491,1
9296,897,742,549,0
9193,926,850,518,1
9380,1775,1042,408,1
14698,1555,1335,392,1
12180,909,1072,410,1
10075,1748,1138,497,1
10715,932,978,577,1
14618,1814,631,573,1
9909,1541,745,552,0
9611,1276,875,472,1
12741,1475,1119,351,1
9904,1248,707,597,1
11600,1461,1453,366,1
9320,1374,1074,491,0
14843,1321,1071,562,0
10176,996,778,467,1
14060,801,657,441,0
9811,1380,924,501,0
11584,1061,1118,338,0
13799,1747,1474,397,1
11115,1267,1443,453,0
10050,1137,773,309,0
10466,1779,1274,426,1
8664,1658,1325,369,1
9372,1335,1160,531,1
12297,1058,789,418,1
11193,1884,1351,334,0
11933,1587,970,451,0
8779,1004,853,323,1
13637,1391,1360,576,1
10421,992,802,390,0
13637,1157,1450,317,1
10174,1354,1262,446,0
12062,1982,982,557,0
11916,1238,830,349,0
11947,1710,1282,371,0
14637,1699,1295,366,0
10543,1881,651,388,0
11073,937,1159,468,1
10839,1944,900,500,1
11098,1759,1071,486,0
11587,1209,857,483,1
14584,1583,1110,596,1
14896,897,1424,379,1
14417,1916,711,479,0
12341,1137,803,342,0
11623,1775,1157,367,0
8111,1890,1325,427,1
12182,1476,1185,574,1
8933,1376,1005,560,1
12698,956,1338,447,1
11036,1330,626,405,1
13796,1050,1095,536,1
13896,873,712,383,1
10999,1209,1012,418,0
11729,871,1101,358,1
11811,866,1253,516,1
12044,1534,738,528,1
11006,1778,901,497,1
12119,1649,1479,383,0
10958,1529,1366,408,0
12718,1843,821,310,0
12872,1993,1229,483,0
8677,1243,1183,417,1
12020,1118,626,527,0
14427,844,901,411,0
11836,1939,1167,512,0
9609,904,648,481,1
12486,1721,1380,457,0
10420,1093,619,454,1
12086,813,1224,534,0
11692,1814,1301,419,1
14421,981,814,370,0
12672,1552,894,436,1
9549,970,1035,428,1
13280,969,662,426,0
13114,1707,1012,367,1
8118,1222,989,589,1
10813,1214,866,361,1
9274,1119,1250,385,1
11152,1832,938,373,0
13688,1499,1026,586,1
10937,828,1391,331,0
9086,1042,763,592,1
11411,1565,1011,370,1
9131,1305,640,515,1
8584,1741,1020,474,0
10479,1872,655,487,0
14934,1332,1483,309,0
8263,1848,1367,551,0
12194,1311,1335,495,1
8779,978,1129,371,0
12601,1215,1487,583,1
9278,1513,775,428,1
9402,1419,850,306,0
13325,1055,1009,354,0
13004,1554,725,357,1
14478,1940,1199,368,1
14051,1098,1429,514,1
13347,1359,955,481,0
8205,1286,804,363,0
14216,855,649,386,1
14363,1530,880,575,0
10904,1712,1114,410,0
11958,1353,770,556,0
11157,1808,1050,592,0
9554,1799,1316,497,1
12053,1625,1154,444,0
9272,1946,931,440,1
13961,1990,745,416,1
10987,1146,1378,520,1
11401,1221,1395,424,0
10723,1044,864,314,0
12710,1552,1250,598,0
14211,927,705,492,1
12087,896,1341,525,1
13636,1019,1061,362,0
14780,1968,1223,488,0
9009,1025,1454,485,1
10390,1732,1148,507,1
8626,1745,601,374,0
12556,1186,736,399,1
13632,1400,853,442,1
13912,1642,1318,308,0
14847,1684,625,475,0
11286,1378,694,360,1
11585,1412,1472,484,0
11715,1789,619,405,0
13146,1627,955,524,1
11727,1543,1293,324,1
8854,1965,1358,429,1
10299,1097,773,335,1
13620,1057,1142,435,0
14744,1467,1069,360,1
12652,819,606,596,0
10167,1285,916,474,0
8546,1309,918,493,0
10174,807,643,582,1
9478,1176,1239,401,1
11715,916,970,349,0
10625,1450,960,338,1
12685,1968,631,500,1
11735,1792,1410,463,1
11692,1905,1456,348,0
13581,1119,783,431,0
9315,1208,1002,314,0
14976,1632,1054,371,1
9621,1079,1112,415,0
11551,1864,625,455,1
13236,1007,719,492,1
8249,1203,1418,403,1
11642,1641,1484,445,0
11300,944,1037,546,0
9924,1571,880,583,1
14393,915,1302,432,1
11137,985,1466,338,1
9712,1666,909,402,0
11277,1797,1349,327,1
8970,1285,914,357,1
9731,1452,1240,442,1
13904,1079,1203,451,1
11845,1871,1402,320,1
14807,1153,1086,499,0
10470,922,1003,403,0
8172,827,1490,331,0
11153,1140,652,452,0
12128,855,754,406,1
9834,1574,985,314,0
11856,978,697,549,0
12650,1816,1179,531,0
8225,1508,895,567,1
12141,1285,715,457,1
13871,1967,985,582,0
14024,1713,1011,386,0
9173,1614,857,333,0
13700,937,779,507,0
11814,1313,1480,443,1
8443,1419,628,338,1
13094,1469,969,412,1
13173,1909,1092,330,0
14647,1625,1313,537,0
12938,1987,1105,305,1
13558,1151,725,489,0
11234,1287,905,415,0
9808,1148,1465,545,0
12945,1198,925,303,1
14669,1588,1339,365,1
12742,1035,871,477,1
13705,1373,1490,355,0
9031,1139,623,528,1
8807,1504,1260,580,1
13394,874,924,592,1
11909,1224,1169,600,1
10393,950,941,493,0
9379,1043,798,365,0
9628,1535,610,390,1
10999,1063,1082,533,0
12949,1076,634,516,0
10122,1744,1215,442,0
12063,933,624,433,1
14833,1168,1390,573,0
12999,1465,1248,401,1
12937,933,1177,336,1
10893,1085,729,394,1
10854,1115,666,374,0
10771,1224,774,546,0
12189,1445,1316,480,0
14070,1732,1294,483,1
10566,1905,1245,582,0
9893,1868,642,407,1
13518,999,1211,496,1
12503,975,1018,447,0
8045,1993,1220,414,1
8449,1078,1446,465,0
8992,1927,1229,399,0
12877,1193,1018,386,1
8357,1713,1173,597,0
9149,1267,1256,466,1
11960,1962,629,548,1
9446,959,695,552,1
14262,1711,688,313,1
12828,1730,641,574,0
10079,1547,1061,312,1
14551,1208,1428,340,0
13922,1947,812,522,0
8376,860,639,461,1
8111,1898,1069,326,0
12259,1628,609,492,1
8072,1158,1481,406,1
14872,1832,722,478,0
12312,1426,1222,444,1
13738,964,728,556,0
11063,1324,877,324,1
10936,1356,1293,586,0
9223,1674,641,561,0
9668,1931,848,346,1
11280,1603,936,480,1
11915,1777,920,344,0
9763,1318,736,315,1
9124,907,1140,370,0
9763,1982,1134,341,1
13031,1776,1299,505,1
14710,1566,1179,537,0
8628,1496,1104,487,1
9801,1026,973,477,1
10506,1002,1183,325,1
10983,1439,954,477,0
10268,1551,1468,530,0
13494,1368,1474,316,1
13918,1088,1167,404,1
8577,1334,1452,306,1
12681,1618,1247,584,0
12429,856,718,580,0
11200,1474,717,547,0
14617,1683,810,333,1
9906,1470,966,375,1
11210,1249,1070,569,1
10961,1191,1443,467,0
13510,1664,1013,326,1
12623,1368,1275,477,1
8222,1724,699,410,1
8341,1596,1480,542,0
11051,1489,1049,361,0
13126,1330,810,507,0
11677,1773,975,358,0
8167,1694,1250,425,0
8435,1594,1198,575,0
12537,905,858,581,0
11770,1053,1364,600,0
11229,1924,818,325,0
13780,1164,827,420,0
11921,1974,817,575,0
9323,1308,1111,432,0
9633,1311,1216,505,1
9835,1828,1396,435,1
12629,1153,1198,555,1
8741,1285,739,470,1
12498,1315,990,502,0
8146,938,907,582,0
8971,1687,819,373,1
13609,1679,1463,577,0
13094,1875,811,524,0
13899,1618,1336,401,0
14898,974,1404,468,0
14256,1705,861,583,1
14033,1659,1079,316,1
9405,1236,1066,451,1
12879,829,752,538,1
12946,1554,1214,310,1
14245,1210,1113,407,0
14682,1064,1458,565,1
8048,1928,1349,399,0
9298,1625,985,378,1
11742,1854,1131,482,1
10907,1990,857,497,1
13262,956,892,576,0
11321,1532,1144,511,0
9978,1301,921,338,0
11013,933,969,510,0
14533,1453,1158,567,1
9692,1623,715,338,0
8033,907,722,448,1
9187,1449,601,466,1
9029,1870,1310,362,1
14025,1318,1457,469,0
9669,881,1222,465,0
8179,902,847,586,1
14536,1030,1311,477,0
9911,1784,938,330,0
12508,835,660,562,0
14368,1031,966,591,0
12376,1750,1371,389,1
8335,1702,1299,344,0
14438,979,984,438,0
8697,1975,1130,408,0
8955,1689,895,441,0
8951,1288,1411,524,1
12405,1950,1212,520,1
14393,1482,1046,598,1
9736,1529,1064,447,1
10351,991,914,381,0
9116,1811,956,450,1
12491,1528,793,532,1
8222,1445,709,381,1
9432,1114,1480,513,1
12202,1070,634,311,0
9872,870,1218,308,0
8590,1861,626,588,1
10962,1174,758,331,1
12440,1249,926,422,1
12838,1532,977,483,1
12652,1867,1053,388,0
14937,1897,1092,449,0
9380,1690,1344,307,0
13007,1604,1193,479,0
14806,1328,954,389,1
11125,1345,873,308,0
14285,1076,706,504,0
12321,1068,1214,570,1
11002,1366,1061,334,1
14319,858,1307,391,0
13084,1210,1138,546,1
13971,1661,839,380,1
12398,1110,841,391,0
12449,981,1387,473,0
10433,1926,759,355,0
10425,1282,1269,403,1
9186,1424,1431,492,1
14603,1701,1067,437,0
9697,1134,1459,306,1
10178,1946,1266,428,1
8222,985,1030,586,0
13717,1929,858,555,1
10107,1538,891,374,0
9757,1261,656,378,1
12312,843,693,448,1
13600,1085,1438,584,1
8667,975,1070,491,0
11248,1513,658,443,0
12408,1606,1070,496,0
10804,1186,1326,387,0
10653,1161,612,426,0
11925,869,1480,356,1
13250,1894,1018,541,1
14782,1375,978,537,0
9459,1953,1275,433,0
14305,1711,1287,553,1
8761,1717,1135,379,0
9273,1459,1336,437,0
13424,966,643,328,1
9362,1406,613,489,0
11257,863,1213,380,1
10429,1447,901,505,1
11339,1445,1087,467,0
9540,1634,914,364,1
9019,1748,1498,547,0
8309,938,605,452,1
13956,1876,645,566,1
14323,1225,863,403,0
13502,1168,995,552,0
10976,1438,607,314,1
12911,1087,822,557,1
14877,1237,784,340,0
14884,1610,943,408,1
10193,1968,1336,468,0
8216,1022,746,429,0
12198,1093,843,380,1
8532,1465,1424,361,1
13939,1671,1223,568,0
9639,1345,1481,492,0
9710,1438,1298,402,1
11495,1876,1154,455,0
10231,1854,1166,436,1
8461,982,655,501,0
14578,1809,1398,334,0
12435,1267,1078,584,1
9413,1089,1100,425,1
9493,953,864,326,1
13143,1246,684,337,1
9230,1319,823,309,0
8542,1233,1451,496,1
9119,885,788,570,0
10428,1380,1082,455,1
9375,1964,977,337,1
14387,1832,1103,498,0
10161,950,1462,310,1
12499,1726,1032,360,0
14209,1602,1365,463,1
12758,1848,1300,442,1
8197,1326,1272,420,1
11984,1291,1305,369,0
13616,1525,1188,438,1
14038,1391,945,430,1
13574,1836,912,503,1
14428,1836,692,350,0
13668,1453,1435,525,0
9009,1103,885,583,1
10345,807,1013,315,1
12087,894,794,388,1
14559,1264,1176,370,0
8458,964,899,359,0
9650,1155,1005,514,1
11031,1874,1402,370,0
8146,1271,794,503,0
11704,838,1020,489,0
8404,809,1377,510,0
14188,1753,835,547,0
14893,1002,1220,446,1
12462,1800,754,539,0
12432,1493,713,574,0
9545,926,708,514,0
9087,1809,1194,357,0
9996,1306,1067,332,0
10690,1292,1072,366,0
9836,1922,1144,382,1
10392,1668,1194,556,1
10594,1871,981,492,1
11850,887,940,395,1
14564,1329,721,303,0
10285,1475,846,524,0
8295,1070,1218,588,1
10730,1268,1180,546,0
14438,1889,1229,354,0
11510,1505,938,542,0
8167,1941,1130,486,1
14368,920,979,592,1
12235,941,1173,347,0
12285,1241,877,533,0
14654,802,720,499,1
14137,1589,1048,523,0
9751,1038,793,413,1
10924,1741,1312,542,1
11071,1504,1106,449,0
14073,1698,1054,488,1
12089,841,698,403,0
8159,1942,774,312,1
13450,1264,830,407,1
8488,1488,1359,338,1
14381,1921,1130,362,1
9352,1633,988,358,0
9648,1703,1036,359,0
8716,1842,999,398,1
9749,1143,1153,482,1
9166,1575,1146,421,0
12886,1213,1313,310,0
10628,1313,862,409,1
8317,1370,812,348,1
9879,1172,785,551,1
13506,943,777,500,0
14122,1768,1490,321,1
12106,1993,1141,431,0
10285,904,1420,528,0
11998,1405,1056,490,0
10009,1508,788,532,1
12301,1891,652,372,0
12574,918,1295,546,1
14883,1583,1426,512,1
13363,892,1013,576,1
13989,1855,949,410,1
9405,851,687,369,1
8352,1151,725,308,0
14321,1786,1245,533,1
8361,1044,954,407,0
12295,1046,1246,488,0
12414,910,694,555,0
11434,1050,1268,560,0
10329,937,1317,348,1
9685,1687,684,439,0
11841,1767,1310,575,1
12109,1923,1388,588,1
9949,982,719,361,1
13389,1139,620,558,1
11269,1628,952,515,1
14469,1662,1234,533,1
9797,964,865,331,1
10690,1448,1403,344,1
14280,1975,1015,496,0
12801,1839,978,347,0
13097,936,621,489,1
14565,842,634,343,0
10876,1791,1354,442,1
10737,1772,1313,538,1
9252,913,911,382,1
11915,850,1139,550,0
13896,1029,1455,403,0
14989,1595,827,348,0
13943,1245,816,475,0
14246,1693,771,493,0
11524,901,791,396,1
10992,1492,1491,499,0
9223,1291,1374,549,0
11459,1566,746,351,1
8671,1659,953,536,0
12041,961,1164,511,1
14813,1777,1332,506,1
